"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Israel",79,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,0.224025974025974,0,0,0,1.10064935064935,1.63636363636364,1.14935064935065,0.272727272727273,2,1,0.37012987012987,0,0.175324675324675,0.175324675324675,0.272727272727273
"Israel",79,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,2.28019098651207,5.35704194958125,0,0,0,0,0,25,0,0,0,41,180
"Israel",79,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07857162027966,0,0,0,0,0,6,7,80
"Israel",79,"Ornamental fish nei","ornamentals",,,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"Israel",79,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,738.887265792212,1331.26164182746,903.163272391391,1497.98952912215,0,0,0,0,101.888661098677,900,1000,1000,750,1790,2370,817,2330,1500,1500,2300,4800,4680
"Israel",79,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,2.28019098651207,5.35704194958125,0,0,1.07857162027966,0,0,25,0,0,6,48,260
"Israel",79,"Z_TOTAL","ornamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Israel",79,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,738.887265792212,1331.26164182746,903.163272391391,1497.98952912215,0,0,0,0.224025974025974,101.888661098677,900,1000,1001.10064935065,751.636363636364,1791.14935064935,2370.27272727273,819,2331,1500.37012987013,1500,2300.17532467532,4800.17532467533,4680.27272727273
"Italy",184,"Agar agar nei","seaweeds",11,17,16,55,41,32,32,69,92,153,45,75,131,59,0,0,0,0,138,295,255,300,238,279,443,210,202,240,346,380,460,480,429,402,394,498
"Italy",184,"Fish body oils, nei","fish_oil",21,1,356,751,4,4,25,29,53,26,23,2,390,455,312,350,287,135,10,4,3,45,4,7,92,192,48,51,65,52,45,37,32,316,31,96
"Italy",184,"Fish liver oils, nei","fish_oil",4,9,19,1,18,5,3,30,0,0,21,5,30,77,52,305,30,167,59,12,35,67,14,46,3,3,1,1,2,27,5,12,110,14,6,6
"Italy",184,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,3917,2750,972,1254,2235,1450,1717,1462,1602,1485,1515,1273,1414,1308,1224,712,809,857,887,854,1859,2198
"Italy",184,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,74,46,63,76,38,33,45,53,39,23,33,29,30,17,15,32,21,4,4,64,6,6
"Italy",184,"Natural sponges raw","sponges",12,11,12,24,9,7,8,18,11,8,9,6,96,44,0,0,0,0,1,1,0,1,0,0,0,4,6,1,1,1,3,4,1,0,0.537812756417226,2
"Italy",184,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,56,5,19,24,26,56,29,6,161,136,128,107,123,117,165,115,120,95,109,98,210,106,90,27
"Italy",184,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,203,522,151,37,8,6,12,10,2,8,8,5,36,70,262,115,107,126,168,453,171,48,42,42
"Italy",184,"Shells nei","shells",542,429,1084,2520,1905,1856,2672,1957,2160,3690,2639,2827,2142,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy",184,"Z_TOTAL","fish_oil",25,10,375,752,22,9,28,59,53,26,44,7,420,532,364,655,317,302,69,16,38,112,18,53,95,195,49,52,67,79,50,49,142,330,37,102
"Italy",184,"Z_TOTAL","ornamentals",,,,,,,,,,,,,56,5,19,24,26,56,29,6,161,136,128,107,123,117,165,115,120,95,109,98,210,106,90,27
"Italy",184,"Z_TOTAL","seaweeds",11,17,16,55,41,32,32,69,92,153,45,75,334,581,151,37,8,6,150,305,257,308,246,284,479,280,464,355,453,506,628,933,600,450,436,540
"Italy",184,"Z_TOTAL","shells",542,429,1084,2520,1905,1856,2672,1957,2160,3690,2639,2827,2142,2496,3917,2750,972,1254,2235,1450,1717,1462,1602,1485,1515,1273,1414,1308,1224,712,809,857,887,854,1859,2198
"Italy",184,"Z_TOTAL","sponges",12,11,12,24,9,7,8,18,11,8,9,6,96,44,74,46,63,76,39,34,45,54,39,23,33,33,36,18,16,33,24,8,5,64,6.53781275641723,8
"Ivory Coast",195,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,14,15,0,14,0,7,6,7,0,7,14,6,3,4,0,0
"Ivory Coast",195,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,3,2,4,0,0,0,0,0,0,0,0.27709892160557,0.318619798675782,0,0.27709892160557,0,0
"Ivory Coast",195,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,14,15,0,14,0,7,6,7,0,7,14,6,3,4,0,0
"Ivory Coast",195,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,3,2,4,0,0,0,0,0,0,0,0.27709892160557,0.318619798675782,0,0.27709892160557,0,0
"Jamaica",166,"Coral and the like","corals",,,,,,,,,,,,,,,,18,3,3,0,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamaica",166,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,0.333333333333334,0.333333333333334,0,0,0.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamaica",166,"Ornamental fish nei","ornamentals",2.72022032803028,13.8809120841924,8.22992891651537,6.11081022863649,1.02492537772718,0,4.13296611994954,8.51247807489922,4.55678985752531,7.09973228297997,10.3490476043943,15.7174816136874,19.6731698310613,16.2825799304551,0,8.3712034957073,23.3463088900514,28.1496445825769,25.0416038403545,19.1080715142936,19.8144444102533,33.0942548542942,12,3,13,3,2,2,1,0.318552481767549,3,0.318552481767549,0.318552481767549,0,0.318552481767549,0
"Jamaica",166,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,9,6,28,0,0,11,14,0,0,0,0,0,0,0,0,0,8,0,5,4,4
"Jamaica",166,"Z_TOTAL","corals",,,,,,,,,,,,,,,,18,3,3,0,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamaica",166,"Z_TOTAL","ornamentals",2.72022032803028,13.8809120841924,8.22992891651537,6.11081022863649,1.02492537772718,0,4.13296611994954,8.51247807489922,4.55678985752531,7.09973228297997,10.3490476043943,15.7174816136874,19.6731698310613,16.2825799304551,0,8.3712034957073,23.3463088900514,28.1496445825769,25.0416038403545,19.1080715142936,19.8144444102533,33.0942548542942,12,3,13,3,2,2,1,0.318552481767549,3,0.318552481767549,0.318552481767549,0,0.318552481767549,0
"Jamaica",166,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,9,6,28,0,0,11,14,0,0,0,0,0,0,0,0,0,8,0,5,4,4
"Jamaica",166,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,0.333333333333334,0.333333333333334,0,0,0.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan",210,"Agar agar nei","seaweeds",546,565,565,529,804,684,802,762,880,804,540,447,261,627,0,0,0,0,92,149,86,157,91,55,51,50,40,44,75,63,90,58,53,50,52,37
"Japan",210,"Cod liver oil","fish_oil",742,647,728,847,675,526,860,527,499,500,456,567,1330,1346,1633,1289,770,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan",210,"Coral and the like","corals",15,8,6,3,6,4,8,35,19,11,9,0,0,0,3736,3207,3192,5100,12125,7566,7849,6412,3546,3205,6117,10406,7022,2449,2433,3789,3816,3625,2672,2968,3222,6774
"Japan",210,"Fish body oils, nei","fish_oil",72032,106130,209525,189250,159613,175482,174364,229156,331387,249370,224565,156721,345971,185063,215034,114253,43971,12646,2976,2406,835,1590,659,391,239,242,585,928,1360,1159,1169,485,1215,324,502,1
"Japan",210,"Fish liver oils, nei","fish_oil",134,180,176,165,181,125,89,102,88,82,161,156,142,105,190,137,197,259,1215,578,393,789,336,465,119,64,54,20,79,36,20,29,26,16,106,42
"Japan",210,"Laver, nei","seaweeds",,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan",210,"Natural sponges raw","sponges",3,1,1,3,1,2,1,3,1,1,1,0,0,0,2,2,4,15,2,4,1,1,0.932571094572137,1,1.20371605686371,1,1,1,1,1.26827438121884,0.816366110732894,0,0,0,0,0
"Japan",210,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,42,45,59,74,75,78,90,109,117,129,126,89,93,95,114,142,225,255,204,240,229,258,269,266
"Japan",210,"Other red algae","seaweeds",,,,,,,,,,,,,,,,,,,826,753,667,602,480,561,367,412,530,386,545,736,639,718,398,601,601,436
"Japan",210,"Other seaweeds and aquatic plants and products thereof","seaweeds",1942,2340,2188,2232,1994,2183,2841,2259,2214,3086,3145,1873,3607,3029,2220.96973242621,2171.52947331858,2488.12511654023,2090.90229876585,655,558,758,999,743,713,995,924,1568,1661,1954,2002,1726,1955,2079,1297,1253,838
"Japan",210,"Shells nei","shells",1453,2908,4585,7792,5869,6178,6258,8746,4835,3311,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan",210,"Z_TOTAL","corals",15,8,6,3,6,4,8,35,19,11,9,0,0,0,3736,3207,3192,5100,12125,7566,7849,6412,3546,3205,6117,10406,7022,2449,2433,3789,3816,3625,2672,2968,3222,6774
"Japan",210,"Z_TOTAL","fish_oil",72908,106957,210429,190262,160469,176133,175313,229785,331974,249952,225182,157444,347443,186514,216857,115679,44938,13314,4191,2984,1228,2379,995,856,358,306,639,948,1439,1195,1189,514,1241,340,608,43
"Japan",210,"Z_TOTAL","ornamentals",,,,,,,,,,,,,42,45,59,74,75,78,90,109,117,129,126,89,93,95,114,142,225,255,204,240,229,258,269,266
"Japan",210,"Z_TOTAL","seaweeds",2488,2905,2753,2761,2798,2867,3643,3021,3094,3890,3685,2320,3868,3656,2220.96973242621,2171.52947331858,2488.12511654023,2090.90229876585,1573,1460,1511,1758,1314,1329,1413,1386,2138,2091,2574,2801,2455,2731,2530,1948,1906,1311
"Japan",210,"Z_TOTAL","shells",1453,2908,4585,7792,5869,6178,6258,8746,4835,3311,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan",210,"Z_TOTAL","sponges",3,1,1,3,1,2,1,3,1,1,1,0,0,0,2,2,4,15,2,4,1,1,0.932571094572137,1,1.20371605686371,1,1,1,1,1.26827438121884,0.816366110732894,0,0,0,0,0
"Kenya",43,"Fish body oils, nei","fish_oil",,,,,,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,33,21,2.10108501136602,0
"Kenya",43,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,1,0,0,8,0,0,0,0,0,0,93,2,0,0,1
"Kenya",43,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,452,676,370,410,530,661,712,662,488
"Kenya",43,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,69,79,36,44,15,100,100,60,45
"Kenya",43,"Z_TOTAL","fish_oil",,,,,,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,5,0,0,0,94,35,21,2.10108501136602,1
"Kenya",43,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,69,79,36,44,15,100,100,60,45
"Kenya",43,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,452,676,370,410,530,661,712,662,488
"Kiribati",212,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,15.5261613513438,11.2818424448553,21.4210487214668,23.8379525432172,35.8045739045668,16.5872410779659,30.6760218925598,34.5076986831398,67.4601190821272,45.0595470756599,51.6618209301976,34.5076986831398,53.2534405201308,49.4217637295509,0,34.0950565672312,6,0,41,0,0
"Kiribati",212,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,65,32,115,798,693,388,339,374,178,1119,141,0,0,0,0,0,0,97,120,0,58,265,30546,7,4
"Kiribati",212,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,15.5261613513438,11.2818424448553,21.4210487214668,23.8379525432172,35.8045739045668,16.5872410779659,30.6760218925598,34.5076986831398,67.4601190821272,45.0595470756599,51.6618209301976,34.5076986831398,53.2534405201308,49.4217637295509,0,34.0950565672312,6,0,41,0,0
"Kiribati",212,"Z_TOTAL","seaweeds",,,,,,,,,,,,65,32,115,798,693,388,339,374,178,1119,141,0,0,0,0,0,0,97,120,0,58,265,30546,7,4
"Latvia",69,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,3,2,1,0,0,0,0,0.566489361702127,0.566489361702127,0,0.293882978723404,0.362034574468085,0,0,0,0.634640957446808,1,2
"Latvia",69,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,306,200,387,179,140,54,347,395,615,690,725,445,372,337,420,365,258,284,773
"Latvia",69,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,31,13,0,0,0,5.28075221238938,0,0,0,0,0,0,3.77345132743363,0,5.28075221238938,1,24,1,6.11814159292035
"Latvia",69,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.131578947368421,5,6.05263157894737,13.1578947368421
"Latvia",69,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1.05273189326557,1.48157560355781,1.35451080050826,1.14803049555273,1.33862770012707
"Latvia",69,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,1,1,2,6,19,83,2,9,2,1,1,7,7,42,58
"Latvia",69,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,337,213,387,179,140,59.2807522123894,347,395,615,690,725,445,375.773451327434,337,425.280752212389,366,282,285,779.11814159292
"Latvia",69,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,3,2,1,1,1,2,6,19.5664893617021,83.5664893617021,2,9.2938829787234,2.36203457446809,1,1,7,7.63464095744681,43,60
"Latvia",69,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.131578947368421,5,6.05263157894737,13.1578947368421
"Latvia",69,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1.05273189326557,1.48157560355781,1.35451080050826,1.14803049555273,1.33862770012707
"Lebanon",78,"Natural sponges nei","sponges",,,,,,,,,,,,,,,,,,,,,,0.521696252465483,0.521696252465483,1,1,0.462524654832347,0,0,0,0,0,0,0,0,0,0
"Lebanon",78,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.877650897226754,0.970636215334421,0.877650897226754,1,1,1,1
"Lebanon",78,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.877650897226754,0.970636215334421,0.877650897226754,1,1,1,1
"Lebanon",78,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,0.521696252465483,0.521696252465483,1,1,0.462524654832347,0,0,0,0,0,0,0,0,0,0
"Liberia",97,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,0.197674418604651,0,1.76744186046512,0.197674418604651,1,0.406976744186046,1,0,0,0,0,0
"Liberia",97,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,0.197674418604651,0,1.76744186046512,0.197674418604651,1,0.406976744186046,1,0,0,0,0,0
"Libya",67,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,,,,,16,0,19,25,13,1,2,2,0,0,0,0,1,0
"Libya",67,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,0.566455696202532,0,1,8,2,2,0,0,0.24129746835443,0,0,0,0,0,0
"Libya",67,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,0.566455696202532,0,1,8,2,2,0,0,0.24129746835443,0,0,0,0,0,0
"Libya",67,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,16,0,19,25,13,1,2,2,0,0,0,0,1,0
"Lithuania",189,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,1,0,0.28713820979032,2,0.147551291657416,0.356931668856773,1,0.217344750723868,1,2,26,3,4,4,6,27
"Lithuania",189,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,10,0,25,5,0,0,44,75,572,895,740,451,261,236,169,193,116,26
"Lithuania",189,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,65,14.2157576053866,0,0,5,0,9,82,0,0,0,0,13.4856706324382,13.9264778613882,17,19,12,11
"Lithuania",189,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,24,76,61,44,93,139,141,177,173,191,73,109,70,92,110,81
"Lithuania",189,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9537715925386,10,9,33,41,0
"Lithuania",189,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,9,32,47,1,6,36,4,21,32,84,77
"Lithuania",189,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,75,14.2157576053866,25,5,5,0,53,157,572,895,740,451,274.485670632438,249.926477861388,186,212,128,37
"Lithuania",189,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,1,0,0.28713820979032,2,0.147551291657416,9.35693166885677,33,47.2173447507239,2,8,62,7,25,36,90,104
"Lithuania",189,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,24,76,61,44,93,139,141,177,173,191,73,109,70,92,110,81
"Lithuania",189,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9537715925386,10,9,33,41,0
"Madagascar",42,"Coral and the like","corals",,,,,,,,,,,,,,,51,50,12,2,11,152,47,0,161,152,118,0,0,124,181,228,524,191,147,157,325,419
"Madagascar",42,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,2,16,11,6,0,0,0,0,0,0,0,0
"Madagascar",42,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,,
"Madagascar",42,"Other edible seaweeds","seaweeds",,,,,,,,,,,,102,156,63,78,141,285,424,702,971,584,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madagascar",42,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,88,162,458,410,473,839,202,0,341,92,363,732,486,243,304,506,1006,1286,1551,2190,2172,906
"Madagascar",42,"Shark oil","fish_oil",,,,,,,,,,,,,,,,,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madagascar",42,"Z_TOTAL","corals",,,,,,,,,,,,,,,51,50,12,2,11,152,47,0,161,152,118,0,0,124,181,228,524,191,147,157,325,419
"Madagascar",42,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,8,5,3,3,0,0,0,0,2,16,11,6,0,0,0,0,0,0,0,0
"Madagascar",42,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
"Madagascar",42,"Z_TOTAL","seaweeds",,,,,,,,,,,,102,156,63,166,303,743,834,1175,1810,786,158,341,92,363,732,486,243,304,506,1006,1286,1551,2190,2172,906
"Malaysia",206,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,1,1,126,0,4,6,3,4,11,1,5,5,6,51,112,436,177,17
"Malaysia",206,"Coral and the like","corals",,,,,,,,,,,,,,,4,2,1,25.0526315789474,25.2345533106692,27.0234503392671,24,26,14,1,2,5,82,23,47,24,4,13,13,54,49,88
"Malaysia",206,"Fish body oils, nei","fish_oil",1,12,0,0,0,0,0,0,0,0,8,8,23,20,1,17,6,12,0,0,8,20,0,2,24,339,330,63,4,18,51,19,24,15,47,3
"Malaysia",206,"Fish liver oils, nei","fish_oil",,,,,,,1,2,3,1,12.0578671078389,2,0,3,10,25,18,13,27,9,120,52,9,21,8,9,18,10,204,24,19,5,596,163,170,119
"Malaysia",206,"Natural sponges nei","sponges",,,,,,,,,,,,,,,6.20123839009288,24.3967271118974,38.6636444051305,3.09973463069438,0,0,0,0,0,0,1,0,0,0,0,0.825298540468819,0,6,0,0,0,0
"Malaysia",206,"Ornamental fish nei","ornamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.97084745762,342.779661016944,0,0,0,1541.10372881356,6280.05423728815,3962.20745762713,3635.45355932204,4791.65966101696,4445.88474576272,7748.0691525424,7692.36474576273,3436.41220338984,3128,2126
"Malaysia",206,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,0,0,3,9.5,47.25,20,6
"Malaysia",206,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,628.15166332505,642.909658891835,639.220160000139,640.449992964038,1,3,477,1299,1159,1989,2257,1462,1817,1496,1293,1193,980,734,382,237,886,1431
"Malaysia",206,"Shells nei","shells",,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,1,0.889245014245013,0.889245014245013,0,0,0,0,0
"Malaysia",206,"Z_TOTAL","corals",,,,,,,,,,,,,,,4,2,1,25.0526315789474,25.2345533106692,27.0234503392671,24,26,14,1,2,5,82,23,47,24,4,13,13,54,49,88
"Malaysia",206,"Z_TOTAL","fish_oil",1,12,0,0,0,0,1,2,3,1,20.0578671078389,10,23,23,11,42,24,25,27,9,128,72,9,23,32,348,348,73,208,42,70,24,620,178,217,122
"Malaysia",206,"Z_TOTAL","ornamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.97084745762,342.779661016944,0,0,0,1541.10372881356,6280.05423728815,3962.20745762713,3663.95355932204,4791.65966101696,4445.88474576272,7751.0691525424,7701.86474576273,3483.66220338984,3148,2132
"Malaysia",206,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,628.15166332505,642.909658891835,639.220160000139,640.449992964038,2,4,603,1299,1163,1995,2260,1466,1828,1497,1298,1198,986,785,494,673,1063,1448
"Malaysia",206,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,1,0.889245014245013,0.889245014245013,0,0,0,0,0
"Malaysia",206,"Z_TOTAL","sponges",,,,,,,,,,,,,,,6.20123839009288,24.3967271118974,38.6636444051305,3.09973463069438,0,0,0,0,0,0,1,0,0,0,0,0.825298540468819,0,6,0,0,0,0
"Maldives",39,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,8,24,8,13,27,29,37,29,14,0,0,0,0,1,0,0
"Maldives",39,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,0,0,6,1.14946186242396,1,7,0,0
"Maldives",39,"Ornamental saltwater fish","ornamentals",,,,,28.4750000000008,36.5250000000008,40.5500000000008,35.3750000000008,29.6250000000008,50.3250000000007,70.4500000000007,62.4000000000007,109.550000000001,88.8500000000006,81.3750000000007,199.25,177.975,201.55,352.775,221.1,282.05,280.9,175.675,175.675,241.8,306.775,297.575,320.575,330.925,367.725,401.075,343.575,323.45,316.55,343,320
"Maldives",39,"Shark liver oil","fish_oil",,,,,9,25,79,59,74,50,31,36,24,18,22,34,24,4,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Shells nei","shells",,,,,,,,,,,,,,,,,,,,,42,47,2,8,0,5,11,6,9,8,5,2,0,0,0,0
"Maldives",39,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,8,24,8,13,27,29,37,29,14,0,0,0,0,1,0,0
"Maldives",39,"Z_TOTAL","fish_oil",,,,,9,25,79,59,74,50,31,36,24,18,22,34,24,4,2,0,3,2,0,0,0,2,3,3,0,0,6,1.14946186242396,1,7,0,0
"Maldives",39,"Z_TOTAL","ornamentals",,,,,28.4750000000008,36.5250000000008,40.5500000000008,35.3750000000008,29.6250000000008,50.3250000000007,70.4500000000007,62.4000000000007,109.550000000001,88.8500000000006,81.3750000000007,199.25,177.975,201.55,352.775,221.1,282.05,280.9,175.675,175.675,241.8,306.775,297.575,320.575,330.925,367.725,401.075,343.575,323.45,316.55,343,320
"Maldives",39,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,42,47,2,8,0,5,11,6,9,8,5,2,0,0,0,0
"Marshall Islands",11,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,7,12,18,34,42,12,7,16,0,2
"Marshall Islands",11,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52428901891414,0,10,21,4,0,0,0
"Marshall Islands",11,"Ornamental fish nei","ornamentals",,,,,,0.177000175991463,0,0,0,0,0,0,0.258278773016979,0.499917845254998,0.390081903328626,0,0,0,0,1.06667130559508,0.627327537889591,0.256082054178451,0.159426425283243,0.119885486189749,0.133065799220914,0.245098459985814,0.231918146954649,0.240705022308759,0.396672059844208,0.554835816218185,0.875556766643193,0.897523955028467,1.23142521848464,1.81355571069441,2,2
"Marshall Islands",11,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
"Marshall Islands",11,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,7,12,18,34,42,12,7,16,0,2
"Marshall Islands",11,"Z_TOTAL","ornamentals",,,,,,0.177000175991463,0,0,0,0,0,0,0.258278773016979,0.499917845254998,0.390081903328626,0,0,0,0,1.06667130559508,0.627327537889591,0.256082054178451,0.159426425283243,0.119885486189749,0.133065799220914,0.245098459985814,0.231918146954649,0.240705022308759,0.396672059844208,0.554835816218185,0.875556766643193,0.897523955028467,1.23142521848464,1.81355571069441,2,2
"Marshall Islands",11,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52428901891414,0,10,21,4,0,0,0
"Mauritania",64,"Cod liver oil","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,628,519,238,127,49,241,143,257,577,200,2226,0
"Mauritania",64,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,628,519,238,127,49,241,143,257,577,200,2226,0
"Mauritius",37,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,1.60852587048487,23,1.60852587048487,0,1.66156849983729,0,0,0,0,0,5,0,0,0,0,0,0,0
"Mauritius",37,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,320,707,922
"Mauritius",37,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,7,7,7,4,7,6,7,10,8,10,15,4,3,3,3,2,2,3,2,3
"Mauritius",37,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,1.60852587048487,23,1.60852587048487,0,1.66156849983729,0,0,0,0,0,5,0,0,0,0,0,0,0
"Mauritius",37,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,320,707,922
