"rgn_id","commodity","product","value_ext","rgn_name","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
191,"Natural sponges raw","sponges",FALSE,"Iran",,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"Ornamental fish nei","ornamentals",FALSE,"Iran",,,,,,,,,,,,,,,,,,,,,44,38,31,24,21,19,13,,,,,,,,,
191,"Ornamental saltwater fish","ornamentals",FALSE,"Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,132,358,562,98
191,"Z_TOTAL","fish_oil",FALSE,"Iran",,,,,,,,,20,,,,,,,,,,,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2
191,"Z_TOTAL","ornamentals",FALSE,"Iran",,,,,,,,,,,,,,,,,,,,,44,38,31,24,21,19,13,,,,16,,132,358,562,98
191,"Z_TOTAL","shells",FALSE,"Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
191,"Z_TOTAL","sponges",FALSE,"Iran",,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"Ornamental fish nei","ornamentals",FALSE,"Guinea Bissau",,,,,,,,,,,,,,,,,,,,1,,,,,,3,,0,0,0,0,0,3,5,6,
193,"Ornamental fish nei","ornamentals",TRUE,"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
193,"Z_TOTAL","ornamentals",FALSE,"Guinea Bissau",,,,,,,,,,,,,,,,,,,,1,,,,,,3,,0,0,0,0,0,3,5,6,
193,"Z_TOTAL","ornamentals",TRUE,"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
194,"Miscellaneous corals and shells","shells",FALSE,"Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,99,,9
194,"Ornamental fish nei","ornamentals",FALSE,"Guinea",,,,,,,,,,,,,,,,,,,,,2,1,,,,,2,,0,0,0,6,0,40,42,62
194,"Ornamental saltwater fish","ornamentals",FALSE,"Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,3
194,"Z_TOTAL","ornamentals",FALSE,"Guinea",,,,,,,,,,,,,,,,,,,,,2,1,,,,,2,,0,0,0,6,0,40,42,65
194,"Z_TOTAL","shells",FALSE,"Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,99,,9
195,"Coral and the like","corals",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"Fish body oils, nei","fish_oil",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,0
195,"Fish liver oils, nei","fish_oil",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,66,65,,35,0,30,27,37,0,27,80,90,50,60,0,0
195,"Natural sponges nei","sponges",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
195,"Ornamental fish nei","ornamentals",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,3,57,83,0,0,0,0,0,0,0,1,2,0,1,0,0
195,"Z_TOTAL","corals",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"Z_TOTAL","fish_oil",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,66,65,,35,25,30,27,37,0,27,80,90,50,60,0,0
195,"Z_TOTAL","ornamentals",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,3,57,83,0,0,0,0,0,0,0,1,2,0,1,0,0
195,"Z_TOTAL","sponges",FALSE,"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
196,"Coral and the like","corals",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,0,0,0,0,0,0
196,"Fish liver oils, nei","fish_oil",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
196,"Miscellaneous corals and shells","shells",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,4,0,0,0,0
196,"Natural sponges nei","sponges",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0
196,"Natural sponges raw","sponges",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
196,"Ornamental fish nei","ornamentals",FALSE,"Nigeria",,,,,,,,,,,,,,,,,450,530,1207,1882,71,1264,434,580,800,1031,1100,1200,1866,1213,,,,,105,0
196,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,24
196,"Z_TOTAL","corals",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,0,0,0,0,0,0
196,"Z_TOTAL","fish_oil",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
196,"Z_TOTAL","ornamentals",FALSE,"Nigeria",,,,,,,,,,,,,,,,,450,530,1207,1882,71,1264,434,580,800,1031,1100,1200,1866,1213,,,,,105,0
196,"Z_TOTAL","seaweeds",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,24
196,"Z_TOTAL","shells",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,4,0,0,0,0
196,"Z_TOTAL","sponges",FALSE,"Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0
197,"Coral and the like","corals",FALSE,"Cameroon",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"Fish liver oils, nei","fish_oil",FALSE,"Cameroon",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"Z_TOTAL","corals",FALSE,"Cameroon",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"Z_TOTAL","fish_oil",FALSE,"Cameroon",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Ornamental fish nei","ornamentals",FALSE,"Gabon",,,,,,,,,,,,,,,,,,,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Z_TOTAL","ornamentals",FALSE,"Gabon",,,,,,,,,,,,,,,,,,,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"Miscellaneous corals and shells","shells",FALSE,"Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199,"Ornamental fish nei","ornamentals",FALSE,"Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,549,458,360,360,255,305,127,268,290,228,259,268,285,260,289,286,240
199,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"Z_TOTAL","ornamentals",FALSE,"Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,549,458,360,360,255,305,127,268,290,228,259,268,285,260,289,286,240
199,"Z_TOTAL","seaweeds",FALSE,"Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"Z_TOTAL","shells",FALSE,"Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200,"Fish body oils, nei","fish_oil",FALSE,"Angola",,,,,,,,,,,,,,,,,,,,,,,565,438,228,,,417,204,446,100,,,,,430
200,"Fish liver oils, nei","fish_oil",FALSE,"Angola",,,,,,,,,,,,,,,,,,,,,,227,100,1,,,,,,,,,445,76,80,15
200,"Ornamental fish nei","ornamentals",FALSE,"Angola",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
200,"Z_TOTAL","fish_oil",FALSE,"Angola",,,,,,,,,,,,,,,,,,,,,,227,665,439,228,,,417,204,446,100,,445,76,80,445
200,"Z_TOTAL","ornamentals",FALSE,"Angola",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
202,"Coral and the like","corals",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"Fish body oils, nei","fish_oil",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,1,2
202,"Fish liver oils, nei","fish_oil",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,0
202,"Miscellaneous corals and shells","shells",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,160,298,136,310,122,91,166,156,181,155,81,101
202,"Natural sponges nei","sponges",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,,73,90,185,345,0,0,0,0,0,0
202,"Ornamental fish nei","ornamentals",FALSE,"Tanzania",,,,,,,,,,,,,,,,30,26,72,45,16,100,153,148,83,146,127,117,263,167,156,138,29,124,98,14,3
202,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,1013,2005,3020,2944,2272,1942,1475,1811,1578,2729,3355,2695,2341,2751
202,"Z_TOTAL","corals",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"Z_TOTAL","fish_oil",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,17,,1,2
202,"Z_TOTAL","ornamentals",FALSE,"Tanzania",,,,,,,,,,,,,,,,30,26,72,45,16,100,153,148,83,146,127,117,263,167,156,138,29,124,98,14,3
202,"Z_TOTAL","seaweeds",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,1013,2005,3020,2944,2272,1942,1475,1811,1578,2729,3355,2695,2341,2751
202,"Z_TOTAL","shells",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,160,298,136,310,122,91,166,156,181,155,81,101
202,"Z_TOTAL","sponges",FALSE,"Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,,73,90,185,345,0,0,0,0,0,0
203,"Agar agar nei","seaweeds",FALSE,"India",,,,,,,,,,,,,,,,,,,18,120,32,70,51,79,81,143,175,138,270,796,2778,1578,1272,1203,1193,1910
203,"Cod liver oil","fish_oil",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,,,,878,1011,932,78,260,172,1490,3156,637,125,0,393
203,"Coral and the like","corals",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,,,,8,31,33,11,64,78,0,201,0,3,362,14
203,"Fish body oils, nei","fish_oil",FALSE,"India",54,14,184,597,234,223,166,31,371,249,86,82,21,387,182,126,101,21,129,,51,8,,46,19,31,62,358,260,715,1837,967,819,661,1700,2853
203,"Fish liver oils, nei","fish_oil",FALSE,"India",,,,,,,,,,,,,,11,,86,166,121,168,3,112,107,191,355,65,135,100,275,712,230,529,1766,2375,567,781,725
203,"Miscellaneous corals and shells","shells",FALSE,"India",,,,,,,,,,,,,,,72,110,66,119,115,284,244,289,90,282,,,,,,,0,0,0,0,0,0
203,"Natural sponges nei","sponges",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,22,,,,,,2,1,4,,24,0,0,0,0
203,"Ornamental fish nei","ornamentals",FALSE,"India",5,3,1,,1,2,0,5,5,6,42,74,93,142,89,289,145,756,238,342,243,515,601,525,824,1285,1363,2369,1360,1170,3809,1503,1993,1083,981,1325
203,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"India",,,,,,,,,,,,,,,,,,,163,151,15,116,42,10,69,13,53,515,1312,1657,1307,1232,1323,2556,3730,5485
203,"Sardine oil","fish_oil",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,,,,,,,168,58,13,140,4143,4699,7950,11268,21373
203,"Shells nei","shells",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,,,,197,373,438,349,445,682,965,1396,1240,949,1101,1293
203,"Squid oil","fish_oil",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,32,0,0,0,0,0,0
203,"Z_TOTAL","corals",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,,,,8,31,33,11,64,78,0,201,0,3,362,14
203,"Z_TOTAL","fish_oil",FALSE,"India",54,14,184,597,234,223,166,31,371,249,86,82,21,398,182,212,267,142,297,3,163,115,191,401,962,1177,1094,880,1294,1162,3996,10032,8530,9303,13749,25344
203,"Z_TOTAL","ornamentals",FALSE,"India",5,3,1,,1,2,0,5,5,6,42,74,93,142,89,289,145,756,238,342,243,515,601,525,824,1285,1363,2369,1360,1170,3809,1503,1993,1083,981,1325
203,"Z_TOTAL","seaweeds",FALSE,"India",,,,,,,,,,,,,,,,,,,181,271,47,186,93,89,150,156,228,653,1582,2453,4085,2810,2595,3759,4923,7395
203,"Z_TOTAL","shells",FALSE,"India",,,,,,,,,,,,,,,72,110,66,119,115,284,244,289,90,282,197,373,438,349,445,682,965,1396,1240,949,1101,1293
203,"Z_TOTAL","sponges",FALSE,"India",,,,,,,,,,,,,,,,,,,,,,22,,,,,,2,1,4,,24,0,0,0,0
204,"Agar agar nei","seaweeds",FALSE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,24,,0,0,0
204,"Fish body oils, nei","fish_oil",FALSE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,7,
204,"Fish body oils, nei","fish_oil",TRUE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
204,"Miscellaneous corals and shells","shells",FALSE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,66,112,120,286,662,1349
204,"Ornamental fish nei","ornamentals",FALSE,"Bangladesh",,,,,,,,,43,18,,46,,,,,,,,,,,,,,4,6,3,3,86,45,7,,,4,0
204,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
204,"Z_TOTAL","fish_oil",FALSE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,7,
204,"Z_TOTAL","fish_oil",TRUE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
204,"Z_TOTAL","ornamentals",FALSE,"Bangladesh",,,,,,,,,43,18,,46,,,,,,,,,,,,,,4,6,3,3,86,45,7,,,4,0
204,"Z_TOTAL","seaweeds",FALSE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,24,,0,3,0
204,"Z_TOTAL","shells",FALSE,"Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,66,112,120,286,662,1349
205,"Ornamental fish nei","ornamentals",FALSE,"Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,242,222,211,193
205,"Trochus shells","shells",FALSE,"Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,124,0,187,262,132
205,"Z_TOTAL","ornamentals",FALSE,"Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,242,222,211,193
205,"Z_TOTAL","shells",FALSE,"Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,124,0,187,262,132
206,"Agar agar nei","seaweeds",FALSE,"Malaysia",,,,,,,,,,,,,,,,,,,291,54,38,,23,27,31,39,51,24,20,32,59,107,202,746,617,246
206,"Coral and the like","corals",FALSE,"Malaysia",,,,,,,,,,,,,,,387,677,754,146,140,81,85,53,67,4,10,6,19,25,77,42,18,113,72,36,131,198
206,"Fish body oils, nei","fish_oil",FALSE,"Malaysia",,4,,,,,,,,,32,31,28,23,1,8,12,13,1,,11,69,,3,19,432,416,361,24,142,286,236,268,107,82,27
206,"Fish liver oils, nei","fish_oil",FALSE,"Malaysia",,,,,,,1,3,8,2,2,6,,13,10,23,8,26,35,47,377,293,64,169,59,60,93,67,229,110,46,44,788,476,622,1294
206,"Miscellaneous corals and shells","shells",FALSE,"Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
206,"Natural sponges nei","sponges",FALSE,"Malaysia",,,,,,,,,,,,,,,30,118,187,15,,,,,,,5,0,0,0,0,4,0,29,0,0,0,0
206,"Ornamental fish nei","ornamentals",FALSE,"Malaysia",89,109,101,101,99,104,94,378,67,143,172,387,397,475,1369,1555,2191,4058,4488,6673,9835,8819,6541,7769,8219,10583,17559,14147,13666,15368,14859,19720,19638,13373,12919,11444
206,"Ornamental saltwater fish","ornamentals",FALSE,"Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,5,12,31,57,208,99,43
206,"Other inedible seaweeds","seaweeds",FALSE,"Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,7,0,0,0,0
206,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Malaysia",,,,,,,,,,,,,,,160,220,205,210,190,320,727,597,485,1308,1506,1972,3802,2941,3732,3432,3133,2421,1129,1235,2119,3499
206,"Shells nei","shells",FALSE,"Malaysia",,,,,,,,,,,,,,,,,,,,,,21,,,,,,,18,2,2,0,0,0,0,0
206,"Z_TOTAL","corals",FALSE,"Malaysia",,,,,,,,,,,,,,,387,677,754,146,140,81,85,53,67,4,10,6,19,25,77,42,18,113,72,36,131,198
206,"Z_TOTAL","fish_oil",FALSE,"Malaysia",,4,,,,,1,3,8,2,34,37,28,36,11,31,20,39,36,47,388,362,64,172,78,492,509,428,253,252,332,280,1056,583,704,1321
206,"Z_TOTAL","ornamentals",FALSE,"Malaysia",89,109,101,101,99,104,94,378,67,143,172,387,397,475,1369,1555,2191,4058,4488,6673,9835,8819,6541,7769,8219,10583,17559,14147,13799,15373,14871,19751,19695,13581,13018,11487
206,"Z_TOTAL","seaweeds",FALSE,"Malaysia",,,,,,,,,,,,,,,160,220,205,210,481,374,765,597,508,1335,1537,2011,3853,2965,3755,3464,3194,2535,1331,1981,2736,3745
206,"Z_TOTAL","shells",FALSE,"Malaysia",,,,,,,,,,,,,,,,,,,,,,21,,,,,,,18,2,2,0,0,0,1,4
206,"Z_TOTAL","sponges",FALSE,"Malaysia",,,,,,,,,,,,,,,30,118,187,15,,,,,,,5,0,0,0,0,4,0,29,0,0,0,0
207,"Agar agar nei","seaweeds",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,7,5,166,,63,0,9,0,0,2,35,33,19,1
207,"Coral and the like","corals",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,789,997,1193,5764,1735,2109,4360,6083,5879,4547,5185,6556,6214,6134
207,"Fish body oils, nei","fish_oil",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,88,0,24,459,2248,2328,9343,32921,28996,38369,68394
207,"Fish liver oils, nei","fish_oil",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1255,3,451,21,43,130,23,426
207,"Miscellaneous corals and shells","shells",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,132,0,0,0,0,0,0,0,0,0,0,0
207,"Ornamental fish nei","ornamentals",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,29,62,,,,,452,1738,42287,21248,409,1209,1143,1259,2045,2720,2589
207,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,66,,36,4110,2155,610,1007,1677,995,907,1790,1325,2145,2099
207,"Z_TOTAL","corals",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,789,997,1193,5764,1735,2109,4360,6083,5879,4547,5185,6556,6214,6134
207,"Z_TOTAL","fish_oil",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,88,0,29,1714,2251,2779,9364,32964,29126,38392,68820
207,"Z_TOTAL","ornamentals",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,29,62,,,,,452,1738,42287,21248,409,1209,1143,1259,2045,2720,2589
207,"Z_TOTAL","seaweeds",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,73,5,202,4110,2218,610,1016,1677,995,909,1825,1358,2164,2100
207,"Z_TOTAL","shells",FALSE,"Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,132,0,0,0,0,0,0,0,0,0,0,0
208,"Agar agar nei","seaweeds",FALSE,"Singapore",,,,,,,,,,,,,,,,,,,1333,1714,616,369,287,303,283,217,403,591,628,389,617,548,905,765,722,862
208,"Coral and the like","corals",FALSE,"Singapore",,,,,,,,,,,,,,,7615,2833,2877,1878,1037,1398,465,555,591,286,341,1188,456,397,239,355,206,358,117,127,0,0
208,"Fish body oils, nei","fish_oil",FALSE,"Singapore",,,,73,56,5,14,9,25,20,89,66,34,49,29,25,36,11,41,14,62,9,60,14,580,642,1431,2465,3241,4490,3644,2916,1354,369,1124,1929
208,"Fish liver oils, nei","fish_oil",FALSE,"Singapore",,,,26,21,73,86,139,148,65,24,34,14,173,133,155,117,135,191,190,84,95,96,194,108,574,60,112,80,70,56,68,39,253,360,69
208,"Miscellaneous corals and shells","shells",FALSE,"Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,101
208,"Natural sponges raw","sponges",FALSE,"Singapore",,,,,,,,,,,,,,,3,135,4,43,86,1,4,6,8,7,20,71,12,42,170,56,189,0,0,0,0,0
208,"Ornamental fish nei","ornamentals",FALSE,"Singapore",76,92,111,116,147,281,490,701,1650,551,875,1914,2719,3096,3134,3183,3449,3672,3910,59411,58574,52757,43156,42417,43502,41581,41460,41427,49528,54162,61403,66079,68796,59940,55877,58639
208,"Ornamental saltwater fish","ornamentals",FALSE,"Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052,3206
208,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Singapore",,,,,,,,,,,,,,,,,,,11485,1790,3274,2025,1956,3952,2351,1702,1384,631,618,1187,708,827,1014,496,807,810
208,"Z_TOTAL","corals",FALSE,"Singapore",,,,,,,,,,,,,,,7615,2833,2877,1878,1037,1398,465,555,591,286,341,1188,456,397,239,355,206,358,117,127,0,0
208,"Z_TOTAL","fish_oil",FALSE,"Singapore",,,,99,77,78,100,148,173,85,113,100,48,222,162,180,153,146,232,204,146,104,156,208,688,1216,1491,2577,3321,4560,3700,2984,1393,622,1484,1998
208,"Z_TOTAL","ornamentals",FALSE,"Singapore",76,92,111,116,147,281,490,701,1650,551,875,1914,2719,3096,3134,3183,3449,3672,3910,59411,58574,52757,43156,42417,43502,41581,41460,41427,49528,54162,61403,66079,68796,59940,58929,61845
208,"Z_TOTAL","seaweeds",FALSE,"Singapore",,,,,,,,,,,,,,,,,,,12818,3504,3890,2394,2243,4255,2634,1919,1787,1222,1246,1576,1325,1375,1919,1261,1529,1672
208,"Z_TOTAL","shells",FALSE,"Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,101
208,"Z_TOTAL","sponges",FALSE,"Singapore",,,,,,,,,,,,,,,3,135,4,43,86,1,4,6,8,7,20,71,12,42,170,56,189,0,0,0,0,0
209,"Agar agar nei","seaweeds",FALSE,"China",,,,,,,,,,,,,,,,,,,5952,11739,8891,8255,7016,7900,8202,10658,12545,14652,16430,29252,43259,41075,35916,31985,43018,53834
209,"Coral and the like","corals",FALSE,"China",,,,,,,,,,,,,,,565,887,980,1023,1736,1403,639,1816,514,551,394,645,663,789,819,1667,2098,2422,1982,3559,4249,3779
209,"Fish body oils, nei","fish_oil",FALSE,"China",,,,,,,,0,,0,1,0,3,0,0,0,315,46,22,22,25,143,1298,395,740,752,1078,888,921,3226,8185,12083,21416,30919,50470,87945
209,"Fish liver oils, nei","fish_oil",FALSE,"China",,,,,,,,,,,,14,1,8,109,43,366,243,281,386,412,411,379,359,339,46,200,369,717,1207,259,339,441,622,1867,2896
209,"Laver, dry","seaweeds",FALSE,"China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23705,19597,28788,23533,25711,37009,46744
209,"Laver, nei","seaweeds",FALSE,"China",,,,,,,,,,,,,,,,,,,,,,,11952,13219,16988,14647,16017,14905,15040,97,,0,0,0,0,0
209,"Miscellaneous corals and shells","shells",FALSE,"China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
209,"Natural sponges nei","sponges",FALSE,"China",,,,,,,,,,,,,,,294,171,1,46,9,,,,,6,5,0,0,0,0,0,0,0,0,0,0,0
209,"Natural sponges raw","sponges",FALSE,"China",,,,,,,,,,,,,,,,,24,130,116,262,228,168,119,63,768,1040,646,612,0,208,104,,,,,
209,"Ornamental fish nei","ornamentals",FALSE,"China",,,,,,,,7,3,0,0,0,,0,0,0,17594,17491,18195,19362,17889,4381,3044,11027,2155,2019,2166,3025,3280,3430,3475,4584,4564,5065,4806,5280
209,"Ornamental saltwater fish","ornamentals",FALSE,"China",,,25,,8,2,3,6,,,,12,50,41,,183,,,,,,127,5,0,83,20,49,5,14,38,18,26,12,7,3,7
209,"Other brown algae (laminaria, eisenia/ecklonia)","seaweeds",FALSE,"China",,,,,,,,,,,,,,,,,,,,,16817,17155,13198,17222,16096,17025,18705,20360,16675,19712,22362,23562,32666,27542,28340,29670
209,"Other red algae","seaweeds",FALSE,"China",,,,,,,,,,,,,,,,,,,,,6229,4577,1518,1036,741,,,,,,,,15,4,0,94
209,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"China",,,,,,,,,,,,,,,474,1485,2903,4197,57276,75130,61690,70758,17182,14966,11275,10648,13582,18578,19113,16978,25272,16849,15877,17379,19457,26563
209,"Undaria pinnafitida (brown algae)","seaweeds",FALSE,"China",,,,,,,,,,,,,,,,,,,,,,,31862,42599,41612,43911,46868,42032,63027,48453,52335,50615,52237,49374,57012,85618
209,"Z_TOTAL","corals",FALSE,"China",,,,,,,,,,,,,,,565,887,980,1023,1736,1403,639,1816,514,551,394,645,663,789,819,1667,2098,2422,1982,3559,4249,3779
209,"Z_TOTAL","fish_oil",FALSE,"China",,,,,,,,0,,0,1,14,4,8,109,43,681,289,303,408,437,554,1677,754,1079,798,1278,1257,1638,4433,8444,12422,21857,31541,52337,90841
209,"Z_TOTAL","ornamentals",FALSE,"China",,,25,,8,2,3,13,3,0,0,12,50,41,0,183,17594,17491,18195,19362,17889,4508,3049,11027,2238,2039,2215,3030,3294,3468,3493,4610,4576,5072,4809,5287
209,"Z_TOTAL","seaweeds",FALSE,"China",,,,,,,,,,,,,,,474,1485,2903,4197,63228,86869,93627,100745,82728,96942,94914,96889,107717,110527,130285,138197,162825,160889,160244,151995,184836,242523
209,"Z_TOTAL","shells",FALSE,"China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
209,"Z_TOTAL","sponges",FALSE,"China",,,,,,,,,,,,,,,294,171,25,176,125,262,228,168,119,69,773,1040,646,612,0,208,104,0,0,0,0,0
