season.year,ASD,ASD2,ScientificName,SpeciesCode,EnglishName,Class,Tax_Lev,totC_old,corr.Catch2
2009,5851,58,Raja taaf,RFA,,F,6,141964,141.964
2004,881,88,Macrourus whitsoni,WGR,,F,6,143034,143.034
2011,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,143145,143.145
2003,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,144110,144.11
1977,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,144500,144.5
1983,585,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,145000,145
1990,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,145060,145.06
1978,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,148000,147.85201
2007,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,148444.18,148.24213
1984,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,149000,149
1980,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,153000,153
1986,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,153012,153.012
2002,881,88,Macrourus whitsoni,WGR,,F,6,153847,153.847
1988,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,154987,154.90885
1979,483,48,Rajiformes,SRX,Skates and rays,F,3,156000,155.82701
2012,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,157334,157.334
2008,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,161532.34,161.53234
2006,5842,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,163486.6,163.4866
1974,5844,58,Euphausia superba,KRI,Antarctic Krill,C,6,166000,166
1978,5844,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,167800,167.8
2011,881,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,168915.275,168.915275
1981,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,175000,174.88736
2007,5843b,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,176253.15,176.25315
2005,881,88,Macrourus whitsoni,WGR,,F,6,176887.31,176.88731
1981,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,178000,178
2000,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,182753,182.753
1976,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,190000,190
1980,482,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,191000,191
1986,48,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,191000,191
2002,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,191034,191.034
1978,58,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,192000,192
2009,586,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,193147.6871,193.1476871
1978,586,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,193200,193.2
1985,482,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,194000,194
2010,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,194009.97,194.00997
1989,5842,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,195399,195.399
2008,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,198646.96,198.47241
1974,486,48,Euphausia superba,KRI,Antarctic Krill,C,6,2.00E+05,199.96134
1979,88,88,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2.00E+05,2.00E+02
2005,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,200272.5,200.26793
1985,883,88,Euphausia superba,KRI,Antarctic Krill,C,6,203000,203
1980,482,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,206000,206
1978,482,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,211000,211
1979,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,212000,212
1996,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,213629,213.53488
2011,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,214218,214.218
1988,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,214623,214.59804
2005,881,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,214766.49,214.76649
2008,5842,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,216308,216.308
1981,486,48,Euphausia superba,KRI,Antarctic Krill,C,6,217000,216.99868
1978,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,217000,217
1989,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,217000,217
1983,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,218000,217.86421
2004,881,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,218729,218.729
1979,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,219000,218.77117
2003,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,219240,218.94377
2012,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,220746.5,220.7465
2009,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,221907,221.907
1989,5842,58,Trematomus eulepidotus,TRL,Antarctic rockcod,F,6,224011,224.011
1997,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,226636,226.41235
1978,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,228000,228
1979,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,234000,234
2001,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,235048,234.75102
1979,482,48,Notothenia rossii,NOR,Marbled rockcod,F,6,237000,237
1980,584,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,239000,239
1979,482,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,243000,243
1984,5841,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,243986,243.986
1977,585,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,246400,246.4
1987,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,251000,251
1974,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,254000,253.75118
1999,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,264942,263.01354
1986,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,264400,264.30469
2009,486,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,265360.98,265.36098
1984,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,268000,267.80879
1980,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,272000,272
2009,5851,58,Raja spp,RAJ,Rays and skates nei,F,5,272998.8364,272.9988364
1995,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,283000,282.59751
1974,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,283000,283
1990,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,286000,286
1978,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,286050,286.05
1991,5851,58,Notothenia rossii,NOR,Marbled rockcod,F,6,287000,286.71301
1984,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,295000,295
1988,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,295309,295.22297
1999,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,296050,296.05
2005,5843b,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,297248.5,297.2485
1992,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,299343,299.04366
1999,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,301070,300.47491
1978,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,302000,302
1981,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,303000,302.629
1988,486,48,Myctophidae,LXX,Lanternfish,F,4,304000,303.91211
1987,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,305286,304.84295
1983,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,306691,306.691
1977,58,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,308000,308
1990,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,313000,313
2010,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,314272.63,314.27263
1989,5851,58,Notothenia rossii,NOR,Marbled rockcod,F,6,315000,314.71401
2006,5843b,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,316667.99,316.66799
1982,482,48,Myctophidae,LXX,Lanternfish,F,4,317000,317
1982,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,324000,323.80073
2006,5851,58,Rajiformes,SRX,Skates and rays,F,3,328615.5554,328.3184854
1977,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,332100,332.1
1983,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,333000,333
1986,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,341000,341
2010,486,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,342320.55,342.32055
2007,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,346693.03,346.69303
2010,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,352461.37,352.15173
2008,5851,58,Raja spp,RAJ,Rays and skates nei,F,5,352810.5495,352.8105495
1978,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,356700,356.7
2011,486,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,359210.28,359.21028
1987,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,363000,363
1982,584,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,368000,368
1978,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,369800,369.77253
1979,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,370000,370
2007,5851,58,Rajiformes,SRX,Skates and rays,F,3,372436.367,372.154087
2004,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,374491,374.491
1981,584,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,375000,375
2012,486,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,377186.4,377.1864
1979,481,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,384000,384
1976,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,389000,389
1980,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,390000,390
1984,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,398000,397.63401
2008,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,409733.386,409.733386
2005,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,410504.17,410.50417
1986,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,412000,411.81186
2008,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,415731.78,415.73178
1983,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,419000,419
2006,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,421096,421.096
2012,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,424464.6,424.4646
2004,5851,58,Rajiformes,SRX,Skates and rays,F,3,427825,427.46473
1987,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,429000,429
2005,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,429580.2206,429.5802206
2012,5851,58,Raja spp,RAJ,Rays and skates nei,F,5,431822.5,431.8225
2007,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,436253.5935,435.7352435
1984,883,88,Euphausia superba,KRI,Antarctic Krill,C,6,436000,436
2011,5851,58,Raja spp,RAJ,Rays and skates nei,F,5,437852.9639,437.8529639
1989,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,440030,440.03
1984,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,444000,444
1985,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,446000,445.95103
1976,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,446000,446
2002,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,449008,449.008
2010,5851,58,Raja spp,RAJ,Rays and skates nei,F,5,454987.0358,454.9870358
1976,5844,58,Euphausia superba,KRI,Antarctic Krill,C,6,457000,457
1997,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,465956,465.873
1979,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,470000,470
2005,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,479014.4,479.0144
1979,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,481000,481
2009,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,483653.62,483.65362
1981,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,488000,487.448
1987,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,488000,487.60064
1987,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,489244,488.74407
1977,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,494000,492.645
1974,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,493000,493
1977,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,497000,496.54045
1976,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,5.00E+05,5.00E+02
1980,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,501000,501
1980,483,48,Myctophidae,LXX,Lanternfish,F,4,505000,504.58674
1984,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,505000,505
1978,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,508000,508
2006,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,513639.8,513.6398
1979,584,58,Euphausia superba,KRI,Antarctic Krill,C,6,517000,517
1985,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,521000,520.66673
2006,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,521000.5974,521.0005974
2005,5851,58,Rajiformes,SRX,Skates and rays,F,3,525322.9503,524.8518703
2007,5841,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,540389.818,540.389818
1981,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,544000,544
1981,883,88,Euphausia superba,KRI,Antarctic Krill,C,6,545000,545
1976,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,548000,548
1972,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,551000,550.81163
1980,481,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,551000,551
2007,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,552028.4406,552.0284406
1976,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,554000,553.38601
1982,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,557000,557
2002,5851,58,Rajiformes,SRX,Skates and rays,F,3,558077,557.47492
1980,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,561000,560.71239
2003,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,570660,570.30591
1975,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,575000,575
1979,482,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,579000,579
2011,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,579641.73,579.64173
1977,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,580000,580
1981,88,88,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,583000,583
1989,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,586000,586
1982,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,589000,589
1981,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,593000,593
1979,5844,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,594800,594.8
1986,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,595800,595.8
1979,482,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,599000,599
1979,88,88,Euphausia superba,KRI,Antarctic Krill,C,6,6.00E+05,6.00E+02
2004,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,607386,607.01378
1976,48,48,Euphausia superba,KRI,Antarctic Krill,C,6,609000,609
1989,4132,41,Macruronus magellanicus,GRM,Patagonian grenadier,F,6,610000,610
1984,585,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,618000,618
1985,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,622000,622
2001,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,625661,625.661
1985,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,628000,626.16436
1998,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,636747,635.91066
1987,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,636000,636
1978,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,638000,638
2005,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,638740.1566,638.2944966
1977,5844,58,Euphausia superba,KRI,Antarctic Krill,C,6,640000,640
1978,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,649000,648.40657
1978,482,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,649000,649
1994,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,657833,657.51242
1990,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,658000,658
1989,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,659000,659
2006,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,659882.3057,659.2228657
1985,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,664000,664
1989,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,667000,667
1982,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,676000,675.489
2003,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,676640,676.64
1971,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,679000,679
2012,5851,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,687774.5,687.7745
2012,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,704355.6,704.3556
1988,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,718050,718.05
1986,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,723000,723
1984,482,48,Notothenia rossii,NOR,Marbled rockcod,F,6,725000,725
1986,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,733077,732.4349
2011,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,735301.3424,734.7629324
1983,486,48,Euphausia superba,KRI,Antarctic Krill,C,6,735000,734.9955
2010,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,740839.5713,740.3124613
2004,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,741498,741.498
1975,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,746000,745.26921
1991,882,88,Euphausia superba,KRI,Antarctic Krill,C,6,746000,746
2000,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,750580,750.58
1979,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,758000,757.23311
1973,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,765000,765
1980,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,765000,765
2003,5851,58,Rajiformes,SRX,Skates and rays,F,3,775970,775.34315
1988,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,783341,783.341
1983,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,793000,793
2006,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,801223.3963,800.6443863
1989,4132,41,Euphausia superba,KRI,Antarctic Krill,C,6,801000,801
1979,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,809000,807.59935
1982,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,812000,812
1974,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,816000,813.51524
2008,5851,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,816249.5181,816.2495181
1977,5844,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,821200,821.2
1992,4132,41,Euphausia superba,KRI,Antarctic Krill,C,6,824000,824
1979,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,828000,827.09772
1989,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,846000,846
1978,586,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,848500,848.5
2011,5851,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,860612.1788,860.6121788
2002,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,865265,864.7252
1990,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,867000,867
1996,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,868786,867.40353
1988,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,876196,875.61077
2008,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,877739.3411,877.2296911
2010,5851,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,884478.3776,884.4783776
1988,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,892000,890.97063
1994,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,899000,899
1984,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,904599,904.599
2009,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,907768.1353,907.2292253
1980,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,917000,915.80664
1983,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,949000,949
1982,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,956000,955.255
2001,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,959620,958.86623
1979,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,972000,970.45149
1986,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,973600,972.89487
2009,5851,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,973618.3256,973.6183256
1981,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,978000,976.88016
1999,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,985000,978.59667
1975,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,984000,980.95659
1985,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,984280,984.28
2012,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,999068,999.068
1991,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,1.00E+06,1.00E+03
2000,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1014887,1013.6704
1979,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,1018000,1018
1985,483,48,Myctophidae,LXX,Lanternfish,F,4,1021000,1019.65743
1985,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1020000,1020
1985,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,1023000,1023
1989,4132,41,Illex argentinus,SQA,Argentine shortfin squid,C,6,1036000,1036
1985,5842,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,1049490,1049.49
1998,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1053097,1052.36299
1980,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1087000,1087
2000,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1096107,1095.18621
1987,584,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,1099000,1099
1982,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,1100000,1099.5611
1988,883,88,Myctophidae,LXX,Lanternfish,F,4,1110000,1110
1985,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1115000,1115
1981,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1126000,1126
2001,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1127123,1126.44895
2001,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1136131,1134.69578
1986,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1149003,1149.003
1999,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1151500,1150.97465
1984,483,48,Myctophidae,LXX,Lanternfish,F,4,1158000,1158
1997,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1192544,1191.55452
1984,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1196000,1194.93
1983,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,1220000,1218.41953
2002,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1224641,1223.74947
1994,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1228000,1225.45801
1990,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1243000,1241.77876
1980,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1247000,1245.742
1977,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,1246000,1246
1990,5851,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,1259000,1259
1984,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,1264000,1264
1995,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,1266000,1266
1980,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,1289000,1287.61
1989,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1311000,1310.13667
2002,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,1312644,1312.644
1987,585,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1320000,1320
1991,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,1329000,1329
1988,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1336000,1336
1987,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,1362808,1362.808
1980,482,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,1367000,1367
1978,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1375000,1375
1980,883,88,Euphausia superba,KRI,Antarctic Krill,C,6,1380000,1380
1979,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1388000,1388
1975,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1407000,1407
1978,48,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1407000,1407
1980,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1416000,1416
1983,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,1418000,1418
1980,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1419000,1419
1971,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1454000,1454
1990,5842,58,Trematomus eulepidotus,TRL,Antarctic rockcod,F,6,1464201,1464.201
1978,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,1481000,1481
1984,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,1495000,1495
1981,88,88,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,1517000,1517
1989,5851,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,1549000,1549
1979,48,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1600000,1600
1987,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1642535,1642.535
1980,482,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,1668000,1668
1987,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,1674000,1674
1993,4132,41,Euphausia superba,KRI,Antarctic Krill,C,6,1681600,1681.6
