SBID,SpeciesCode,CatchWeight,season year,calendar month nr,ASD,TargetSpeciesCode,GearCode,FishingCode
3900,SRX,43186.67363,2006,6,5851,TOT,LLS,C
3900,TOP,596225.8956,2006,6,5851,TOT,LLS,C
3901,ANT,2370,2006,7,5851,TOT,LLS,C
3901,GRV,40485.54518,2006,7,5851,TOT,LLS,C
3901,SRX,20989.32126,2006,7,5851,TOT,LLS,C
3901,TOP,399541.0318,2006,7,5851,TOT,LLS,C
3902,ANT,136,2006,8,5851,TOT,LLS,C
3902,GRV,5587.661784,2006,8,5851,TOT,LLS,C
3902,SRX,4065.737794,2006,8,5851,TOT,LLS,C
3902,TOP,62412.42247,2006,8,5851,TOT,LLS,C
3904,ANT,1939,2006,10,5851,TOT,LLS,C
3904,GRV,39715.17246,2006,10,5851,TOT,LLS,C
3904,SRX,27754.27857,2006,10,5851,TOT,LLS,C
3904,TOP,399597.3796,2006,10,5851,TOT,LLS,C
3905,ANT,10755,2006,11,5851,TOT,LLS,C
3905,GRV,151197.0252,2006,11,5851,TOT,LLS,C
3905,SRX,55394.78931,2006,11,5851,TOT,LLS,C
3905,TOP,966696.8223,2006,11,5851,TOT,LLS,C
3906,ANT,7231,2006,12,5851,TOT,LLS,C
3906,GRV,32791.11068,2006,12,5851,TOT,LLS,C
3906,SRX,25555.53463,2006,12,5851,TOT,LLS,C
3906,TOP,509471.4437,2006,12,5851,TOT,LLS,C
3907,ANT,7604,2006,1,586,TOT,LLS,C
3907,TOP,37567.6521,2006,1,586,TOT,LLS,C
3908,ANT,211,2006,2,586,TOT,LLS,C
3908,GRV,3569.189848,2006,2,586,TOT,LLS,C
3908,TOP,133170.4759,2006,2,586,TOT,LLS,C
3909,ANT,48654,2006,3,586,TOT,LLS,C
3909,GRV,28760.03206,2006,3,586,TOT,LLS,C
3909,SRX,25279.85649,2006,3,586,TOT,LLS,C
3909,TOP,245997.5787,2006,3,586,TOT,LLS,C
3910,ANT,4510.5,2006,5,586,TOT,LLS,C
3910,GRV,839.6669002,2006,5,586,TOT,LLS,C
3910,TOP,44166.6868,2006,5,586,TOT,LLS,C
3911,ANT,4176,2006,6,586,TOT,LLS,C
3911,GRV,9761.521785,2006,6,586,TOT,LLS,C
3911,TOP,119885.1258,2006,6,586,TOT,LLS,C
3912,ANT,2209,2006,7,586,TOT,LLS,C
3912,GRV,10567.27395,2006,7,586,TOT,LLS,C
3912,SRX,161.7816813,2006,7,586,TOT,LLS,C
3912,TOP,60161.76665,2006,7,586,TOT,LLS,C
3913,ANT,6068,2006,9,586,TOT,LLS,C
3913,GRV,348.7942623,2006,9,586,TOT,LLS,C
3913,TOP,17651.392,2006,9,586,TOT,LLS,C
3914,ANT,2324,2006,10,586,TOT,LLS,C
3914,GRV,13229.63946,2006,10,586,TOT,LLS,C
3914,SRX,6112.317,2006,10,586,TOT,LLS,C
3914,TOP,58074.68555,2006,10,586,TOT,LLS,C
3915,ANT,1670,2006,12,586,TOT,LLS,C
3915,GRV,2719.418059,2006,12,586,TOT,LLS,C
3915,TOP,57915.53278,2006,12,586,TOT,LLS,C
3916,TOA,123180,2006,1,881,TOT,LLS,C
3917,TOA,190379,2006,2,881,TOT,LLS,C
3918,ANT,2319.56,2006,6,483,TOT,LLS,C
3918,GRV,16344.55,2006,6,483,TOT,LLS,C
3918,KCX,105.65,2006,6,483,TOT,LLS,C
3918,SRX,2429,2006,6,483,TOT,LLS,C
3918,TOP,552753,2006,6,483,TOT,LLS,C
3919,ANT,9227.83,2006,7,483,TOT,LLS,C
3919,GRV,17789.85,2006,7,483,TOT,LLS,C
3919,KCX,133.23,2006,7,483,TOT,LLS,C
3919,SRX,1059.6,2006,7,483,TOT,LLS,C
3919,TOP,415493,2006,7,483,TOT,LLS,C
3920,ANT,7576.83,2006,8,483,TOT,LLS,C
3920,GRV,21175.53,2006,8,483,TOT,LLS,C
3920,KCX,68.02,2006,8,483,TOT,LLS,C
3920,SRX,94,2006,8,483,TOT,LLS,C
3920,TOP,183466,2006,8,483,TOT,LLS,C
3921,ANT,5644.35,2006,9,483,TOT,LLS,C
3921,GRV,22982,2006,9,483,TOT,LLS,C
3921,KCX,197.56,2006,9,483,TOT,LLS,C
3921,SRX,22,2006,9,483,TOT,LLS,C
3921,TOP,410684,2006,9,483,TOT,LLS,C
3922,ANI,4675,2006,1,483,ANI,OTM,C
3922,KRI,85,2006,1,483,ANI,OTM,C
3922,SGI,428,2006,1,483,ANI,OTM,C
3922,SSI,17,2006,1,483,ANI,OTM,C
3923,ANI,150599,2006,2,483,ANI,OTM,C
3923,KRI,2150,2006,2,483,ANI,OTM,C
3923,NOR,889,2006,2,483,ANI,OTM,C
3923,SGI,969.9,2006,2,483,ANI,OTM,C
3923,SSI,34,2006,2,483,ANI,OTM,C
3924,ANI,180841,2006,3,483,ANI,OTM,C
3924,KRI,135,2006,3,483,ANI,OTM,C
3924,NOR,308,2006,3,483,ANI,OTM,C
3925,ANT,52.62,2006,5,484,TOT,LLS,C
3925,GRV,2298.12,2006,5,484,TOT,LLS,C
3925,KCX,2.4,2006,5,484,TOT,LLS,C
3925,NOR,29.2,2006,5,484,TOT,LLS,C
3925,SRX,11.5,2006,5,484,TOT,LLS,C
3925,TOP,6427.28,2006,5,484,TOT,LLS,C
3926,TOA,34962,2006,2,882,TOT,LLS,C
3927,TOA,58923,2006,3,882,TOT,LLS,C
3928,MZZ,40,2006,1,881,TOT,LLS,C
3928,RAJ,40,2006,1,881,TOT,LLS,C
3928,SRR,100,2006,1,881,TOT,LLS,C
3928,TOA,152500,2006,1,881,TOT,LLS,C
3928,WGR,230,2006,1,881,TOT,LLS,C
3929,MZZ,80,2006,2,881,TOT,LLS,C
3929,TOA,460000,2006,2,881,TOT,LLS,C
3929,TOP,100,2006,2,881,TOT,LLS,C
3929,WGR,3100,2006,2,881,TOT,LLS,C
3930,MZZ,60,2006,3,881,TOT,LLS,C
3930,TOA,61200,2006,3,881,TOT,LLS,C
3930,WGR,4000,2006,3,881,TOT,LLS,C
3934,ANT,10,2006,3,882,TOT,LLS,C
3934,SRR,20,2006,3,882,TOT,LLS,C
3934,TOA,33200,2006,3,882,TOT,LLS,C
3934,WGR,1100,2006,3,882,TOT,LLS,C
3936,ANT,101.06,2006,6,5852,TOT,LLS,C
3936,BYR,4468.02,2006,6,5852,TOT,LLS,C
3936,ICX,0.5,2006,6,5852,TOT,LLS,C
3936,MCC,8700.1,2006,6,5852,TOT,LLS,C
3936,MRL,0.56,2006,6,5852,TOT,LLS,C
3936,STF,1054.44,2006,6,5852,TOT,LLS,C
3936,TOP,128595.3187,2006,6,5852,TOT,LLS,C
3937,ANT,81.84,2006,7,5852,TOT,LLS,C
3937,BEA,471.1,2006,7,5852,TOT,LLS,C
3937,BYR,3335.91,2006,7,5852,TOT,LLS,C
3937,MCC,8614.44,2006,7,5852,TOT,LLS,C
3937,MRL,0.5,2006,7,5852,TOT,LLS,C
3937,OCT,1.78,2006,7,5852,TOT,LLS,C
3937,SRX,1.42,2006,7,5852,TOT,LLS,C
3937,STF,1328.8,2006,7,5852,TOT,LLS,C
3937,TOP,137540.6813,2006,7,5852,TOT,LLS,C
3938,ANT,38.26,2006,8,5852,TOT,LLS,C
3938,ETM,9.55,2006,8,5852,TOT,LLS,C
3938,GRV,1475.99,2006,8,5852,TOT,LLS,C
3938,MRL,0.32,2006,8,5852,TOT,LLS,C
3938,SRX,625.33,2006,8,5852,TOT,LLS,C
3938,STF,32.64,2006,8,5852,TOT,LLS,C
3938,TOP,25983.89948,2006,8,5852,TOT,LLS,C
3939,ANT,45.67,2006,9,5852,TOT,LLS,C
3939,ETM,35.92,2006,9,5852,TOT,LLS,C
3939,GRV,4691.5,2006,9,5852,TOT,LLS,C
3939,NOS,4.52,2006,9,5852,TOT,LLS,C
3939,NOX,71.74,2006,9,5852,TOT,LLS,C
3939,OCT,1.9,2006,9,5852,TOT,LLS,C
3939,SRX,4969.3,2006,9,5852,TOT,LLS,C
3939,STF,122.83,2006,9,5852,TOT,LLS,C
3939,TOP,281436.2736,2006,9,5852,TOT,LLS,C
3940,ANT,87.46,2006,10,5852,TOT,LLS,C
3940,ETM,1.6,2006,10,5852,TOT,LLS,C
3940,GRV,2758.82,2006,10,5852,TOT,LLS,C
3940,SRX,2697.8,2006,10,5852,TOT,LLS,C
3940,STF,21.23,2006,10,5852,TOT,LLS,C
3940,TOA,58.72,2006,10,5852,TOT,LLS,C
3940,TOP,85293.82694,2006,10,5852,TOT,LLS,C
3941,TOP,5993.622193,2006,1,5852,TOT,FPO,C
3942,TOP,38553.33619,2006,2,5852,TOT,FPO,C
3943,TOP,4701.041621,2006,3,5852,TOT,FPO,C
3944,GAS,0.09,2006,4,5852,TOT,FPO,C
3944,MCC,2.62,2006,4,5852,TOT,FPO,C
3944,OCT,2.24,2006,4,5852,TOT,FPO,C
3944,TOP,480.1825324,2006,4,5852,TOT,FPO,C
3945,KCU,6.67,2006,5,5852,TOT,FPO,C
3945,MCC,63.22,2006,5,5852,TOT,FPO,C
3945,MCH,17.13,2006,5,5852,TOT,FPO,C
3945,OCT,10.65,2006,5,5852,TOT,FPO,C
3945,TOP,15277.48567,2006,5,5852,TOT,FPO,C
3946,MCH,0.76,2006,6,5852,TOT,FPO,C
3946,OCT,2.06,2006,6,5852,TOT,FPO,C
3946,TOP,2858.331796,2006,6,5852,TOT,FPO,C
3947,ANI,22887.281,2006,5,5852,ANI,OTB,C
3947,JEL,41.7,2006,5,5852,ANI,OTB,C
3947,LIC,233.3462025,2006,5,5852,ANI,OTB,C
3947,NOS,6.4,2006,5,5852,ANI,OTB,C
3947,STF,18.2,2006,5,5852,ANI,OTB,C
3947,TOP,62.10657613,2006,5,5852,ANI,OTB,C
3947,WGR,1.5,2006,5,5852,ANI,OTB,C
3948,ANI,142989.3591,2006,6,5852,ANI,OTB,C
3948,JEL,354.91,2006,6,5852,ANI,OTB,C
3948,LIC,11027.76729,2006,6,5852,ANI,OTB,C
3948,NOS,15.32,2006,6,5852,ANI,OTB,C
3948,STF,547.18,2006,6,5852,ANI,OTB,C
3948,TOP,1090.287549,2006,6,5852,ANI,OTB,C
3948,WGR,8.67,2006,6,5852,ANI,OTB,C
3949,JEL,2.15,2006,7,5852,ANI,OTB,C
3949,LIC,106.3594052,2006,7,5852,ANI,OTB,C
3949,STF,3.22,2006,7,5852,ANI,OTB,C
3950,ANI,69.78193146,2006,8,5852,ANI,OTB,C
3950,LIC,15.37,2006,8,5852,ANI,OTB,C
3950,NOS,3.43,2006,8,5852,ANI,OTB,C
3951,ANI,3.99,2006,6,5852,TOT,OTB,C
3951,JEL,354.99,2006,6,5852,TOT,OTB,C
3951,LIC,20.46814342,2006,6,5852,TOT,OTB,C
3951,NOS,132.79,2006,6,5852,TOT,OTB,C
3951,STF,323.2,2006,6,5852,TOT,OTB,C
3951,TOP,25503.82695,2006,6,5852,TOT,OTB,C
3951,WGR,357.61,2006,6,5852,TOT,OTB,C
3952,JEL,142.3,2006,7,5852,TOT,OTB,C
3952,LIC,4.833666821,2006,7,5852,TOT,OTB,C
3952,NOS,60.34,2006,7,5852,TOT,OTB,C
3952,STF,44.53,2006,7,5852,TOT,OTB,C
3952,TOP,284985.4186,2006,7,5852,TOT,OTB,C
3952,WGR,339.73,2006,7,5852,TOT,OTB,C
3953,LIC,0.16,2006,8,5852,TOT,OTB,C
3953,NOS,395.32,2006,8,5852,TOT,OTB,C
3953,TOP,126506.6625,2006,8,5852,TOT,OTB,C
3954,ANI,58.4,2006,9,5852,TOT,OTB,C
3954,LIC,140.94,2006,9,5852,TOT,OTB,C
3954,NOS,1259.1,2006,9,5852,TOT,OTB,C
3954,OCT,16.73,2006,9,5852,TOT,OTB,C
3954,TOP,378478.1704,2006,9,5852,TOT,OTB,C
3955,LIC,222.46,2006,10,5852,TOT,OTB,C
3955,NOS,371.7,2006,10,5852,TOT,OTB,C
3955,OCT,10.48,2006,10,5852,TOT,OTB,C
3955,TOP,248940.7671,2006,10,5852,TOT,OTB,C
3956,LIC,2160.71,2006,11,5852,TOT,OTB,C
3956,NOS,2008.66,2006,11,5852,TOT,OTB,C
3956,TOP,441509.7249,2006,11,5852,TOT,OTB,C
3956,WGR,17.83,2006,11,5852,TOT,OTB,C
3957,LIC,85.08,2006,12,5852,TOT,OTB,C
3957,NOS,683.12,2006,12,5852,TOT,OTB,C
3957,TOP,210506.4051,2006,12,5852,TOT,OTB,C
3957,WGR,3.4,2006,12,5852,TOT,OTB,C
3959,ANI,190205.092,2006,4,5852,ANI,OTM,C
3959,GRV,44.18,2006,4,5852,ANI,OTM,C
3959,LIC,17792.06073,2006,4,5852,ANI,OTM,C
3959,NOS,11.83,2006,4,5852,ANI,OTM,C
3959,OCT,2.49,2006,4,5852,ANI,OTM,C
3959,SON,0.65,2006,4,5852,ANI,OTM,C
3959,TOP,929.1559439,2006,4,5852,ANI,OTM,C
3960,ANI,301158.7012,2006,6,5852,ANI,OTM,C
3960,JEL,73.86,2006,6,5852,ANI,OTM,C
3960,LIC,656.9946172,2006,6,5852,ANI,OTM,C
3960,NOS,0.48,2006,6,5852,ANI,OTM,C
3960,STF,0.84,2006,6,5852,ANI,OTM,C
3960,TOP,2.980329633,2006,6,5852,ANI,OTM,C
3961,ANI,0.792436369,2006,7,5852,ANI,OTM,C
3961,JEL,10.6,2006,7,5852,ANI,OTM,C
3961,LIC,0.730670566,2006,7,5852,ANI,OTM,C
3962,ANI,2508.908027,2006,4,5852,TOT,OTM,C
3962,ECH,0.47,2006,4,5852,TOT,OTM,C
3962,GRV,152.93,2006,4,5852,TOT,OTM,C
3962,LIC,77.63926843,2006,4,5852,TOT,OTM,C
3962,NOS,4.88,2006,4,5852,TOT,OTM,C
3962,OCT,3.91,2006,4,5852,TOT,OTM,C
3962,SON,0.46,2006,4,5852,TOT,OTM,C
3962,TOP,82975.98406,2006,4,5852,TOT,OTM,C
3963,ANT,5.68,2006,6,483,TOT,FPO,C
3963,ICX,12.06,2006,6,483,TOT,FPO,C
3963,TOP,481.7,2006,6,483,TOT,FPO,C
3964,ANT,96.08,2006,7,483,TOT,FPO,C
3964,ICX,92.38,2006,7,483,TOT,FPO,C
3964,TOP,2217.01,2006,7,483,TOT,FPO,C
3965,ANT,348.06,2006,8,483,TOT,FPO,C
3965,ICX,398.61,2006,8,483,TOT,FPO,C
3965,TOP,21725.04,2006,8,483,TOT,FPO,C
3966,ANT,212,2006,6,483,TOT,LLS,C
3966,GRV,3685,2006,6,483,TOT,LLS,C
3966,TOP,82679.22,2006,6,483,TOT,LLS,C
3967,ANT,420.6,2006,7,483,TOT,LLS,C
3967,GRV,3153,2006,7,483,TOT,LLS,C
3967,TOP,59815.58,2006,7,483,TOT,LLS,C
3968,ANT,221,2006,8,483,TOT,LLS,C
3968,GRV,167.9,2006,8,483,TOT,LLS,C
3968,TOP,4276,2006,8,483,TOT,LLS,C
3969,ANT,427,2006,9,483,TOT,LLS,C
3969,GRV,2767,2006,9,483,TOT,LLS,C
3969,TOP,77972,2006,9,483,TOT,LLS,C
3970,GRV,381,2006,1,881,TOT,LLS,C
3970,TOA,6505,2006,1,881,TOT,LLS,C
3971,ANI,121.5,2006,2,881,TOT,LLS,C
3971,BHY,46.5,2006,2,881,TOT,LLS,C
3971,GRV,47350,2006,2,881,TOT,LLS,C
3971,ICX,47.6,2006,2,881,TOT,LLS,C
3971,INV,20,2006,2,881,TOT,LLS,C
3971,MRL,2159,2006,2,881,TOT,LLS,C
3971,RAJ,10,2006,2,881,TOT,LLS,C
3971,SRX,3108,2006,2,881,TOT,LLS,C
3971,TOA,312623,2006,2,881,TOT,LLS,C
3971,YDB,57,2006,2,881,TOT,LLS,C
3972,GRV,7716,2006,3,881,TOT,LLS,C
3972,ICX,43,2006,3,881,TOT,LLS,C
3972,MRL,1232,2006,3,881,TOT,LLS,C
3972,SRX,92,2006,3,881,TOT,LLS,C
3972,TOA,47991.08,2006,3,881,TOT,LLS,C
3972,YDB,353.5,2006,3,881,TOT,LLS,C
3973,GRV,965,2006,1,5841,TOT,LLS,C
3973,ICX,5,2006,1,5841,TOT,LLS,C
3973,INV,20,2006,1,5841,TOT,LLS,C
3973,MRL,2,2006,1,5841,TOT,LLS,C
3973,TOA,2457,2006,1,5841,TOT,LLS,C
3974,ANT,23,2006,3,5843b,TOT,LLS,C
3974,GRV,774,2006,3,5843b,TOT,LLS,C
3974,SRX,28,2006,3,5843b,TOT,LLS,C
3974,TOA,660.03,2006,3,5843b,TOT,LLS,C
3974,TOP,8768.97,2006,3,5843b,TOT,LLS,C
3975,GRV,2740,2006,4,5843b,TOT,LLS,C
3975,SRX,326,2006,4,5843b,TOT,LLS,C
3975,TOA,2633.26,2006,4,5843b,TOT,LLS,C
3975,TOP,34984.74,2006,4,5843b,TOT,LLS,C
3976,AJH,0.05,2006,1,881,TOT,LLS,C
3976,ANT,409.32,2006,1,881,TOT,LLS,C
3976,ATX,0.05,2006,1,881,TOT,LLS,C
3976,CUX,0.99,2006,1,881,TOT,LLS,C
3976,ICX,52.98,2006,1,881,TOT,LLS,C
3976,ISH,0.03,2006,1,881,TOT,LLS,C
3976,KCX,3.16,2006,1,881,TOT,LLS,C
3976,LEV,7,2006,1,881,TOT,LLS,C
3976,MOR,29,2006,1,881,TOT,LLS,C
3976,MRL,34.02,2006,1,881,TOT,LLS,C
3976,NOX,0.8,2006,1,881,TOT,LLS,C
3976,OCT,1.52,2006,1,881,TOT,LLS,C
3976,SRR,40.11,2006,1,881,TOT,LLS,C
3976,SRX,5.01,2006,1,881,TOT,LLS,C
3976,SSX,0.01,2006,1,881,TOT,LLS,C
3976,STF,3.68,2006,1,881,TOT,LLS,C
3976,TOA,370314.296,2006,1,881,TOT,LLS,C
3976,TOP,152.32,2006,1,881,TOT,LLS,C
3976,WGR,5476.44,2006,1,881,TOT,LLS,C
3977,AJH,0.15,2006,2,881,TOT,LLS,C
3977,ANT,923.34,2006,2,881,TOT,LLS,C
3977,ATX,4.9,2006,2,881,TOT,LLS,C
3977,BEA,8.9,2006,2,881,TOT,LLS,C
3977,CSS,0.34,2006,2,881,TOT,LLS,C
3977,CUX,0.3,2006,2,881,TOT,LLS,C
3977,ICX,3161.105,2006,2,881,TOT,LLS,C
3977,INV,8.76,2006,2,881,TOT,LLS,C
3977,KCX,0.25,2006,2,881,TOT,LLS,C
3977,MOY,214.47,2006,2,881,TOT,LLS,C
3977,MRL,1341.019,2006,2,881,TOT,LLS,C
3977,NOX,5.18,2006,2,881,TOT,LLS,C
3977,OCT,5.18,2006,2,881,TOT,LLS,C
3977,PFR,1.39,2006,2,881,TOT,LLS,C
3977,PGR,3.15,2006,2,881,TOT,LLS,C
3977,PLF,0.51,2006,2,881,TOT,LLS,C
3977,PWJ,0.01,2006,2,881,TOT,LLS,C
3977,SRR,738.054,2006,2,881,TOT,LLS,C
3977,SRX,4,2006,2,881,TOT,LLS,C
3977,SSX,0.24,2006,2,881,TOT,LLS,C
3977,STF,259.5,2006,2,881,TOT,LLS,C
3977,TOA,853014.641,2006,2,881,TOT,LLS,C
3977,WGR,53227.81,2006,2,881,TOT,LLS,C
3978,ANT,162.04,2006,3,881,TOT,LLS,C
3978,ICX,0.96,2006,3,881,TOT,LLS,C
3978,INV,4.68,2006,3,881,TOT,LLS,C
3978,KCX,1.4,2006,3,881,TOT,LLS,C
3978,LEV,15.5,2006,3,881,TOT,LLS,C
3978,MCH,18.5,2006,3,881,TOT,LLS,C
3978,MRL,0.8,2006,3,881,TOT,LLS,C
3978,NOX,92.28,2006,3,881,TOT,LLS,C
3978,OCT,1.15,2006,3,881,TOT,LLS,C
3978,STF,166.27,2006,3,881,TOT,LLS,C
3978,TOA,122130.27,2006,3,881,TOT,LLS,C
3978,TOP,1041.4,2006,3,881,TOT,LLS,C
3978,WGR,206.45,2006,3,881,TOT,LLS,C
3979,ANT,223.63,2006,2,882,TOT,LLS,C
3979,ICX,144.93,2006,2,882,TOT,LLS,C
3979,MRL,16.21,2006,2,882,TOT,LLS,C
3979,STF,0.27,2006,2,882,TOT,LLS,C
3979,TOA,25003,2006,2,882,TOT,LLS,C
3979,WGR,1540.95,2006,2,882,TOT,LLS,C
3980,ANT,237.9,2006,3,882,TOT,LLS,C
3980,ICX,195.35,2006,3,882,TOT,LLS,C
3980,KCX,12.63,2006,3,882,TOT,LLS,C
3980,MRL,6.78,2006,3,882,TOT,LLS,C
3980,SRR,29.47,2006,3,882,TOT,LLS,C
3980,STF,0.12,2006,3,882,TOT,LLS,C
3980,TOA,31739.5,2006,3,882,TOT,LLS,C
3980,WGR,12448.15,2006,3,882,TOT,LLS,C
3981,ICX,1.5,2006,3,5841,TOT,LLS,C
3981,STF,0.5,2006,3,5841,TOT,LLS,C
3981,WGR,258.13,2006,3,5841,TOT,LLS,C
3982,ANT,12,2006,5,484,TOT,LLS,C
3982,GRV,2603.98,2006,5,484,TOT,LLS,C
3982,INV,12.81,2006,5,484,TOT,LLS,C
3982,KCX,6.4,2006,5,484,TOT,LLS,C
3982,MRL,0.64,2006,5,484,TOT,LLS,C
3982,NOX,9.79,2006,5,484,TOT,LLS,C
3982,SRX,1181.62,2006,5,484,TOT,LLS,C
3982,TOA,433.3,2006,5,484,TOT,LLS,C
3982,TOP,11918.7,2006,5,484,TOT,LLS,C
3983,ANT,39,2006,6,483,TOT,LLS,C
3983,GRV,6172,2006,6,483,TOT,LLS,C
3983,INV,10.5,2006,6,483,TOT,LLS,C
3983,KCX,8,2006,6,483,TOT,LLS,C
3983,SRX,1121,2006,6,483,TOT,LLS,C
3983,TOP,140100.9,2006,6,483,TOT,LLS,C
3984,ANT,1463,2006,7,483,TOT,LLS,C
3984,GRV,3358,2006,7,483,TOT,LLS,C
3984,KCX,13.5,2006,7,483,TOT,LLS,C
3984,SRX,1561,2006,7,483,TOT,LLS,C
3984,TOP,51690.8,2006,7,483,TOT,LLS,C
3985,ANT,2204,2006,8,483,TOT,LLS,C
3985,GRV,12704.12,2006,8,483,TOT,LLS,C
3985,KCX,34,2006,8,483,TOT,LLS,C
3985,SRX,811.04,2006,8,483,TOT,LLS,C
3985,TOP,74293.7,2006,8,483,TOT,LLS,C
3986,ANT,1450,2006,9,483,TOT,LLS,C
3986,GRV,10991,2006,9,483,TOT,LLS,C
3986,KCX,14,2006,9,483,TOT,LLS,C
3986,SRX,150,2006,9,483,TOT,LLS,C
3986,TOP,115820.15,2006,9,483,TOT,LLS,C
3987,KRI,3143000,2006,4,481,KRI,OTM,C
3988,ANI,1070,2006,5,481,KRI,OTM,C
3988,ANS,11750,2006,5,481,KRI,OTM,C
3988,KRI,4592505,2006,5,481,KRI,OTM,C
3988,SGI,2460,2006,5,481,KRI,OTM,C
3989,ANI,14890,2006,6,481,KRI,OTM,C
3989,ANS,2420,2006,6,481,KRI,OTM,C
3989,KRI,5142000,2006,6,481,KRI,OTM,C
3989,NNY,7610,2006,6,481,KRI,OTM,C
3989,NOE,970,2006,6,481,KRI,OTM,C
3989,NOR,1100,2006,6,481,KRI,OTM,C
3989,SGI,940,2006,6,481,KRI,OTM,C
3989,SSI,2610,2006,6,481,KRI,OTM,C
3990,KRI,773600,2006,3,482,KRI,OTM,C
3991,KRI,1555000,2006,4,482,KRI,OTM,C
3992,TOA,171851,2006,1,882,TOT,LLS,C
3993,TOA,33115,2006,2,882,TOT,LLS,C
3994,TOA,59416,2006,3,882,TOT,LLS,C
3995,TOA,121084,2006,2,881,TOT,LLS,C
3996,KRI,865092,2006,7,481,KRI,OTM,C
3997,KRI,5203094,2006,8,481,KRI,OTM,C
3998,KRI,2015113,2006,9,481,KRI,OTM,C
3999,KRI,234596,2006,11,481,KRI,OTM,C
4000,KRI,867579,2006,10,483,KRI,OTM,C
4001,KRI,42535,2006,11,4132,KRI,OTM,C
4002,KRI,4726000,2006,4,481,KRI,OTM,C
4003,KRI,6568000,2006,5,481,KRI,OTM,C
4004,KRI,7209000,2006,6,481,KRI,OTM,C
4005,KRI,1252800,2006,7,481,KRI,OTM,C
4006,KRI,1403000,2006,7,483,KRI,OTM,C
4007,KRI,6282000,2006,8,483,KRI,OTM,C
4008,KRI,5270000,2006,9,483,KRI,OTM,C
4009,ANT,848,2006,2,486,TOT,LLS,C
4009,GRV,1052.4,2006,2,486,TOT,LLS,C
4009,KCX,44.4,2006,2,486,TOT,LLS,C
4009,NOK,0.5,2006,2,486,TOT,LLS,C
4009,TOA,854.2,2006,2,486,TOT,LLS,C
4009,TOP,29637.8,2006,2,486,TOT,LLS,C
4010,ANT,261.8,2006,3,486,TOT,LLS,C
4010,GRV,3406.1,2006,3,486,TOT,LLS,C
4010,KCX,0.6,2006,3,486,TOT,LLS,C
4010,NOK,2.14,2006,3,486,TOT,LLS,C
4010,TOA,26889.3,2006,3,486,TOT,LLS,C
4010,TOP,17752.2,2006,3,486,TOT,LLS,C
4011,ANT,174.5,2006,4,486,TOT,LLS,C
4011,GRV,849,2006,4,486,TOT,LLS,C
4011,KCX,13.25,2006,4,486,TOT,LLS,C
4011,TOA,22691.3,2006,4,486,TOT,LLS,C
4011,TOP,14933.2,2006,4,486,TOT,LLS,C
4012,ANT,168.8,2006,5,486,TOT,LLS,C
4012,GRV,925,2006,5,486,TOT,LLS,C
4012,KCX,31.3,2006,5,486,TOT,LLS,C
4012,MRL,0.3,2006,5,486,TOT,LLS,C
4012,TOA,8461.8,2006,5,486,TOT,LLS,C
4012,TOP,3007.2,2006,5,486,TOT,LLS,C
4013,ANT,409.8,2006,6,486,TOT,LLS,C
4013,GRV,2057.2,2006,6,486,TOT,LLS,C
4013,KCX,18.6,2006,6,486,TOT,LLS,C
4013,MRL,1.7,2006,6,486,TOT,LLS,C
4013,TOA,3791.5,2006,6,486,TOT,LLS,C
4013,TOP,8515.1,2006,6,486,TOT,LLS,C
4014,ANT,865,2006,11,486,TOT,LLS,C
4014,GRV,1608.2,2006,11,486,TOT,LLS,C
4014,KCX,24.85,2006,11,486,TOT,LLS,C
4014,TOA,361,2006,11,486,TOT,LLS,C
4014,TOP,25822.9,2006,11,486,TOT,LLS,C
4015,ANT,28.8,2006,1,881,TOT,LLS,C
4015,BEA,48,2006,1,881,TOT,LLS,C
4015,GRV,1517.6,2006,1,881,TOT,LLS,C
4015,KCX,0.2,2006,1,881,TOT,LLS,C
4015,MRL,0.3,2006,1,881,TOT,LLS,C
4015,TOA,11392,2006,1,881,TOT,LLS,C
4016,BEA,159,2006,2,881,TOT,LLS,C
4016,GRV,27547,2006,2,881,TOT,LLS,C
4016,ICX,1,2006,2,881,TOT,LLS,C
4016,MRL,69.55,2006,2,881,TOT,LLS,C
4016,TOA,135877,2006,2,881,TOT,LLS,C
4017,ANT,315,2006,2,882,TOT,LLS,C
4017,GRV,2132.9,2006,2,882,TOT,LLS,C
4017,ICX,399.5,2006,2,882,TOT,LLS,C
4017,MRL,32.76,2006,2,882,TOT,LLS,C
4017,TOA,19724.3,2006,2,882,TOT,LLS,C
4018,ANT,258.4,2006,3,882,TOT,LLS,C
4018,BEA,8,2006,3,882,TOT,LLS,C
4018,GRV,16294.2,2006,3,882,TOT,LLS,C
4018,ICX,371.2,2006,3,882,TOT,LLS,C
4018,MRL,709.4,2006,3,882,TOT,LLS,C
4018,NOX,67.8,2006,3,882,TOT,LLS,C
4018,TOA,45706,2006,3,882,TOT,LLS,C
4019,ANI,290088,2006,3,483,ANI,OTM,C
4020,ANI,192093,2006,4,483,ANI,OTM,C
4021,ANI,367558,2006,5,483,ANI,OTM,C
4022,ANI,102918,2006,9,483,ANI,OTM,C
4023,ANI,234449,2006,10,483,ANI,OTM,C
4024,ANT,100,2006,6,483,TOT,LLS,C
4024,CWX,420,2006,6,483,TOT,LLS,C
