X,assessid,stockid,stocklong.x,tsn,scientificname,commonname,areaid,region,inmyersdb,myersstockid,OHI_rgn,OHI_name,FAO
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,207,Vietnam,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,207,Vietnam,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,207,Vietnam,61
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,207,Vietnam,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,207,Vietnam,61
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,207,Vietnam,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,207,Vietnam,61
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,207,Vietnam,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,207,Vietnam,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,207,Vietnam,61
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,207,Vietnam,71
200,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,172482,Xiphias gladius,swordfish,Multinational-ISC-NPAC,Pacific Ocean,0,,207,Vietnam,61
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,207,Vietnam,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,208,Singapore,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,208,Singapore,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,208,Singapore,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,208,Singapore,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,208,Singapore,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,208,Singapore,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,208,Singapore,71
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,208,Singapore,71
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,209,China,61
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,209,China,61
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,209,China,61
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,209,China,61
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,209,China,61
200,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,172482,Xiphias gladius,swordfish,Multinational-ISC-NPAC,Pacific Ocean,0,,209,China,61
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,210,Japan,61
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,210,Japan,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,210,Japan,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,210,Japan,61
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,210,Japan,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,210,Japan,61
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,210,Japan,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,210,Japan,61
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,210,Japan,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,210,Japan,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,210,Japan,61
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,210,Japan,71
200,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,172482,Xiphias gladius,swordfish,Multinational-ISC-NPAC,Pacific Ocean,0,,210,Japan,61
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,210,Japan,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,212,Kiribati,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,212,Kiribati,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,212,Kiribati,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,212,Kiribati,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,212,Kiribati,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,212,Kiribati,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,212,Kiribati,71
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,212,Kiribati,71
21,CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,ATOOTHFISHRS,Antarctic toothfish Ross Sea,642808,Dissostichus mawsoni,Antarctic toothfish,multinational-CCAMLR-RS,Antarctic,0,,213,Antarctica,88
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,214,Egypt,51
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,214,Egypt,51
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,214,Egypt,51
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,214,Egypt,51
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,214,Egypt,51
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,215,Jordan,51
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,215,Jordan,51
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,215,Jordan,51
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,215,Jordan,51
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,215,Jordan,51
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,216,Indonesia,57
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,216,Indonesia,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,216,Indonesia,71
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,216,Indonesia,57
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,216,Indonesia,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,216,Indonesia,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,216,Indonesia,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,216,Indonesia,71
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,216,Indonesia,57
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,216,Indonesia,71
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,216,Indonesia,57
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,216,Indonesia,71
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,216,Indonesia,57
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,218,Canada,21
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,218,Canada,67
11,AFSC-ARFLOUNDBSAI-1970-2010-STACHURA,ARFLOUNDBSAI,Arrowtooth flounder Bering Sea and Aleutian Islands,616029,Reinhardtius stomias,Arrowtooth flounder,USA-NMFS-BSAI,US Alaska,0,NA,218,Canada,67
57,DFO-NFLD-COD2J3KL-1850-2011-CHING,COD2J3KL,Atlantic cod NAFO 2J3KL,164712,Gadus morhua,Atlantic cod,Canada-DFO-2J3KL,Canada East Coast,1,COD2J3KL,218,Canada,21
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,218,Canada,21
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,218,Canada,67
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,218,Canada,21
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,218,Canada,67
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,218,Canada,21
63,DFO-CROCKWCVANISOGQCI-1945-2009-STANTON,CROCKWCVANISOGQCI,Canary rockfish West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands,166734,Sebastes pinniger,Canary rockfish,Canada-DFO-WCVANI-SOG-QCI,Canada West Coast,0,,218,Canada,67
65,DFO-MAR-CUSK4X-1970-2007-RICARD,CUSK4X,Cusk NAFO 4X,164740,Brosme brosme,Cusk,Canada-DFO-4X,Canada East Coast,0,NULL,218,Canada,21
88,DFO-MAR-HAD4X5Y-1970-2011-CHING,HAD4X5Y,Haddock NAFO-4X5Y,164744,Melanogrammus aeglefinus,Haddock,Canada-DFO-4X5Y,Canada East Coast,0,NA,218,Canada,21
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,218,Canada,67
130,DFO-PAC-PCODHS-1956-2005-COLLIE,PCODHS,Pacific cod Hecate Strait,164711,Gadus macrocephalus,Pacific cod,Canada-DFO-HS,Canada West Coast,1,PCODHS,218,Canada,67
131,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,PCODWCVANI,Pacific cod West Coast of Vancouver Island,164711,Gadus macrocephalus,Pacific cod,Canada-DFO-WCVANI,Canada West Coast,1,PCOWCVANI,218,Canada,67
141,NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM,REDFISHSPP3LN,Redfish species NAFO 3LN,166705,Sebastes spp,Redfish species,multinational-NAFO-3LN,Canada East Coast,0,NA,218,Canada,21
154,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,167123,Anoplopoma fimbria,Sablefish,Canada-DFO-PCOAST,Canada West Coast,1,SABLEFPCAN,218,Canada,67
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,218,Canada,21
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,218,Canada,21
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,218,Canada,67
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,218,Canada,67
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,218,Canada,67
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,218,Canada,21
200,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,172482,Xiphias gladius,swordfish,Multinational-ISC-NPAC,Pacific Ocean,0,,218,Canada,67
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,218,Canada,21
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,218,Canada,67
228,NAFO-SC-YELL3LNO-1960-2009-BAUM,YELL3LNO,Yellowtail Flounder NAFO 3LNO,172909,Limanda ferruginea,Yellowtail Flounder,multinational-NAFO-3LNO,Canada East Coast,1,YELL3LNO,218,Canada,21
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,219,Saint Pierre and Miquelon,21
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,219,Saint Pierre and Miquelon,21
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,219,Saint Pierre and Miquelon,21
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,219,Saint Pierre and Miquelon,21
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,219,Saint Pierre and Miquelon,21
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,219,Saint Pierre and Miquelon,21
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,219,Saint Pierre and Miquelon,21
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,219,Saint Pierre and Miquelon,21
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,220,Sint Maarten,31
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,220,Sint Maarten,31
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,220,Sint Maarten,31
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,220,Sint Maarten,31
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,220,Sint Maarten,31
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,220,Sint Maarten,31
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,220,Sint Maarten,31
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,220,Sint Maarten,31
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,220,Sint Maarten,31
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,221,Northern Saint-Martin,31
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,221,Northern Saint-Martin,31
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,221,Northern Saint-Martin,31
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,221,Northern Saint-Martin,31
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,221,Northern Saint-Martin,31
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,221,Northern Saint-Martin,31
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,221,Northern Saint-Martin,31
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,221,Northern Saint-Martin,31
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,221,Northern Saint-Martin,31
