"","","Population","Sanitation","","","","","",""
"","2008","14512.4","11441.9","78.8","3070.5","21.2","","",""
"","2009","14756.4","11794.1","79.9","2962.3","20.1","","",""
"","2010","15001.1","12149.4","81.0","2851.7","19.0","","",""
"","2011","15246.5","12508.0","82.0","2738.5","18.0","","",""
"","2012","15492.3","12869.5","83.1","2622.8","16.9","","",""
"Egypt","1990","56336.6","40416.1","71.7","15920.5","28.3","36","",""
"","1991","57387.6","41945.2","73.1","15442.4","26.9","","",""
"","1992","58370.7","43455.1","74.4","14915.6","25.6","","",""
"","1993","59307.8","44959.6","75.8","14348.2","24.2","","",""
"","1994","60231.9","46482.6","77.2","13749.3","22.8","","",""
"","1995","61168.4","48043.7","78.5","13124.7","21.5","","",""
"","1996","62123.6","49648.3","79.9","12475.3","20.1","","",""
"","1997","63094.1","51309.9","81.3","11784.1","18.7","","",""
"","1998","64084.4","53024.7","82.7","11059.8","17.3","","",""
"","1999","65097.8","54785.7","84.2","10312.1","15.8","","",""
"","2000","66136.6","56596.3","85.6","9540.3","14.4","","",""
"","2001","67204.2","58460.0","87.0","8744.2","13.0","","",""
"","2002","68302.9","60380.3","88.4","7922.6","11.6","","",""
"","2003","69432.5","62358.1","89.8","7074.3","10.2","","",""
"","2004","70591.3","64393.3","91.2","6198.0","8.8","","",""
"","2005","71777.7","66485.5","92.6","5292.2","7.4","","",""
"","2006","72990.8","68597.4","94.0","4393.3","6.0","","",""
"","2007","74229.6","70471.5","94.9","3758.1","5.1","","",""
"","2008","75491.9","71671.6","94.9","3820.3","5.1","","",""
"","2009","76775.0","72892.0","94.9","3883.0","5.1","","",""
"","2010","78075.7","74129.7","94.9","3946.0","5.1","","",""
"","2011","79392.5","75383.3","95.0","4009.2","5.0","","",""
"","2012","80721.9","77416.0","95.9","3305.8","4.1","","",""
"El Salvador","1990","5344.2","2670.1","50.0","2674.2","50.0","20","",""
"","1991","5425.3","2765.9","51.0","2659.4","49.0","","",""
"","1992","5511.1","2865.5","52.0","2645.7","48.0","","",""
"","1993","5597.3","2978.9","53.2","2618.4","46.8","","",""
"","1994","5677.7","3094.5","54.5","2583.3","45.5","","",""
"","1995","5748.0","3205.3","55.8","2542.7","44.2","","",""
"","1996","5806.8","3310.2","57.0","2496.5","43.0","","",""
"","1997","5855.2","3409.4","58.2","2445.9","41.8","","",""
"","1998","5895.0","3503.4","59.4","2391.6","40.6","","",""
"","1999","5928.8","3579.5","60.4","2349.3","39.6","","",""
"","2000","5958.8","3653.4","61.3","2305.4","38.7","","",""
"","2001","5985.3","3725.2","62.2","2260.1","37.8","","",""
"","2002","6008.3","3794.8","63.2","2213.5","36.8","","",""
"","2003","6029.4","3863.0","64.1","2166.3","35.9","","",""
"","2004","6050.3","3931.1","65.0","2119.2","35.0","","",""
"","2005","6072.5","3999.9","65.9","2072.6","34.1","","",""
"","2006","6096.7","4069.9","66.8","2026.8","33.2","","",""
"","2007","6123.0","4141.2","67.6","1981.8","32.4","","",""
"","2008","6151.8","4214.2","68.5","1937.6","31.5","","",""
"","2009","6183.5","4289.0","69.4","1894.5","30.6","","",""
"","2010","6218.2","4365.9","70.2","1852.3","29.8","","",""
"","2011","6256.2","4400.8","70.3","1855.4","29.7","","",""
"","2012","6297.4","4437.9","70.5","1859.5","29.5","","",""
"Equatorial Guinea","1990","373.9","","","","","","",""
"","1991","386.4","","","","","","",""
"","1992","399.6","","","","","","",""
"","1993","413.4","","","","","","",""
"","1994","427.5","380.1","88.9","47.4","11.1","","",""
"","1995","441.8","392.8","88.9","49.0","11.1","","",""
"","1996","456.4","405.7","88.9","50.6","11.1","","",""
"","1997","471.3","419.0","88.9","52.3","11.1","","",""
"","1998","486.5","432.6","88.9","54.0","11.1","","",""
"","1999","502.2","446.4","88.9","55.7","11.1","","",""
"","2000","518.2","460.7","88.9","57.5","11.1","","",""
"","2001","534.6","475.3","88.9","59.3","11.1","","",""
"","2002","551.4","490.2","88.9","61.2","11.1","","",""
"","2003","568.6","505.5","88.9","63.1","11.1","","",""
"","2004","586.0","521.0","88.9","65.0","11.1","","",""
"","2005","603.6","536.7","88.9","67.0","11.1","","",""
"","2006","621.5","552.6","88.9","68.9","11.1","","",""
"","2007","639.6","","","","","","",""
"","2008","658.0","","","","","","",""
"","2009","676.9","","","","","","",""
"","2010","696.2","","","","","","",""
"","2011","716.0","","","","","","",""
"","2012","736.3","","","","","","",""
"Eritrea","1990","3272.6","300.3","9.2","2972.3","90.8","","",""
"","1991","3311.7","306.3","9.2","3005.4","90.8","","",""
"","1992","3331.9","310.9","9.3","3021.1","90.7","","",""
"","1993","3344.6","315.0","9.4","3029.7","90.6","","",""
"","1994","3365.9","323.2","9.6","3042.8","90.4","","",""
"","1995","3407.8","336.6","9.9","3071.2","90.1","","",""
"","1996","3473.4","352.9","10.2","3120.5","89.8","","",""
"","1997","3560.4","371.8","10.4","3188.5","89.6","","",""
"","1998","3668.3","393.7","10.7","3274.6","89.3","","",""
"","1999","3795.4","418.4","11.0","3377.0","89.0","","",""
"","2000","3939.3","445.9","11.3","3493.5","88.7","","",""
"","2001","4101.6","476.4","11.6","3625.2","88.4","","",""
"","2002","4281.6","510.2","11.9","3771.4","88.1","","",""
"","2003","4472.5","546.5","12.2","3926.0","87.8","","",""
"","2004","4665.5","584.3","12.5","4081.2","87.5","","",""
"","2005","4854.1","615.3","12.7","4238.7","87.3","","",""
"","2006","5035.0","646.4","12.8","4388.7","87.2","","",""
"","2007","5209.8","677.6","13.0","4532.2","87.0","","",""
"","2008","5382.2","709.6","13.2","4672.6","86.8","","",""
"","2009","5557.9","","","","","","",""
"","2010","5741.2","","","","","","",""
"","2011","5932.9","","","","","","",""
"","2012","6130.9","","","","","","",""
"Estonia","1990","1565.3","1488.7","95.1","76.6","4.9","-10","",""
"","1991","1549.2","1473.3","95.1","75.9","4.9","","",""
"","1992","1523.2","1448.4","95.1","74.7","4.9","","",""
"","1993","1491.3","1418.1","95.1","73.3","4.9","","",""
"","1994","1459.8","1388.0","95.1","71.8","4.9","","",""
"","1995","1433.1","1362.5","95.1","70.6","4.9","","",""
"","1996","1412.5","1342.9","95.1","69.6","4.9","","",""
"","1997","1397.1","1328.2","95.1","68.9","4.9","","",""
"","1998","1385.5","1317.2","95.1","68.4","4.9","","",""
"","1999","1375.7","1307.9","95.1","67.8","4.9","","",""
"","2000","1366.1","1298.9","95.1","67.2","4.9","","",""
"","2001","1356.5","1289.9","95.1","66.7","4.9","","",""
"","2002","1347.7","1281.6","95.1","66.1","4.9","","",""
"","2003","1339.5","1273.8","95.1","65.6","4.9","","",""
"","2004","1331.9","1266.8","95.1","65.1","4.9","","",""
"","2005","1325.1","1260.4","95.1","64.7","4.9","","",""
"","2006","1318.9","1254.6","95.1","64.3","4.9","","",""
"","2007","1313.1","1249.3","95.1","63.9","4.9","","",""
"","2008","1307.8","1244.3","95.1","63.5","4.9","","",""
"","2009","1303.0","1239.8","95.2","63.2","4.8","","",""
"","2010","1298.5","1235.7","95.2","62.8","4.8","","",""
"","2011","1294.5","1232.0","95.2","62.5","4.8","","",""
"","2012","1290.8","1228.5","95.2","62.2","4.8","","",""
"Ethiopia","1990","48042.8","1132.6","2.4","46910.1","97.6","22","",""
"","1991","49743.9","1195.6","2.4","48548.3","97.6","","",""
"","1992","51525.7","1262.4","2.4","50263.3","97.6","","",""
"","1993","53357.9","1363.8","2.6","51994.1","97.4","","",""
"","1994","55200.0","1471.0","2.7","53729.0","97.3","","",""
"","1995","57023.5","1576.4","2.8","55447.1","97.2","","",""
"","1996","58815.1","1750.5","3.0","57064.6","97.0","","",""
"","1997","60584.3","2598.9","4.3","57985.3","95.7","","",""
"","1998","62353.9","3492.0","5.6","58861.9","94.4","","",""
"","1999","64158.9","4431.7","6.9","59727.2","93.1","","",""
"","2000","66024.2","5421.4","8.2","60602.8","91.8","","",""
"","2001","67956.9","6463.9","9.5","61493.0","90.5","","",""
"","2002","69948.3","7560.6","10.8","62387.8","89.2","","",""
"","2003","71989.7","8712.6","12.1","63277.0","87.9","","",""
"","2004","74066.1","9919.5","13.4","64146.6","86.6","","",""
"","2005","76167.2","11180.9","14.7","64986.4","85.3","","",""
"","2006","78290.6","12497.0","16.0","65793.6","84.0","","",""
"","2007","80440.7","13869.3","17.2","66571.4","82.8","","",""
"","2008","82621.2","15299.7","18.5","67321.5","81.5","","",""
"","2009","84838.0","16790.1","19.8","68048.0","80.2","","",""
"","2010","87095.3","18342.2","21.1","68753.1","78.9","","",""
"","2011","89393.1","19957.2","22.3","69435.8","77.7","","",""
"","2012","91728.8","21635.5","23.6","70093.4","76.4","","",""
"Faeroe Islands","1990","47.6","","","","","","",""
"","1991","47.0","","","","","","",""
"","1992","46.0","","","","","","",""
"","1993","45.0","","","","","","",""
"","1994","44.0","","","","","","",""
"","1995","43.5","","","","","","",""
"","1996","43.4","","","","","","",""
"","1997","43.7","","","","","","",""
"","1998","44.4","","","","","","",""
"","1999","45.1","","","","","","",""
"","2000","45.7","","","","","","",""
"","2001","46.4","","","","","","",""
"","2002","46.9","","","","","","",""
"","2003","47.5","","","","","","",""
"","2004","47.9","","","","","","",""
"","2005","48.3","","","","","","",""
"","2006","48.5","","","","","","",""
"","2007","48.6","","","","","","",""
"","2008","48.6","","","","","","",""
"","2009","48.6","","","","","","",""
"","2010","48.7","","","","","","",""
"","2011","48.9","","","","","","",""
"","2012","49.1","","","","","","",""
"Falkland Islands (Malvinas)","1990","2.0","","","","","","",""
"","1991","2.1","","","","","","",""
"","1992","2.1","","","","","","",""
"","1993","2.2","","","","","","",""
"","1994","2.3","","","","","","",""
"","1995","2.4","","","","","","",""
"","1996","2.5","","","","","","",""
"","1997","2.6","","","","","","",""
"","1998","2.7","","","","","","",""
"","1999","2.8","","","","","","",""
"","2000","2.9","","","","","","",""
"","2001","2.9","","","","","","",""
"","2002","2.9","","","","","","",""
"","2003","3.0","","","","","","",""
"","2004","3.0","","","","","","",""
"","2005","3.0","","","","","","",""
"","2006","3.0","","","","","","",""
"","2007","3.0","","","","","","",""
"","2008","3.0","","","","","","",""
"","2009","3.0","","","","","","",""
"","2010","3.0","","","","","","",""
"","2011","3.0","","","","","","",""
"","2012","3.0","","","","","","",""
"Fiji","1990","728.3","416.7","57.2","311.6","42.8","28","",""
"","1991","735.2","434.4","59.1","300.8","40.9","","",""
"","1992","744.3","453.5","60.9","290.8","39.1","","",""
"","1993","754.9","473.7","62.7","281.3","37.3","","",""
"","1994","765.7","494.1","64.5","271.6","35.5","","",""
"","1995","775.6","514.1","66.3","261.5","33.7","","",""
"","1996","784.6","533.6","68.0","251.1","32.0","","",""
"","1997","793.1","551.8","69.6","241.3","30.4","","",""
"","1998","800.6","569.4","71.1","231.2","28.9","","",""
"","1999","806.9","586.1","72.6","220.7","27.4","","",""
"","2000","811.6","601.9","74.2","209.8","25.8","","",""
"","2001","814.7","616.3","75.6","198.4","24.4","","",""
"","2002","816.2","629.5","77.1","186.7","22.9","","",""
"","2003","817.2","642.2","78.6","175.0","21.4","","",""
"","2004","819.0","655.5","80.0","163.5","20.0","","",""
"","2005","822.5","670.0","81.5","152.5","18.5","","",""
"","2006","828.1","686.3","82.9","141.8","17.1","","",""
"","2007","835.4","704.1","84.3","131.3","15.7","","",""
"","2008","843.9","722.9","85.7","121.0","14.3","","",""
"","2009","852.5","741.9","87.0","110.5","13.0","","",""
"","2010","860.6","749.3","87.1","111.2","12.9","","",""
"","2011","867.9","756.1","87.1","111.8","12.9","","",""
"","2012","874.7","762.4","87.2","112.4","12.8","","",""
"Finland","1990","4986.7","4986.7","100.0","0.0","0.0","6","",""
"","1991","5009.4","5009.4","100.0","0.0","0.0","","",""
"","1992","5034.9","5034.9","100.0","0.0","0.0","","",""
"","1993","5061.5","5061.5","100.0","0.0","0.0","","",""
"","1994","5086.5","5086.5","100.0","0.0","0.0","","",""
"","1995","5108.2","5108.2","100.0","0.0","0.0","","",""
"","1996","5126.0","5126.0","100.0","0.0","0.0","","",""
"","1997","5140.8","5140.8","100.0","0.0","0.0","","",""
"","1998","5153.2","5153.2","100.0","0.0","0.0","","",""
"","1999","5164.8","5164.8","100.0","0.0","0.0","","",""
"","2000","5176.5","5176.5","100.0","0.0","0.0","","",""
"","2001","5188.3","5188.3","100.0","0.0","0.0","","",""
"","2002","5200.3","5200.3","100.0","0.0","0.0","","",""
"","2003","5213.2","5213.2","100.0","0.0","0.0","","",""
"","2004","5228.3","5228.3","100.0","0.0","0.0","","",""
"","2005","5246.4","5246.4","100.0","0.0","0.0","","",""
"","2006","5267.8","5267.8","100.0","0.0","0.0","","",""
"","2007","5292.3","5292.3","100.0","0.0","0.0","","",""
"","2008","5318.3","5318.3","100.0","0.0","0.0","","",""
"","2009","5343.9","5343.9","100.0","0.0","0.0","","",""
"","2010","5367.7","5367.7","100.0","0.0","0.0","","",""
"","2011","5389.1","5389.1","100.0","0.0","0.0","","",""
"","2012","5408.5","5408.5","100.0","0.0","0.0","","",""
"France","1990","56845.7","56845.7","100.0","0.0","0.0","9","",""
"","1991","57098.0","57098.0","100.0","0.0","0.0","","",""
"","1992","57339.1","57339.1","100.0","0.0","0.0","","",""
"","1993","57570.0","57570.0","100.0","0.0","0.0","","",""
"","1994","57792.3","57792.3","100.0","0.0","0.0","","",""
"","1995","58009.0","58009.0","100.0","0.0","0.0","","",""
"","1996","58216.2","58216.2","100.0","0.0","0.0","","",""
"","1997","58418.3","58418.3","100.0","0.0","0.0","","",""
"","1998","58635.6","58635.6","100.0","0.0","0.0","","",""
"","1999","58894.7","58894.7","100.0","0.0","0.0","","",""
"","2000","59213.1","59213.1","100.0","0.0","0.0","","",""
"","2001","59600.7","59600.7","100.0","0.0","0.0","","",""
"","2002","60047.7","60047.7","100.0","0.0","0.0","","",""
"","2003","60527.6","60527.6","100.0","0.0","0.0","","",""
"","2004","61002.5","61002.5","100.0","0.0","0.0","","",""
"","2005","61445.0","61445.0","100.0","0.0","0.0","","",""
"","2006","61845.2","61845.2","100.0","0.0","0.0","","",""
"","2007","62210.9","62210.9","100.0","0.0","0.0","","",""
"","2008","62552.6","62552.6","100.0","0.0","0.0","","",""
"","2009","62888.3","62888.3","100.0","0.0","0.0","","",""
"","2010","63230.9","63230.9","100.0","0.0","0.0","","",""
"","2011","63582.1","63582.1","100.0","0.0","0.0","","",""
"","2012","63936.6","63936.6","100.0","0.0","0.0","","",""
"French Guiana","1990","117.0","","","","","47","",""
"","1991","122.0","","","","","","",""
"","1992","126.4","95.9","75.9","30.5","24.1","","",""
"","1993","130.5","99.0","75.9","31.5","24.1","","",""
"","1994","134.6","102.2","75.9","32.4","24.1","","",""
"","1995","138.9","105.5","75.9","33.5","24.1","","",""
"","1996","143.5","108.9","75.9","34.5","24.1","","",""
"","1997","148.2","114.0","77.0","34.1","23.0","","",""
"","1998","153.2","119.5","78.0","33.7","22.0","","",""
"","1999","158.8","125.5","79.0","33.3","21.0","","",""
"","2000","165.0","132.1","80.0","32.9","20.0","","",""
"","2001","171.9","139.4","81.1","32.5","18.9","","",""
"","2002","179.4","147.3","82.1","32.1","17.9","","",""
"","2003","187.3","155.7","83.1","31.6","16.9","","",""
"","2004","194.9","164.0","84.2","30.9","15.8","","",""
"","2005","202.0","172.1","85.2","29.9","14.8","","",""
"","2006","208.5","179.8","86.2","28.7","13.8","","",""
"","2007","214.4","187.1","87.3","27.3","12.7","","",""
"","2008","220.0","194.2","88.3","25.7","11.7","","",""
"","2009","225.5","201.4","89.3","24.0","10.7","","",""
"","2010","231.2","208.9","90.4","22.3","9.6","","",""
"","2011","237.1","214.3","90.4","22.8","9.6","","",""
"","2012","243.1","219.8","90.4","23.3","9.6","","",""
"French Polynesia","1990","198.4","195.6","98.6","2.8","1.4","20","",""
"","1991","202.0","199.2","98.6","2.8","1.4","","",""
"","1992","205.3","202.4","98.6","2.9","1.4","","",""
"","1993","208.3","205.4","98.6","2.9","1.4","","",""
"","1994","211.6","208.6","98.6","3.0","1.4","","",""
"","1995","215.2","212.0","98.5","3.2","1.5","","",""
"","1996","219.3","215.8","98.4","3.5","1.6","","",""
"","1997","223.7","219.9","98.3","3.8","1.7","","",""
"","1998","228.4","224.3","98.2","4.1","1.8","","",""
"","1999","233.0","228.6","98.1","4.4","1.9","","",""
"","2000","237.3","232.5","98.0","4.7","2.0","","",""
"","2001","241.3","236.2","97.9","5.0","2.1","","",""
"","2002","245.0","239.7","97.8","5.4","2.2","","",""
"","2003","248.5","242.9","97.7","5.7","2.3","","",""
"","2004","251.8","245.8","97.6","6.0","2.4","","",""
"","2005","254.9","248.6","97.5","6.3","2.5","","",""
"","2006","257.7","251.1","97.4","6.7","2.6","","",""
"","2007","260.4","253.4","97.3","7.0","2.7","","",""
"","2008","262.9","255.6","97.2","7.3","2.8","","",""
"","2009","265.4","257.8","97.1","7.6","2.9","","",""
"","2010","268.1","260.4","97.1","7.7","2.9","","",""
"","2011","270.9","263.1","97.1","7.8","2.9","","",""
"","2012","273.8","265.9","97.1","7.9","2.9","","",""
"Gabon","1990","946.7","","","","","16","",""
"","1991","972.5","","","","","","",""
"","1992","998.8","","","","","","",""
"","1993","1025.6","","","","","","",""
"","1994","1052.8","402.4","38.2","650.4","61.8","","",""
"","1995","1080.5","413.4","38.3","667.0","61.7","","",""
"","1996","1108.7","424.7","38.3","684.0","61.7","","",""
"","1997","1137.4","436.1","38.3","701.3","61.7","","",""
"","1998","1166.5","447.7","38.4","718.8","61.6","","",""
"","1999","1195.9","461.3","38.6","734.6","61.4","","",""
"","2000","1225.5","475.2","38.8","750.4","61.2","","",""
"","2001","1255.3","489.3","39.0","766.0","61.0","","",""
"","2002","1285.3","503.6","39.2","781.7","60.8","","",""
"","2003","1315.8","518.4","39.4","797.5","60.6","","",""
"","2004","1347.1","533.6","39.6","813.5","60.4","","",""
"","2005","1379.5","549.4","39.8","830.1","60.2","","",""
"","2006","1412.9","565.8","40.0","847.1","60.0","","",""
"","2007","1447.4","582.9","40.3","864.5","59.7","","",""
"","2008","1482.8","600.5","40.5","882.4","59.5","","",""
"","2009","1519.2","618.6","40.7","900.6","59.3","","",""
"","2010","1556.2","637.2","40.9","919.0","59.1","","",""
"","2011","1594.0","656.3","41.2","937.7","58.8","","",""
"","2012","1632.6","675.9","41.4","956.7","58.6","","",""
