"","species","genus","family","order","class"
"1629","Siganus punctatus","Siganus","Siganidae","Perciformes","Actinopterygii"
"1630","Siganus randalli","Siganus","Siganidae","Perciformes","Actinopterygii"
"1631","Siganus rivulatus","Siganus","Siganidae","Perciformes","Actinopterygii"
"1632","Siganus spinus","Siganus","Siganidae","Perciformes","Actinopterygii"
"1633","Siganus sutor","Siganus","Siganidae","Perciformes","Actinopterygii"
"1634","Siganus vermiculatus","Siganus","Siganidae","Perciformes","Actinopterygii"
"1635","Sillago sihama","Sillago","Sillaginidae","Perciformes","Actinopterygii"
"1636","Silurus glanis","Silurus","Siluridae","Siluriformes","Actinopterygii"
"1637","Aseraggodes melanostictus","Aseraggodes","Soleidae","Pleuronectiformes","Actinopterygii"
"1638","Austroglossus microlepis","Austroglossus","Soleidae","Pleuronectiformes","Actinopterygii"
"1639","Austroglossus pectoralis","Austroglossus","Soleidae","Pleuronectiformes","Actinopterygii"
"1640","Buglossidium luteum","Buglossidium","Soleidae","Pleuronectiformes","Actinopterygii"
"1641","Dicologlossa cuneata","Dicologlossa","Soleidae","Pleuronectiformes","Actinopterygii"
"1642","Microchirus variegatus","Microchirus","Soleidae","Pleuronectiformes","Actinopterygii"
"1643","Pegusa lascaris","Pegusa","Soleidae","Pleuronectiformes","Actinopterygii"
"1644","Solea senegalensis","Solea","Soleidae","Pleuronectiformes","Actinopterygii"
"1645","Solea solea","Solea","Soleidae","Pleuronectiformes","Actinopterygii"
"1646","Centroscymnus coelolepis","Centroscymnus","Somniosidae","Squaliformes","Elasmobranchii"
"1647","Centroscymnus crepidater","Centroscymnus","Somniosidae","Squaliformes","Elasmobranchii"
"1648","Centroscymnus owstonii","Centroscymnus","Somniosidae","Squaliformes","Elasmobranchii"
"1649","Scymnodon ringens","Scymnodon","Somniosidae","Squaliformes","Elasmobranchii"
"1650","Somniosus antarcticus","Somniosus","Somniosidae","Squaliformes","Elasmobranchii"
"1651","Somniosus microcephalus","Somniosus","Somniosidae","Squaliformes","Elasmobranchii"
"1652","Somniosus pacificus","Somniosus","Somniosidae","Squaliformes","Elasmobranchii"
"1653","Somniosus rostratus","Somniosus","Somniosidae","Squaliformes","Elasmobranchii"
"1654","Acanthopagrus berda","Acanthopagrus","Sparidae","Perciformes","Actinopterygii"
"1655","Acanthopagrus bifasciatus","Acanthopagrus","Sparidae","Perciformes","Actinopterygii"
"1656","Acanthopagrus latus","Acanthopagrus","Sparidae","Perciformes","Actinopterygii"
"1657","Acanthopagrus schlegelii","Acanthopagrus","Sparidae","Perciformes","Actinopterygii"
"1658","Archosargus probatocephalus","Archosargus","Sparidae","Perciformes","Actinopterygii"
"1659","Archosargus rhomboidalis","Archosargus","Sparidae","Perciformes","Actinopterygii"
"1660","Argyrops spinifer","Argyrops","Sparidae","Perciformes","Actinopterygii"
"1661","Argyrozona argyrozona","Argyrozona","Sparidae","Perciformes","Actinopterygii"
"1662","Boops boops","Boops","Sparidae","Perciformes","Actinopterygii"
"1663","Calamus arctifrons","Calamus","Sparidae","Perciformes","Actinopterygii"
"1664","Calamus bajonado","Calamus","Sparidae","Perciformes","Actinopterygii"
"1665","Calamus calamus","Calamus","Sparidae","Perciformes","Actinopterygii"
"1666","Calamus leucosteus","Calamus","Sparidae","Perciformes","Actinopterygii"
"1667","Calamus nodosus","Calamus","Sparidae","Perciformes","Actinopterygii"
"1668","Calamus penna","Calamus","Sparidae","Perciformes","Actinopterygii"
"1669","Calamus proridens","Calamus","Sparidae","Perciformes","Actinopterygii"
"1670","Cheimerius nufar","Cheimerius","Sparidae","Perciformes","Actinopterygii"
"1671","Crenidens crenidens","Crenidens","Sparidae","Perciformes","Actinopterygii"
"1672","Cymatoceps nasutus","Cymatoceps","Sparidae","Perciformes","Actinopterygii"
"1673","Dentex angolensis","Dentex","Sparidae","Perciformes","Actinopterygii"
"1674","Dentex canariensis","Dentex","Sparidae","Perciformes","Actinopterygii"
"1675","Dentex congoensis","Dentex","Sparidae","Perciformes","Actinopterygii"
"1676","Dentex dentex","Dentex","Sparidae","Perciformes","Actinopterygii"
"1677","Dentex gibbosus","Dentex","Sparidae","Perciformes","Actinopterygii"
"1678","Dentex macrophthalmus","Dentex","Sparidae","Perciformes","Actinopterygii"
"1679","Dentex maroccanus","Dentex","Sparidae","Perciformes","Actinopterygii"
"1680","Dentex tumifrons","Dentex","Sparidae","Perciformes","Actinopterygii"
"1681","Diplodus annularis","Diplodus","Sparidae","Perciformes","Actinopterygii"
"1682","Diplodus argenteus argenteus","Diplodus","Sparidae","Perciformes","Actinopterygii"
"1683","Diplodus holbrookii","Diplodus","Sparidae","Perciformes","Actinopterygii"
"1684","Diplodus puntazzo","Diplodus","Sparidae","Perciformes","Actinopterygii"
"1685","Diplodus sargus helenae","Diplodus","Sparidae","Perciformes","Actinopterygii"
"1686","Diplodus sargus sargus","Diplodus","Sparidae","Perciformes","Actinopterygii"
"1687","Diplodus vulgaris","Diplodus","Sparidae","Perciformes","Actinopterygii"
"1688","Evynnis cardinalis","Evynnis","Sparidae","Perciformes","Actinopterygii"
"1689","Lithognathus lithognathus","Lithognathus","Sparidae","Perciformes","Actinopterygii"
"1690","Lithognathus mormyrus","Lithognathus","Sparidae","Perciformes","Actinopterygii"
"1691","Oblada melanura","Oblada","Sparidae","Perciformes","Actinopterygii"
"1692","Pagellus acarne","Pagellus","Sparidae","Perciformes","Actinopterygii"
"1693","Pagellus bellottii","Pagellus","Sparidae","Perciformes","Actinopterygii"
"1694","Pagellus bogaraveo","Pagellus","Sparidae","Perciformes","Actinopterygii"
"1695","Pagellus erythrinus","Pagellus","Sparidae","Perciformes","Actinopterygii"
"1696","Pagrus africanus","Pagrus","Sparidae","Perciformes","Actinopterygii"
"1697","Pagrus auratus","Pagrus","Sparidae","Perciformes","Actinopterygii"
"1698","Pagrus auriga","Pagrus","Sparidae","Perciformes","Actinopterygii"
"1699","Pagrus caeruleostictus","Pagrus","Sparidae","Perciformes","Actinopterygii"
"1700","Pagrus major","Pagrus","Sparidae","Perciformes","Actinopterygii"
"1701","Pagrus pagrus","Pagrus","Sparidae","Perciformes","Actinopterygii"
"1702","Petrus rupestris","Petrus","Sparidae","Perciformes","Actinopterygii"
"1703","Pterogymnus laniarius","Pterogymnus","Sparidae","Perciformes","Actinopterygii"
"1704","Rhabdosargus globiceps","Rhabdosargus","Sparidae","Perciformes","Actinopterygii"
"1705","Rhabdosargus haffara","Rhabdosargus","Sparidae","Perciformes","Actinopterygii"
"1706","Rhabdosargus sarba","Rhabdosargus","Sparidae","Perciformes","Actinopterygii"
"1707","Sarpa salpa","Sarpa","Sparidae","Perciformes","Actinopterygii"
"1708","Sparidentex hasta","Sparidentex","Sparidae","Perciformes","Actinopterygii"
"1709","Sparus aurata","Sparus","Sparidae","Perciformes","Actinopterygii"
"1710","Spicara maena","Spicara","Sparidae","Perciformes","Actinopterygii"
"1711","Spicara smaris","Spicara","Sparidae","Perciformes","Actinopterygii"
"1712","Spondyliosoma cantharus","Spondyliosoma","Sparidae","Perciformes","Actinopterygii"
"1713","Stenotomus caprinus","Stenotomus","Sparidae","Perciformes","Actinopterygii"
"1714","Stenotomus chrysops","Stenotomus","Sparidae","Perciformes","Actinopterygii"
"1715","Sphyraena acutipinnis","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1716","Sphyraena afra","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1717","Sphyraena barracuda","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1718","Sphyraena borealis","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1719","Sphyraena ensis","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1720","Sphyraena flavicauda","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1721","Sphyraena forsteri","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1722","Sphyraena guachancho","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1723","Sphyraena jello","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1724","Sphyraena novaehollandiae","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1725","Sphyraena obtusata","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1726","Sphyraena picudilla","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1727","Sphyraena putnamae","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1728","Sphyraena qenie","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1729","Sphyraena sphyraena","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1730","Sphyraena viridensis","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii"
"1731","Sphyrna lewini","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii"
"1732","Sphyrna mokarran","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii"
"1733","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii"
"1734","Sphyrna zygaena","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii"
"1735","Squalus acanthias","Squalus","Squalidae","Squaliformes","Elasmobranchii"
"1736","Squalus blainville","Squalus","Squalidae","Squaliformes","Elasmobranchii"
"1737","Squatina argentina","Squatina","Squatinidae","Squatiniformes","Elasmobranchii"
"1738","Squatina californica","Squatina","Squatinidae","Squatiniformes","Elasmobranchii"
"1739","Squatina dumeril","Squatina","Squatinidae","Squatiniformes","Elasmobranchii"
"1740","Squatina squatina","Squatina","Squatinidae","Squatiniformes","Elasmobranchii"
"1741","Stegostoma fasciatum","Stegostoma","Stegostomatidae","Orectolobiformes","Elasmobranchii"
"1742","Maurolicus muelleri","Maurolicus","Sternoptychidae","Stomiiformes","Actinopterygii"
"1743","Lumpenus lampretaeformis","Lumpenus","Stichaeidae","Perciformes","Actinopterygii"
"1744","Borostomias antarcticus","Borostomias","Stomiidae","Stomiiformes","Actinopterygii"
"1745","Pampus argenteus","Pampus","Stromateidae","Perciformes","Actinopterygii"
"1746","Pampus chinensis","Pampus","Stromateidae","Perciformes","Actinopterygii"
"1747","Peprilus paru","Peprilus","Stromateidae","Perciformes","Actinopterygii"
"1748","Peprilus simillimus","Peprilus","Stromateidae","Perciformes","Actinopterygii"
"1749","Peprilus snyderi","Peprilus","Stromateidae","Perciformes","Actinopterygii"
"1750","Peprilus triacanthus","Peprilus","Stromateidae","Perciformes","Actinopterygii"
"1751","Stromateus brasiliensis","Stromateus","Stromateidae","Perciformes","Actinopterygii"
"1752","Stromateus fiatola","Stromateus","Stromateidae","Perciformes","Actinopterygii"
"1753","Synanceia verrucosa","Synanceia","Synanceiidae","Scorpaeniformes","Actinopterygii"
"1754","Diastobranchus capensis","Diastobranchus","Synaphobranchidae","Anguilliformes","Actinopterygii"
"1755","Corythoichthys intestinalis","Corythoichthys","Syngnathidae","Syngnathiformes","Actinopterygii"
"1756","Hippocampus erectus","Hippocampus","Syngnathidae","Syngnathiformes","Actinopterygii"
"1757","Harpadon nehereus","Harpadon","Synodontidae","Aulopiformes","Actinopterygii"
"1758","Saurida gracilis","Saurida","Synodontidae","Aulopiformes","Actinopterygii"
"1759","Saurida tumbil","Saurida","Synodontidae","Aulopiformes","Actinopterygii"
"1760","Saurida undosquamis","Saurida","Synodontidae","Aulopiformes","Actinopterygii"
"1761","Synodus binotatus","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1762","Synodus dermatogenys","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1763","Synodus foetens","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1764","Synodus intermedius","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1765","Synodus jaculum","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1766","Synodus marchenae","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1767","Synodus myops","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1768","Synodus poeyi","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1769","Synodus scituliceps","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1770","Synodus variegatus","Synodus","Synodontidae","Aulopiformes","Actinopterygii"
"1771","Pelates quadrilineatus","Pelates","Terapontidae","Perciformes","Actinopterygii"
"1772","Terapon jarbua","Terapon","Terapontidae","Perciformes","Actinopterygii"
"1773","Tetragonurus cuvieri","Tetragonurus","Tetragonuridae","Perciformes","Actinopterygii"
"1774","Arothron hispidus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1775","Arothron manilensis","Arothron","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1776","Arothron nigropunctatus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1777","Arothron stellatus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1778","Canthigaster bennetti","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1779","Canthigaster solandri","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1780","Lagocephalus laevigatus","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1781","Lagocephalus sceleratus","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1782","Sphoeroides maculatus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1783","Sphoeroides marmoratus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1784","Sphoeroides nephelus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1785","Sphoeroides pachygaster","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1786","Sphoeroides testudineus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1787","Takifugu rubripes","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1788","Takifugu vermicularis","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopterygii"
"1789","Torpedo marmorata","Torpedo","Torpedinidae","Torpediniformes","Elasmobranchii"
"1790","Hoplostethus atlanticus","Hoplostethus","Trachichthyidae","Beryciformes","Actinopterygii"
"1791","Paratrachichthys trailli","Paratrachichthys","Trachichthyidae","Beryciformes","Actinopterygii"
"1792","Trachinus draco","Trachinus","Trachinidae","Perciformes","Actinopterygii"
"1793","Trachipterus arcticus","Trachipterus","Trachipteridae","Lampriformes","Actinopterygii"
"1794","Trachipterus trachypterus","Trachipterus","Trachipteridae","Lampriformes","Actinopterygii"
"1795","Galeorhinus galeus","Galeorhinus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1796","Mustelus asterias","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1797","Mustelus canis","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1798","Mustelus henlei","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1799","Mustelus lenticulatus","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1800","Mustelus mustelus","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1801","Mustelus norrisi","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1802","Mustelus schmitti","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii"
"1803","Triakis megalopterus","Triakis","Triakidae","Carcharhiniformes","Elasmobranchii"
"1804","Triakis semifasciata","Triakis","Triakidae","Carcharhiniformes","Elasmobranchii"
"1805","Aphanopus carbo","Aphanopus","Trichiuridae","Perciformes","Actinopterygii"
"1806","Aphanopus intermedius","Aphanopus","Trichiuridae","Perciformes","Actinopterygii"
"1807","Lepidopus caudatus","Lepidopus","Trichiuridae","Perciformes","Actinopterygii"
"1808","Lepturacanthus savala","Lepturacanthus","Trichiuridae","Perciformes","Actinopterygii"
"1809","Trichiurus lepturus","Trichiurus","Trichiuridae","Perciformes","Actinopterygii"
"1810","Arctoscopus japonicus","Arctoscopus","Trichodontidae","Perciformes","Actinopterygii"
"1811","Bellator militaris","Bellator","Triglidae","Scorpaeniformes","Actinopterygii"
"1812","Chelidonichthys capensis","Chelidonichthys","Triglidae","Scorpaeniformes","Actinopterygii"
"1813","Chelidonichthys cuculus","Chelidonichthys","Triglidae","Scorpaeniformes","Actinopterygii"
"1814","Chelidonichthys kumu","Chelidonichthys","Triglidae","Scorpaeniformes","Actinopterygii"
"1815","Chelidonichthys lucerna","Chelidonichthys","Triglidae","Scorpaeniformes","Actinopterygii"
"1816","Chelidonichthys spinosus","Chelidonichthys","Triglidae","Scorpaeniformes","Actinopterygii"
"1817","Eutrigla gurnardus","Eutrigla","Triglidae","Scorpaeniformes","Actinopterygii"
"1818","Lepidotrigla brachyoptera","Lepidotrigla","Triglidae","Scorpaeniformes","Actinopterygii"
"1819","Lepidotrigla cavillone","Lepidotrigla","Triglidae","Scorpaeniformes","Actinopterygii"
"1820","Prionotus carolinus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii"
"1821","Prionotus evolans","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii"
"1822","Prionotus rubio","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii"
"1823","Prionotus scitulus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii"
"1824","Prionotus stephanophrys","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii"
"1825","Prionotus tribulus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii"
"1826","Pterygotrigla picta","Pterygotrigla","Triglidae","Scorpaeniformes","Actinopterygii"
"1827","Pterygotrigla polyommata","Pterygotrigla","Triglidae","Scorpaeniformes","Actinopterygii"
"1828","Trigla lyra","Trigla","Triglidae","Scorpaeniformes","Actinopterygii"
"1829","Trigloporus lastoviza","Trigloporus","Triglidae","Scorpaeniformes","Actinopterygii"
"1830","Triodon macropterus","Triodon","Triodontidae","Tetraodontiformes","Actinopterygii"
"1831","Astroscopus guttatus","Astroscopus","Uranoscopidae","Perciformes","Actinopterygii"
"1832","Astroscopus y-graecum","Astroscopus","Uranoscopidae","Perciformes","Actinopterygii"
"1833","Kathetostoma giganteum","Kathetostoma","Uranoscopidae","Perciformes","Actinopterygii"
"1834","Uranoscopus scaber","Uranoscopus","Uranoscopidae","Perciformes","Actinopterygii"
"1835","Urotrygon serrula","Urotrygon","Urotrygonidae","Myliobatiformes","Elasmobranchii"
"1836","Xiphias gladius","Xiphias","Xiphiidae","Perciformes","Actinopterygii"
"1837","Zanclus cornutus","Zanclus","Zanclidae","Perciformes","Actinopterygii"
"1838","Zenopsis conchifer","Zenopsis","Zeidae","Zeiformes","Actinopterygii"
"1839","Zenopsis nebulosa","Zenopsis","Zeidae","Zeiformes","Actinopterygii"
"1840","Zeus capensis","Zeus","Zeidae","Zeiformes","Actinopterygii"
"1841","Zeus faber","Zeus","Zeidae","Zeiformes","Actinopterygii"
"1842","Zenarchopterus dispar","Zenarchopterus","Zenarchopteridae","Beloniformes","Actinopterygii"
"1843","Capromimus abbreviatus","Capromimus","Zenionidae","Zeiformes","Actinopterygii"
"1844","Lycodes esmarkii","Lycodes","Zoarcidae","Perciformes","Actinopterygii"
"1845","Zoarces americanus","Zoarces","Zoarcidae","Perciformes","Actinopterygii"
"1846","Zoarces viviparus","Zoarces","Zoarcidae","Perciformes","Actinopterygii"
"1847","Gadiculus argenteus","Gadiculus","Gadidae","Gadiformes","Actinopteri"
"1848","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri"
"1849","Scomberesox saurus","Scomberesox","Belonidae","Beloniformes","Actinopteri"
"1850","Anguilla bicolor","Anguilla","Anguillidae","Anguilliformes","Actinopteri"
"1851","Salmo trutta","Salmo","Salmonidae","Salmoniformes","Actinopteri"
"1852","Diplodus cervinus","Diplodus","Sparidae","Spariformes","Actinopteri"
"1853","Salvelinus malma","Salvelinus","Salmonidae","Salmoniformes","Actinopteri"
"1854","Pseudopentaceros richardsoni","Pseudopentaceros","Pentacerotidae","Pempheriformes","Actinopteri"
"1855","Mugil soiuy","Mugil","Mugilidae","Mugiliformes","Actinopteri"
"1856",NA,"Lineolata",NA,"Dothideales","Dothideomycetes"
"1857","Gymnothorax rueppellii","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"1858","Moolgarda engeli","Moolgarda","Mugilidae","Mugiliformes","Actinopteri"
"1859","Pristicon trimaculatus","Pristicon","Apogonidae","Kurtiformes","Actinopteri"
"1860","Pristiapogon exostigma","Pristiapogon","Apogonidae","Kurtiformes","Actinopteri"
"1861","Pristiapogon kallopterus","Pristiapogon","Apogonidae","Kurtiformes","Actinopteri"
"1862","Fibramia lateralis","Fibramia","Apogonidae","Kurtiformes","Actinopteri"
"1863","Ostorhinchus guamensis","Ostorhinchus","Apogonidae","Kurtiformes","Actinopteri"
"1864","Ostorhinchus angustatus","Ostorhinchus","Apogonidae","Kurtiformes","Actinopteri"
"1865","Ostorhinchus taeniophorus","Ostorhinchus","Apogonidae","Kurtiformes","Actinopteri"
"1866","Ostorhinchus novemfasciatus","Ostorhinchus","Apogonidae","Kurtiformes","Actinopteri"
"1867","Lepidonotothen mizops","Lepidonotothen","Nototheniidae","Perciformes","Actinopteri"
"1868","Lepidonotothen nudifrons","Lepidonotothen","Nototheniidae","Perciformes","Actinopteri"
"1869","Fibramia amboinensis","Fibramia","Apogonidae","Kurtiformes","Actinopteri"
"1870","Pseudopentaceros wheeleri","Pseudopentaceros","Pentacerotidae","Pempheriformes","Actinopteri"
"1871",NA,"Membras","Atherinopsidae","Atheriniformes","Actinopteri"
"1872","Pandalus montagui","Pandalus","Pandalidae","Decapoda","Malacostraca"
"1873","Acetes japonicus","Acetes","Sergestidae","Decapoda","Malacostraca"
"1874","Crassostrea virginica","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"1875","Homarus americanus","Homarus","Nephropidae","Decapoda","Malacostraca"
"1876","Placopecten magellanicus","Placopecten","Pectinidae","Pectinoida","Bivalvia"
"1877","Metanephrops andamanicus","Metanephrops","Nephropidae","Decapoda","Malacostraca"
"1878","Euphausia superba","Euphausia","Euphausiidae","Euphausiacea","Malacostraca"
"1879","Paralomis spinosissima","Paralomis","Lithodidae","Decapoda","Malacostraca"
"1880","Pleoticus muelleri","Pleoticus","Solenoceridae","Decapoda","Malacostraca"
"1881","Illex argentinus","Illex","Ommastrephidae","Teuthida","Cephalopoda"
"1882","Artemesia longinaris","Artemesia","Penaeidae","Decapoda","Malacostraca"
"1883","Ensis directus","Ensis","Pharidae","Veneroida","Bivalvia"
"1884","Argopecten irradians","Argopecten","Pectinidae","Pectinoida","Bivalvia"
"1885","Cancer irroratus","Cancer","Cancridae","Decapoda","Malacostraca"
"1886","Xiphopenaeus kroyeri","Xiphopenaeus","Penaeidae","Decapoda","Malacostraca"
"1887","Spisula solidissima","Spisula","Mactridae","Veneroida","Bivalvia"
"1888","Panulirus cygnus","Panulirus","Palinuridae","Decapoda","Malacostraca"
"1889","Fenneropenaeus merguiensis","Fenneropenaeus","Penaeidae","Decapoda","Malacostraca"
"1890","Pollicipes pollicipes","Pollicipes","Pollicipedidae","Pedunculata","Maxillopoda"
"1891","Hippopus hippopus","Hippopus","Tridacnidae","Veneroida","Bivalvia"
"1892","Menippe mercenaria","Menippe","Eriphiidae","Decapoda","Malacostraca"
"1893","Pinctada margaritifera","Pinctada","Pteriidae","Pterioida","Bivalvia"
"1894","Haliotis rubra","Haliotis","Haliotidae",NA,"Gastropoda"
"1895","Tegillarca granosa","Tegillarca","Arcidae","Arcoida","Bivalvia"
"1896","Aristeus antennatus","Aristeus","Aristeidae","Decapoda","Malacostraca"
"1897","Callinectes sapidus","Callinectes","Portunidae","Decapoda","Malacostraca"
"1898","Mytilus edulis","Mytilus","Mytilidae","Mytiloida","Bivalvia"
"1899","Litopenaeus stylirostris","Litopenaeus","Penaeidae","Decapoda","Malacostraca"
"1900","Portunus pelagicus","Portunus","Portunidae","Decapoda","Malacostraca"
"1901","Artemia salina","Artemia","Artemiidae","Anostraca","Branchiopoda"
"1902","Illex coindetii","Illex","Ommastrephidae","Teuthida","Cephalopoda"
"1903","Perna viridis","Perna","Mytilidae","Mytiloida","Bivalvia"
"1904","Saxidomus gigantea","Saxidomus","Veneridae","Veneroida","Bivalvia"
"1905","Argopecten gibbus","Argopecten","Pectinidae","Pectinoida","Bivalvia"
"1906","Loligo vulgaris","Loligo","Loliginidae","Teuthida","Cephalopoda"
"1907","Jasus lalandii","Jasus","Palinuridae","Decapoda","Malacostraca"
"1908","Melicertus kerathurus","Melicertus","Penaeidae","Decapoda","Malacostraca"
"1909","Panulirus argus","Panulirus","Palinuridae","Decapoda","Malacostraca"
"1910","Ostrea chilensis","Ostrea","Ostreidae","Ostreoida","Bivalvia"
"1911","Mytilus chilensis","Mytilus","Mytilidae","Mytiloida","Bivalvia"
"1912","Loxechinus albus","Loxechinus","Echinidae","Echinoida","Echinoidea"
"1913","Aulacomya atra","Aulacomya","Mytilidae","Mytiloida","Bivalvia"
"1914","Choromytilus chorus","Choromytilus","Mytilidae","Mytiloida","Bivalvia"
"1915","Sepia officinalis","Sepia","Sepiidae","Sepiida","Cephalopoda"
"1916","Cerastoderma edule","Cerastoderma","Cardiidae","Veneroida","Bivalvia"
"1917","Octopus vulgaris","Octopus","Octopodidae","Octopoda","Cephalopoda"
"1918","Littorina littorea","Littorina","Littorinidae",NA,"Gastropoda"
"1919","Palaemon serratus","Palaemon","Palaemonidae","Decapoda","Malacostraca"
"1920","Crangon crangon","Crangon","Crangonidae","Decapoda","Malacostraca"
"1921","Palinurus elephas","Palinurus","Palinuridae","Decapoda","Malacostraca"
"1922","Crassostrea corteziensis","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"1923","Farfantepenaeus brevirostris","Farfantepenaeus","Penaeidae","Decapoda","Malacostraca"
"1924","Callinectes danae","Callinectes","Portunidae","Decapoda","Malacostraca"
"1925","Parapenaeus longirostris","Parapenaeus","Penaeidae","Decapoda","Malacostraca"
"1926","Metacarcinus magister","Metacarcinus","Cancridae","Decapoda","Malacostraca"
"1927","Cancer pagurus","Cancer","Cancridae","Decapoda","Malacostraca"
"1928","Echinus esculentus","Echinus","Echinidae","Echinoida","Echinoidea"
"1929","Ostrea edulis","Ostrea","Ostreidae","Ostreoida","Bivalvia"
"1930","Todarodes sagittatus","Todarodes","Ommastrephidae","Teuthida","Cephalopoda"
"1931","Homarus gammarus","Homarus","Nephropidae","Decapoda","Malacostraca"
"1932","Concholepas concholepas","Concholepas","Muricidae",NA,"Gastropoda"
"1933","Azumapecten farreri","Azumapecten","Pectinidae","Pectinoida","Bivalvia"
"1934","Fenneropenaeus chinensis","Fenneropenaeus","Penaeidae","Decapoda","Malacostraca"
"1935","Tridacna squamosa","Tridacna","Tridacnidae","Veneroida","Bivalvia"
"1936","Portunus trituberculatus","Portunus","Portunidae","Decapoda","Malacostraca"
"1937","Haliotis gigantea","Haliotis","Haliotidae",NA,"Gastropoda"
"1938","Tridacna gigas","Tridacna","Tridacnidae","Veneroida","Bivalvia"
"1939","Penaeus monodon","Penaeus","Penaeidae","Decapoda","Malacostraca"
"1940","Mactra quadrangularis","Mactra","Mactridae","Veneroida","Bivalvia"
"1941","Metapenaeus ensis","Metapenaeus","Penaeidae","Decapoda","Malacostraca"
"1942","Pecten maximus","Pecten","Pectinidae","Pectinoida","Bivalvia"
"1943","Pecten jacobaeus","Pecten","Pectinidae","Pectinoida","Bivalvia"
"1944","Carcinus maenas","Carcinus","Carcinidae","Decapoda","Malacostraca"
"1945","Sagmariasus verreauxi","Sagmariasus","Palinuridae","Decapoda","Malacostraca"
"1946","Penaeus semisulcatus","Penaeus","Penaeidae","Decapoda","Malacostraca"
"1947","Ruditapes decussatus","Ruditapes","Veneridae","Veneroida","Bivalvia"
