"SBID","CountryCode","SplitYear","SeasonYear","SeasonMonthNr","CalendarMonthNr","ASD","TargetSpeciesCode","GearCode","FishingCode","ShipSize","FishingHours","FishingDays","ShipCount","HookCount","PotCount","HaulCount","FishingOnGrounds","FishingFromPort","FishingTrips","ShipTonnage","ShipHP","ShipLength","Comment","PreparedDate"
5125,"POL",2011,2011,6,5,"481","KRI","OTM","C",10,139.50,15.00,1,,,166,,,,3861.00,3200.00,94,"",10-4-2015 00:00:00
5126,"POL",2011,2011,4,3,"482","KRI","OTM","C",10,256.55,27.00,1,,,293,,,,3861.00,3200.00,94,"",10-4-2015 00:00:00
5127,"POL",2011,2011,5,4,"482","KRI","OTM","C",10,174.50,25.00,1,,,205,,,,3861.00,3200.00,94,"",10-4-2015 00:00:00
5128,"POL",2011,2011,6,5,"482","KRI","OTM","C",10,115.08,13.00,1,,,137,,,,3861.00,3200.00,94,"",10-4-2015 00:00:00
5129,"POL",2011,2011,7,6,"482","KRI","OTM","C",10,258.66,29.00,1,,,280,,,,3861.00,3200.00,94,"",10-4-2015 00:00:00
5130,"POL",2012,2011,8,7,"482","KRI","OTM","C",10,59.85,7.00,1,,,64,,,,3861.00,3200.00,94,"",10-4-2015 00:00:00
5131,"RUS",2011,2011,2,1,"881","TOT","LLS","C",8,,47.00,4,629540,,99,,,,783.75,938.50,50,"",10-4-2015 00:00:00
5132,"RUS",2011,2011,1,12,"881","TOT","LLS","C",8,,26.00,3,375335,,59,,,,773.66,967.33,49,"",10-4-2015 00:00:00
5133,"RUS",2011,2011,2,1,"882","TOT","LLS","C",8,,35.00,3,397842,,88,,,,773.66,967.33,49,"",10-4-2015 00:00:00
5134,"RUS",2011,2011,3,2,"882","TOT","LLS","C",8,,20.00,3,243391,,52,,,,773.66,967.33,49,"",10-4-2015 00:00:00
5135,"RUS",2011,2011,2,1,"882  ","TOT","LLS","S",8,,5.00,1,,,8,,,,743.00,700.00,49,"",10-4-2015 00:00:00
5136,"RUS",2011,2011,3,2,"883  ","TOT","LLS","S",8,,15.00,1,,,18,,,,743.00,1026.00,48,"",10-4-2015 00:00:00
5137,"RUS",2011,2011,4,3,"883  ","TOT","LLS","S",8,,1.00,1,,,2,,,,743.00,1026.00,48,"",10-4-2015 00:00:00
5138,"ZAF",2011,2011,3,2,"486","TOT","LLS","C",9,,18.00,1,130400,,41,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5139,"ZAF",2011,2011,4,3,"486","TOT","LLS","C",9,,17.00,1,88800,,37,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5140,"ZAF",2011,2011,6,5,"586","TOT","LLS","C",9,,6.00,1,38800,,11,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5141,"ZAF",2012,2011,8,7,"586","TOT","LLS","C",9,,5.00,1,33600,,9,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5142,"ZAF",2012,2011,9,8,"586","TOT","LLS","C",9,,8.00,1,41280,,10,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5143,"ZAF",2012,2011,10,9,"586","TOT","LLS","C",8,,4.00,1,32690,,7,,,,635.90,955.00,46,"",10-4-2015 00:00:00
5144,"ZAF",2012,2011,10,9,"586","TOT","LLS","C",9,,5.00,1,22400,,6,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5145,"ZAF",2011,2011,5,4,"587","TOT","LLS","C",9,,10.00,1,70200,,26,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5146,"ZAF",2011,2011,6,5,"587","TOT","LLS","C",9,,6.00,1,36480,,16,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5147,"ZAF",2012,2011,8,7,"587","TOT","LLS","C",9,,1.00,1,7200,,2,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5148,"ZAF",2012,2011,9,8,"587","TOT","LLS","C",9,,6.00,1,27360,,11,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5149,"ZAF",2012,2011,10,9,"587","TOT","LLS","C",9,,12.00,1,62880,,29,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5150,"ZAF",2012,2011,12,11,"587","TOT","LLS","C",8,,12.00,1,89730,,29,,,,635.90,955.00,46,"",10-4-2015 00:00:00
5151,"ZAF",2011,2011,5,4,"586","TOT","LLS","C",9,,1.00,1,7000,,2,,,,1119.00,998.00,57,"",10-4-2015 00:00:00
5152,"FRA",2011,2010,10,9,"5851","TOT","OTB","C",9,46.14,6.00,1,,,13,,,,,,,"",10-4-2015 00:00:00
5153,"FRA",2011,2010,11,10,"5851","TOT","OTB","C",9,129.09,9.00,1,,,22,,,,,,,"",10-4-2015 00:00:00
5154,"FRA",2011,2011,2,1,"5851","TOT","LLS","C",7,,27.00,1,511200,,105,,,,416.00,,,"",10-4-2015 00:00:00
5155,"FRA",2011,2011,2,1,"5851","TOT","LLS","C",8,,107.00,6,2720171,,271,,,,606.33,,,"",10-4-2015 00:00:00
5156,"FRA",2011,2011,4,3,"5851","TOT","LLS","C",8,,20.00,2,452742,,46,,,,619.50,,,"",10-4-2015 00:00:00
5157,"FRA",2011,2011,5,4,"5851","TOT","LLS","C",8,,120.00,5,3251296,,325,,,,611.80,,,"",10-4-2015 00:00:00
5158,"FRA",2011,2011,6,5,"5851","TOT","LLS","C",7,,10.00,1,204480,,35,,,,416.00,,,"",10-4-2015 00:00:00
5159,"FRA",2011,2011,6,5,"5851","TOT","LLS","C",8,,79.00,6,2023081,,199,,,,606.33,,,"",10-4-2015 00:00:00
5160,"FRA",2011,2011,7,6,"5851","TOT","LLS","C",7,,30.00,1,597600,,81,,,,416.00,,,"",10-4-2015 00:00:00
5161,"FRA",2011,2011,7,6,"5851","TOT","LLS","C",8,,26.00,2,558828,,63,,,,579.00,,,"",10-4-2015 00:00:00
5162,"FRA",2012,2011,8,7,"5851","TOT","LLS","C",7,,19.00,1,322560,,49,,,,416.00,,,"",10-4-2015 00:00:00
5163,"FRA",2012,2011,8,7,"5851","TOT","LLS","C",8,,12.00,1,300219,,36,,,,579.00,,,"",10-4-2015 00:00:00
5164,"FRA",2012,2011,9,8,"5851","TOT","LLS","C",8,,23.00,2,468875,,77,,,,619.50,,,"",10-4-2015 00:00:00
5165,"FRA",2012,2011,10,9,"5851","TOT","LLS","C",7,,11.00,1,187920,,40,,,,416.00,,,"",10-4-2015 00:00:00
5166,"FRA",2012,2011,10,9,"5851","TOT","LLS","C",8,,113.00,6,2939495,,296,,,,606.33,,,"",10-4-2015 00:00:00
5167,"FRA",2012,2011,11,10,"5851","TOT","LLS","C",7,,29.00,1,594000,,84,,,,416.00,,,"",10-4-2015 00:00:00
5168,"FRA",2012,2011,11,10,"5851","TOT","LLS","C",8,,156.00,6,4098609,,425,,,,606.33,,,"",10-4-2015 00:00:00
5169,"FRA",2012,2011,12,11,"5851","TOT","LLS","C",7,,28.00,1,566640,,64,,,,416.00,,,"",10-4-2015 00:00:00
5170,"FRA",2012,2011,12,11,"5851","TOT","LLS","C",8,,54.00,3,1429958,,158,,,,580.00,,,"",10-4-2015 00:00:00
5171,"FRA",2011,2011,1,12,"5851","TOT","LLS","C",7,,13.00,1,218880,,40,,,,416.00,,,"",10-4-2015 00:00:00
5172,"FRA",2011,2011,1,12,"5851","TOT","LLS","C",8,,76.00,4,1986409,,209,,,,599.75,,,"",10-4-2015 00:00:00
5173,"FRA",2011,2011,2,1,"586","TOT","LLS","C",8,,19.00,2,368557,,66,,,,539.50,,,"",10-4-2015 00:00:00
5174,"FRA",2011,2011,3,2,"586","TOT","LLS","C",7,,24.00,1,375840,,117,,,,416.00,,,"",10-4-2015 00:00:00
5175,"FRA",2011,2011,3,2,"586","TOT","LLS","C",8,,96.00,5,1861740,,350,,,,611.80,,,"",10-4-2015 00:00:00
5176,"FRA",2011,2011,4,3,"586","TOT","LLS","C",8,,6.00,1,107250,,17,,,,579.00,,,"",10-4-2015 00:00:00
5177,"FRA",2011,2011,6,5,"586","TOT","LLS","C",8,,13.00,1,222375,,38,,,,660.00,,,"",10-4-2015 00:00:00
5178,"FRA",2011,2011,7,6,"586","TOT","LLS","C",8,,5.00,1,83250,,15,,,,660.00,,,"",10-4-2015 00:00:00
5179,"FRA",2012,2011,10,9,"586","TOT","LLS","C",8,,10.00,1,171750,,34,,,,660.00,,,"",10-4-2015 00:00:00
5180,"FRA",2012,2011,11,10,"586","TOT","LLS","C",8,,7.00,2,150314,,22,,,,579.00,,,"",10-4-2015 00:00:00
5181,"FRA",2012,2011,12,11,"586","TOT","LLS","C",8,,13.00,2,293330,,35,,,,579.00,,,"",10-4-2015 00:00:00
5182,"AUS",2012,2012,5,4,"5852","TOT","LLS","C",9,,4.00,1,40000,,5,3.00,9.00,1,1136.00,1600.00,63,"",10-4-2015 00:00:00
5183,"AUS",2012,2012,6,5,"5852","TOT","LLS","C",9,,56.00,2,975750,,110,53.00,60.00,2,1090.50,1680.00,61,"",10-4-2015 00:00:00
5184,"AUS",2012,2012,7,6,"5852","TOT","LLS","C",9,,58.00,2,1052500,,113,56.00,60.00,2,1090.50,1680.00,61,"",10-4-2015 00:00:00
5185,"AUS",2013,2012,8,7,"5852","TOT","LLS","C",9,,53.00,2,882250,,126,51.00,59.00,2,1090.50,1680.00,61,"",10-4-2015 00:00:00
5186,"AUS",2013,2012,9,8,"5852","TOT","LLS","C",9,,34.00,2,659250,,75,32.00,44.00,2,1090.50,1680.00,61,"",10-4-2015 00:00:00
5187,"AUS",2013,2012,10,9,"5852","TOT","LLS","C",9,,30.00,1,477000,,63,29.00,30.00,1,1045.00,1760.00,60,"",10-4-2015 00:00:00
5188,"AUS",2013,2012,11,10,"5852","TOT","LLS","C",9,,28.00,1,420750,,53,27.00,31.00,1,1045.00,1760.00,60,"",10-4-2015 00:00:00
5189,"AUS",2012,2012,4,3,"5852","TOT","OTB","C",9,148.30,22.00,1,,,108,,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5190,"AUS",2012,2012,5,4,"5852","TOT","OTB","C",9,184.90,20.00,1,,,120,,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5191,"AUS",2013,2012,10,9,"5852","TOT","OTB","C",9,96.40,14.00,1,,,117,14.00,20.00,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5192,"AUS",2013,2012,11,10,"5852","TOT","OTB","C",9,231.50,31.00,1,,,293,31.00,31.00,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5193,"AUS",2013,2012,12,11,"5852","TOT","OTB","C",9,27.50,6.00,1,,,45,6.00,12.00,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5194,"AUS",2012,2012,4,3,"5852","TOT","OTB","S",10,0.00,5.00,1,,,60,,,,1696.00,3134.00,87,"",10-4-2015 00:00:00
5195,"AUS",2012,2012,5,4,"5852","TOT","OTB","S",10,,5.00,1,,,44,,,,1696.00,3134.00,87,"",10-4-2015 00:00:00
5196,"AUS",2012,2012,6,5,"5852","TOT","OTB","S",10,,2.00,1,,,13,,,,1696.00,3134.00,87,"",10-4-2015 00:00:00
5197,"AUS",2012,2012,5,4,"5852","ANI","OTB","S",10,,3.00,1,,,20,,,,1696.00,3134.00,87,"",10-4-2015 00:00:00
5198,"AUS",2012,2012,6,5,"5852","ANI","OTB","S",10,,6.00,1,,,38,,,,1696.00,3134.00,87,"",10-4-2015 00:00:00
5199,"CHL",2012,2012,2,1,"481","KRI","OTM","C",9,57.90,6.00,1,,,26,7.00,13.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5200,"CHL",2012,2012,3,2,"481","KRI","OTM","C",9,17.40,2.00,1,,,9,2.00,8.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5201,"CHL",2012,2012,5,4,"481","KRI","OTM","C",9,264.60,18.00,1,,,81,19.00,25.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5202,"CHL",2012,2012,6,5,"481","KRI","OTM","C",9,436.80,25.00,1,,,114,30.00,31.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5203,"CHL",2012,2012,7,6,"481","KRI","OTM","C",9,132.30,11.00,1,,,48,11.00,17.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5204,"CHL",2012,2012,1,12,"481","KRI","OTM","C",9,248.20,19.00,1,,,123,19.00,25.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5205,"CHL",2012,2012,2,1,"482","KRI","OTM","C",9,181.90,13.00,1,,,69,12.00,18.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5206,"CHL",2012,2012,3,2,"482","KRI","OTM","C",9,288.00,23.00,1,,,126,23.00,29.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5207,"CHL",2012,2012,4,3,"482","KRI","OTM","C",9,207.40,17.00,1,,,84,17.00,23.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5208,"CHL",2012,2012,5,4,"482","KRI","OTM","C",9,1.10,1.00,1,,,1,1.00,7.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5209,"CHL",2013,2012,9,8,"483","ANI","OTM","C",9,29.17,5.00,1,,,20,4.00,10.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5210,"CHL",2013,2012,8,7,"483","KRI","OTM","C",9,142.00,10.00,1,,,45,10.00,16.00,1,1438.00,2000.00,72,"",10-4-2015 00:00:00
5211,"CHL",2013,2012,9,8,"483","KRI","OTM","C",9,302.90,26.00,1,,,119,25.00,31.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5212,"CHL",2012,2012,6,5,"483","TOT","LLS","C",8,,21.00,1,297198,,42,24.00,30.00,1,985.00,1400.00,58,"",10-4-2015 00:00:00
5213,"CHL",2012,2012,7,6,"483","TOT","LLS","C",8,,29.00,1,369246,,62,29.00,30.00,1,985.00,1400.00,58,"",10-4-2015 00:00:00
5214,"CHL",2013,2012,8,7,"483","TOT","LLS","C",8,,19.00,1,254166,,50,20.00,26.00,1,985.00,1400.00,58,"",10-4-2015 00:00:00
5215,"CHN",2012,2012,2,1,"481","KRI","OTM","C",11,217.50,23.00,1,,,195,23.00,29.00,1,7671.00,5920.00,91,"",10-4-2015 00:00:00
5216,"CHN",2012,2012,4,3,"481","KRI","OTM","C",11,0.80,1.00,1,,,1,1.00,7.00,1,4630.00,3824.00,103,"",10-4-2015 00:00:00
5217,"CHN",2012,2012,6,5,"481","KRI","OTM","C",11,63.40,7.00,1,,,47,8.00,13.00,1,7847.00,5296.00,121,"",10-4-2015 00:00:00
5218,"CHN",2012,2012,7,6,"481","KRI","OTM","C",11,91.20,12.00,1,,,59,12.00,18.00,1,7847.00,5296.00,121,"",10-4-2015 00:00:00
5219,"CHN",2013,2012,11,10,"481","KRI","OTM","C",11,8.40,4.00,1,,,9,4.00,10.00,1,4407.00,5152.00,104,"",10-4-2015 00:00:00
5220,"CHN",2012,2012,1,12,"481","KRI","OTM","C",11,16.50,3.00,1,,,21,3.00,9.00,1,7671.00,5920.00,91,"",10-4-2015 00:00:00
5221,"CHN",2012,2012,4,3,"482","KRI","OTM","C",11,57.80,14.00,1,,,67,14.00,20.00,1,4630.00,3824.00,103,"",10-4-2015 00:00:00
5222,"NZL",2012,2012,5,4,"483","TOT","LLS","C",9,,15.00,1,282804,,42,28.00,15.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5223,"NZL",2012,2012,6,5,"483","TOT","LLS","C",9,,28.00,1,570249,,73,28.00,31.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5224,"NZL",2012,2012,7,6,"483","TOT","LLS","C",9,,10.00,1,194542,,21,10.00,10.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5225,"NZL",2013,2012,8,7,"483","TOT","LLS","C",9,,29.00,1,503966,,68,29.00,31.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5226,"NZL",2013,2012,9,8,"483","TOT","LLS","C",9,,4.00,1,48849,,8,4.00,4.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5227,"NZL",2012,2012,4,3,"484","TOT","LLS","C",9,,1.00,1,26568,,4,1.00,1.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5228,"NZL",2012,2012,5,4,"484","TOT","LLS","C",9,,14.00,1,210827,,34,14.00,14.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5229,"NZL",2012,2012,7,6,"484","TOT","LLS","C",9,,8.00,1,167972,,18,8.00,8.00,1,1508.00,2320.00,51,"",10-4-2015 00:00:00
5230,"NZL",2012,2012,2,1,"881","TOT","LLS","C",9,,38.00,2,639514,,87,38.00,41.00,2,2587.00,3394.00,97,"",10-4-2015 00:00:00
5231,"NZL",2012,2012,3,2,"881","TOT","LLS","C",9,,3.00,1,75900,,8,3.00,3.00,1,1079.00,1441.00,46,"",10-4-2015 00:00:00
5232,"NZL",2012,2012,1,12,"881","TOT","LLS","C",9,,47.00,4,468311,,90,51.00,51.00,4,4802.00,6012.00,205,"",10-4-2015 00:00:00
5233,"NZL",2012,2012,3,2,"881","TOT","LLS","S",9,,17.00,1,269850,,59,20.00,20.00,1,1079.00,1441.00,46,"",10-4-2015 00:00:00
5234,"NZL",2012,2012,2,1,"882","TOT","LLS","C",9,,11.00,2,163510,,27,11.00,11.00,2,2215.00,2251.00,108,"",10-4-2015 00:00:00
5235,"NZL",2012,2012,3,2,"882","TOT","LLS","C",9,,38.00,2,584820,,102,38.00,56.00,2,2215.00,2251.00,109,"",10-4-2015 00:00:00
5236,"KOR",2012,2012,2,1,"481","KRI","OTM","C",10,194.70,15.00,1,,,219,15.00,21.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5237,"KOR",2012,2012,3,2,"481","KRI","OTM","C",10,83.70,9.00,1,,,118,9.00,15.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5238,"KOR",2012,2012,4,3,"481","KRI","OTM","C",10,373.20,28.00,1,,,400,28.00,31.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5239,"KOR",2012,2012,5,4,"481","KRI","OTM","C",10,303.40,24.00,1,,,357,24.00,30.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5240,"KOR",2012,2012,6,5,"481","KRI","OTM","C",10,341.70,27.00,1,,,397,27.00,31.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5241,"KOR",2012,2012,7,6,"481","KRI","OTM","C",10,334.00,27.00,1,,,342,27.00,30.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5242,"KOR",2013,2012,8,7,"481","KRI","OTM","C",10,40.90,4.00,1,,,39,4.00,10.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5243,"KOR",2013,2012,11,10,"481","KRI","OTM","C",10,74.00,17.00,2,,,67,17.00,29.00,2,3439.00,2834.00,99,"",10-4-2015 00:00:00
5244,"KOR",2013,2012,12,11,"481","KRI","OTM","C",10,391.70,30.00,1,,,296,30.00,30.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5245,"KOR",2012,2012,1,12,"481","KRI","OTM","C",10,165.50,15.00,1,,,252,15.00,21.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5246,"KOR",2012,2012,5,4,"481","KRI","OTM","C",11,167.80,16.00,1,,,187,16.00,22.00,1,7765.00,5296.00,110,"",10-4-2015 00:00:00
5247,"KOR",2012,2012,6,5,"481","KRI","OTM","C",11,296.40,28.00,1,,,367,28.00,31.00,1,7765.00,5296.00,110,"",10-4-2015 00:00:00
5248,"KOR",2012,2012,7,6,"481","KRI","OTM","C",11,239.80,22.00,1,,,265,22.00,28.00,1,7765.00,5296.00,110,"",10-4-2015 00:00:00
5249,"KOR",2012,2012,3,2,"482","KRI","OTM","C",10,33.60,4.00,1,,,48,4.00,10.00,1,2999.00,2834.00,96,"",10-4-2015 00:00:00
5250,"KOR",2013,2012,9,8,"483","KRI","OTM","C",10,115.90,13.00,1,,,134,13.00,19.00,1,3879.00,,101,"",10-4-2015 00:00:00
5251,"KOR",2013,2012,10,9,"483","KRI","OTM","C",10,261.30,28.00,1,,,272,28.00,30.00,1,3879.00,,101,"",10-4-2015 00:00:00
5252,"KOR",2013,2012,11,10,"483","KRI","OTM","C",10,154.50,15.00,1,,,134,15.00,21.00,1,3879.00,,101,"",10-4-2015 00:00:00
5253,"KOR",2012,2012,2,1,"5841","TOT","LLS","C",8,,25.00,1,421960,,97,25.00,31.00,1,694.00,1029.00,,"",10-4-2015 00:00:00
5254,"KOR",2012,2012,3,2,"5841","TOT","LLS","C",8,,9.00,1,136800,,37,9.00,15.00,1,694.00,1029.00,,"",10-4-2015 00:00:00
5255,"KOR",2012,2012,1,12,"5841","TOT","LLS","C",8,,11.00,1,198200,,41,11.00,17.00,1,694.00,1029.00,,"",10-4-2015 00:00:00
5256,"KOR",2012,2012,3,2,"5842","TOT","LLS","C",8,,18.00,1,266040,,65,18.00,24.00,1,694.00,1029.00,,"",10-4-2015 00:00:00
5257,"KOR",2012,2012,4,3,"5842","TOT","LLS","C",8,,3.00,1,39600,,8,3.00,9.00,1,694.00,1029.00,,"",10-4-2015 00:00:00
5258,"KOR",2012,2012,2,1,"881","TOT","LLS","C",7,,32.00,2,901658,,53,32.00,44.00,2,496.00,1103.00,50,"",10-4-2015 00:00:00
5259,"KOR",2012,2012,3,2,"881","TOT","LLS","C",7,,7.00,1,258520,,15,7.00,13.00,1,494.00,1029.00,48,"",10-4-2015 00:00:00
5260,"KOR",2012,2012,1,12,"881","TOT","LLS","C",7,,32.00,2,952844,,50,32.00,44.00,2,496.00,1103.00,50,"",10-4-2015 00:00:00
5261,"KOR",2012,2012,2,1,"881","TOT","LLS","C",8,,27.00,1,529450,,50,27.00,31.00,1,587.00,1029.00,58,"",10-4-2015 00:00:00
5262,"KOR",2012,2012,1,12,"881","TOT","LLS","C",8,,29.00,2,575900,,69,29.00,41.00,2,640.50,1029.00,58,"",10-4-2015 00:00:00
5263,"KOR",2012,2012,3,2,"882","TOT","LLS","C",8,,8.00,1,118050,,15,8.00,14.00,1,587.00,1029.00,58,"",10-4-2015 00:00:00
5264,"DEU",2012,2012,4,3,"481","MZZ","OTB","S",,26.70,15.00,1,,,57,15.00,21.00,1,,,,"",10-4-2015 00:00:00
5265,"DEU",2012,2012,5,4,"481","MZZ","OTB","S",,6.80,5.00,1,,,14,5.00,11.00,1,,,,"",10-4-2015 00:00:00
5266,"JPN",2012,2012,5,4,"481","KRI","OTM","C",11,91.60,8.00,1,,,86,8.00,14.00,1,4350.00,3700.00,104,"",10-4-2015 00:00:00
5267,"JPN",2012,2012,6,5,"481","KRI","OTM","C",11,273.80,29.00,1,,,338,29.00,31.00,1,4350.00,3700.00,104,"",10-4-2015 00:00:00
5268,"JPN",2012,2012,7,6,"481","KRI","OTM","C",11,252.70,28.00,1,,,297,28.00,30.00,1,4350.00,3700.00,104,"",10-4-2015 00:00:00
5269,"JPN",2013,2012,8,7,"481","KRI","OTM","C",11,12.40,2.00,1,,,17,2.00,8.00,1,4350.00,3700.00,104,"",10-4-2015 00:00:00
5270,"JPN",2013,2012,8,7,"483","KRI","OTM","C",11,107.90,13.00,1,,,165,13.00,19.00,1,4350.00,3700.00,104,"",10-4-2015 00:00:00
5271,"JPN",2012,2012,2,1,"486","TOT","LLS","C",7,,11.00,1,92460,,23,11.00,17.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5272,"JPN",2012,2012,3,2,"486","TOT","LLS","C",7,,22.00,1,201460,,44,22.00,28.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5273,"JPN",2012,2012,1,12,"486","TOT","LLS","C",7,,28.00,1,241200,,60,28.00,31.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5274,"JPN",2012,2012,6,5,"5843b","TOT","LLS","S",7,,7.00,1,46524,,15,7.00,13.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5275,"JPN",2012,2012,7,6,"5843b","TOT","LLS","S",7,,5.00,1,21372,,7,5.00,11.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5276,"JPN",2012,2012,5,4,"5844b","TOT","LLS","S",7,,14.00,1,132762,,28,14.00,20.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5277,"JPN",2012,2012,6,5,"5844b","TOT","LLS","S",7,,20.00,1,202762,,42,20.00,26.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5278,"NOR",2012,2012,3,2,"481","KRI","OTM","C",11,19.40,2.00,1,,,14,2.00,8.00,1,5500.00,6000.00,100,"",10-4-2015 00:00:00
5279,"NOR",2012,2012,4,3,"481","KRI","OTM","C",11,9.30,2.00,1,,,7,2.00,8.00,1,5500.00,6000.00,100,"",10-4-2015 00:00:00
5280,"NOR",2012,2012,5,4,"481","KRI","OTM","C",11,330.70,22.00,1,,,90,22.00,28.00,1,5500.00,6000.00,100,"",10-4-2015 00:00:00
5281,"NOR",2012,2012,6,5,"481","KRI","OTM","C",11,484.60,27.00,2,,,175,27.00,39.00,2,7466.00,4980.00,117,"",10-4-2015 00:00:00
5282,"NOR",2012,2012,7,6,"481","KRI","OTM","C",11,173.70,9.00,1,,,87,9.00,15.00,1,9432.00,3960.00,134,"",10-4-2015 00:00:00
5283,"NOR",2012,2012,2,1,"481","KRI","TMB","C",11,94.10,7.00,1,,,51,7.00,13.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5284,"NOR",2012,2012,5,4,"481","KRI","TMB","C",11,1031.80,24.00,1,,,478,24.00,30.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5285,"NOR",2012,2012,6,5,"481","KRI","TMB","C",11,1120.70,28.00,1,,,567,28.00,31.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5286,"NOR",2012,2012,7,6,"481","KRI","TMB","C",11,257.90,12.00,1,,,135,12.00,18.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5287,"NOR",2012,2012,1,12,"481","KRI","TMB","C",11,782.30,20.00,1,,,398,20.00,26.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5288,"NOR",2012,2012,2,1,"482","KRI","OTM","C",11,13.30,3.00,1,,,11,3.00,9.00,1,5500.00,6000.00,100,"",10-4-2015 00:00:00
5289,"NOR",2012,2012,3,2,"482","KRI","OTM","C",11,173.60,19.00,1,,,93,19.00,25.00,1,5500.00,6000.00,100,"",10-4-2015 00:00:00
5290,"NOR",2012,2012,4,3,"482","KRI","OTM","C",11,152.40,16.00,1,,,99,16.00,22.00,1,5500.00,6000.00,100,"",10-4-2015 00:00:00
5291,"NOR",2012,2012,2,1,"482","KRI","TMB","C",11,557.50,13.00,1,,,282,13.00,19.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5292,"NOR",2012,2012,3,2,"482","KRI","TMB","C",11,1928.00,28.00,1,,,552,28.00,29.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5293,"NOR",2012,2012,4,3,"482","KRI","TMB","C",11,494.80,16.00,1,,,251,16.00,22.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5294,"NOR",2012,2012,5,4,"482","KRI","TMB","C",11,39.40,2.00,1,,,9,2.00,8.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5295,"NOR",2012,2012,1,12,"482","KRI","TMB","C",11,13.00,2.00,1,,,7,2.00,8.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5296,"NOR",2012,2012,7,6,"483","KRI","OTM","C",11,334.50,15.00,1,,,168,15.00,21.00,1,9432.00,3960.00,134,"",10-4-2015 00:00:00
5297,"NOR",2013,2012,8,7,"483","KRI","OTM","C",11,482.90,28.00,1,,,242,28.00,31.00,1,9432.00,3960.00,134,"",10-4-2015 00:00:00
