"ISO3166","WHENCE","SITE","YEAR","VALUE"
"USA","WAYCOTT","Seabrook Shore",1956,86
"USA","WAYCOTT","Seabrook Shore",1965,0
"USA","WAYCOTT","Seabrook Shore",1975,0
"USA","WAYCOTT","Seabrook Shore",1987,0
"USA","WAYCOTT","West Bay",1956,458
"USA","WAYCOTT","West Bay",1965,117
"USA","WAYCOTT","West Bay",1975,37
"USA","WAYCOTT","West Bay",1987,0
"USA","WAYCOTT","Christmas Bay",1975,97
"USA","WAYCOTT","Christmas Bay",1987,77
"USA","WAYCOTT","Christmas Bay",1971,502
"USA","WAYCOTT","Christmas Bay",1987,113
"USA","WAYCOTT","West Bay",1971,202.2
"USA","WAYCOTT","West Bay",1987,0
"USA","WAYCOTT","Bastrop Bay",1971,104.9
"USA","WAYCOTT","Bastrop Bay",1987,0
"USA","WAYCOTT","East Matagorda",1971,258.9
"USA","WAYCOTT","East Matagorda",1987,387
"USA","WAYCOTT","Redfish Lake",1971,0
"USA","WAYCOTT","Redfish Lake",1987,62.8
"USA","WAYCOTT","Keller",1971,168.3
"USA","WAYCOTT","Keller",1987,68.5
"USA","WAYCOTT","Matagorda",1971,569.6
"USA","WAYCOTT","Matagorda",1987,491
"USA","WAYCOTT","Salt Lake",1971,0
"USA","WAYCOTT","Salt Lake",1987,50.8
"USA","WAYCOTT","Powderhorm Lake",1971,0
"USA","WAYCOTT","Powderhorm Lake",1987,20.5
"USA","WAYCOTT","Tres Palacios",1971,0
"USA","WAYCOTT","Tres Palacios",1987,15.6
"USA","WAYCOTT","Funter Bay",2001,7.9
"USA","WAYCOTT","Funter Bay",2002,7.24
"USA","WAYCOTT","Funter Bay",2003,6028
"USA","WAYCOTT","Crab Bay",2001,1.63
"USA","WAYCOTT","Crab Bay",2002,1.78
"USA","WAYCOTT","Crab Bay",2003,1.74
"USA","WAYCOTT","Chaik Bay",2001,0.1
"USA","WAYCOTT","Chaik Bay",2002,0.09
"USA","WAYCOTT","Chaik Bay",2003,0.1
"USA","WAYCOTT","Nakwasina",2001,0.52
"USA","WAYCOTT","Nakwasina",2002,0.68
"USA","WAYCOTT","Nakwasina",2003,0.65
"USA","WAYCOTT","Sandy Cove",2001,0.7
"USA","WAYCOTT","Sandy Cove",2002,0.68
"USA","WAYCOTT","Sandy Cove",2003,0.65
"USA","WAYCOTT","Pirates Cove",2001,0.18
"USA","WAYCOTT","Pirates Cove",2002,0.2
"USA","WAYCOTT","Pirates Cove",2003,0.2
"USA","WAYCOTT","Mosquito Lagoon",1970,5496.8
"USA","WAYCOTT","Mosquito Lagoon",1986,5023.8
"USA","WAYCOTT","Mosquito Lagoon",1992,6758.1
"USA","WAYCOTT","Banana River",1970,9052.2
"USA","WAYCOTT","Banana River",1986,6729.3
"USA","WAYCOTT","Banana River",1992,8691.2
"USA","WAYCOTT","Indian River Lagoon",1970,17226.9
"USA","WAYCOTT","Indian River Lagoon",1986,21905.1
"USA","WAYCOTT","Indian River Lagoon",1992,12935.3
"USA","WAYCOTT","Barnegat Bay",1968,6825
"USA","WAYCOTT","Barnegat Bay",1979,8053
"USA","WAYCOTT","Barnegat Bay",1987,8799
"USA","WAYCOTT","Barnegat Bay",1999,6083
"USA","WAYCOTT","Back Sound &amp; Southern Core Sound",1985,7030
"USA","WAYCOTT","Back Sound &amp; Southern Core Sound",1988,6637
"USA","WAYCOTT","Turnbull Creek",1943,117.16
"USA","WAYCOTT","Turnbull Creek",1965,151.45
"USA","WAYCOTT","Turnbull Creek",1974,116.35
"USA","WAYCOTT","Turnbull Creek",1986,59.82
"USA","WAYCOTT","Turnbull Creek",1989,124.17
"USA","WAYCOTT","Turnbull Creek",1992,91.66
"USA","WAYCOTT","Turnbull Creek",1993,
"USA","WAYCOTT","Turnbull Creek",1994,125.36
"USA","WAYCOTT","Turnbull Creek",1995,
"USA","WAYCOTT","Turnbull Creek",1996,92.32
"USA","WAYCOTT","Turnbull Creek",1997,
"USA","WAYCOTT","Turnbull Creek",1998,
"USA","WAYCOTT","Turnbull Creek",1999,33.76
"USA","WAYCOTT","Turnbull Creek",2000,
"USA","WAYCOTT","Turnbull Creek",2001,
"USA","WAYCOTT","Turnbull Creek",2002,
"USA","WAYCOTT","Turnbull Creek",2003,57.28
"USA","SHORT","Johnson Launch, Big Lagoon, Perdido Key",2007,40.44
"USA","SHORT","Johnson Launch, Big Lagoon, Perdido Key",2008,29.59
"USA","SHORT","Langley Point, Big Lagoon, Perdido Key",2007,40.33
"USA","SHORT","Langley Point, Big Lagoon, Perdido Key",2008,52.87
"USA","SHORT","California / North Bay, Humboldt Bay",2007,71.48
"USA","SHORT","California / North Bay, Humboldt Bay",2008,43.76
"USA","SHORT","California / North Bay, Humboldt Bay",2009,58.5
"USA","SHORT","California / North Bay, Humboldt Bay",2010,48.63
"USA","SHORT","California / North Bay, Humboldt Bay",2011,20.44
"USA","SHORT","California / South Bay, Humboldt Bay",2007,89.4
"USA","SHORT","California / South Bay, Humboldt Bay",2008,50.51
"USA","SHORT","California / South Bay, Humboldt Bay",2009,59.4
"USA","SHORT","California / South Bay, Humboldt Bay",2010,68.01
"USA","SHORT","California / South Bay, Humboldt Bay",2011,28.73
"USA","SHORT","Maryland / Tingles Island, Chincoteague Bay",2009,25.04
"USA","SHORT","Maryland / Tingles Island, Chincoteague Bay",2010,19.85
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2003,80.82
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2004,61.83
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2005,56.17
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2006,44.02
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2007,19.84
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2008,19.67
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2009,12.76
"USA","SHORT","Duck Harbor, Cape Cod Bay, Massachusetts",2010,10.03
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2003,73.74
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2004,83.39
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2005,76.09
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2006,30.32
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2007,44.74
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2008,64.84
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2009,57.41
"USA","SHORT","Hog Island, Pleasant Bay, Massachusetts",2010,54.51
"USA","SHORT","Massachusetts / Salem",2008,53.18
"USA","SHORT","Massachusetts / Salem",2009,36.34
"USA","SHORT","Massachusetts / Salem",2010,42.23
"USA","SHORT","New Hampshire / Great Bay",2007,53.11
"USA","SHORT","New Hampshire / Great Bay",2008,43.83
"USA","SHORT","New Hampshire / Great Bay",2009,31.11
"USA","SHORT","New Hampshire / Great Bay",2010,37.91
"USA","SHORT","Fishing Island, New Hampshire",2001,67.96
"USA","SHORT","Fishing Island, New Hampshire",2002,61.88
"USA","SHORT","Fishing Island, New Hampshire",2003,8.87
"USA","SHORT","Fishing Island, New Hampshire",2004,1.26
"USA","SHORT","Fishing Island, New Hampshire",2005,1.01
"USA","SHORT","Fishing Island, New Hampshire",2006,0.14
"USA","SHORT","Fishing Island, New Hampshire",2007,0.01
"USA","SHORT","Fishing Island, New Hampshire",2008,0
"USA","SHORT","Fishing Island, New Hampshire",2009,0.05
"USA","SHORT","Fishing Island, New Hampshire",2010,0
"USA","SHORT","New York / Fire Is., Long Island",2001,0
"USA","SHORT","New York / Fire Is., Long Island",2007,12.01
"USA","SHORT","New York / Fire Is., Long Island",2009,5.5
"USA","SHORT","New York / Fire Is., Long Island",2010,1.31
"USA","SHORT","Oregon / Valino Island, South Slough",2004,0.03
"USA","SHORT","Oregon / Valino Island, South Slough",2005,15.15
"USA","SHORT","Oregon / Valino Island, South Slough",2006,22.06
"USA","SHORT","Oregon / Valino Island, South Slough",2007,48.08
"USA","SHORT","Oregon / Valino Island, South Slough",2008,34.97
"USA","SHORT","Oregon / Valino Island, South Slough",2009,30.14
"USA","SHORT","Oregon / Valino Island, South Slough",2010,38.59
"USA","SHORT","Oregon / Valino Island, South Slough",2011,21.23
"USA","SHORT","Rhode Island / Fort Getty, Narragansett Bay",2005,48.64
"USA","SHORT","Rhode Island / Fort Getty, Narragansett Bay",2006,74.72
"USA","SHORT","Rhode Island / Fort Getty, Narragansett Bay",2007,86.94
"USA","SHORT","Rhode Island / Fort Getty, Narragansett Bay",2008,63.63
"USA","SHORT","Rhode Island / Fort Getty, Narragansett Bay",2009,71.41
"USA","SHORT","Rhode Island / Fort Getty, Narragansett Bay",2010,52.66
"USA","SHORT","Rhode Island / Prudence Is., Narragansett Bay",2005,68.76
"USA","SHORT","Rhode Island / Prudence Is., Narragansett Bay",2006,64.47
"USA","SHORT","Rhode Island / Prudence Is., Narragansett Bay",2007,40.47
"USA","SHORT","Rhode Island / Prudence Is., Narragansett Bay",2008,54.77
"USA","SHORT","Rhode Island / Prudence Is., Narragansett Bay",2009,39.16
"USA","SHORT","Rhode Island / Prudence Is., Narragansett Bay",2010,43.34
"USA","SHORT","Washington / Dumas Bay",2008,19.49
"USA","SHORT","Washington / Dumas Bay",2009,24.87
"USA","SHORT","Washington / Dumas Bay",2010,30.48
"USA","SHORT","Washington / Dumas Bay",2011,22.78
"VIR","WAYCOTT","Buck Channel Island",1971,133
"VIR","WAYCOTT","Buck Channel Island",1999,434
"URY",,,,
"UZB",,,,
"VUT",,,,
"VEN","OTHER","Venezuela",2003,50000
"VNM","OTHER","Viet Nam",2003,44000
"WLF",,,,
"ESH",,,,
"YEM",,,,
"ZMB",,,,
"ZWE",,,,
