iucn_sid,year,old_cat,cat_txt,cat_ts,cat_ts_score
22693420,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693420,2004,LC,Least Concern,LC,0.0
22693420,2008,LC,Least Concern,LC,0.0
22693420,2009,LC,Least Concern,LC,0.0
22693420,2012,LC,Least Concern,LC,0.0
22693420,2016,LC,Least Concern,LC,0.0
22693424,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693424,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693424,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693424,2004,LC,Least Concern,LC,0.0
22693424,2008,LC,Least Concern,LC,0.0
22693424,2009,LC,Least Concern,LC,0.0
22693424,2012,LC,Least Concern,LC,0.0
22693424,2016,LC,Least Concern,LC,0.0
22693427,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693427,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693427,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693427,2004,LC,Least Concern,LC,0.0
22693427,2008,LC,Least Concern,LC,0.0
22693427,2009,LC,Least Concern,LC,0.0
22693427,2012,LC,Least Concern,LC,0.0
22693427,2016,LC,Least Concern,LC,0.0
22693431,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693431,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693431,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693431,2004,LC,Least Concern,LC,0.0
22693431,2008,LC,Least Concern,LC,0.0
22693431,2009,LC,Least Concern,LC,0.0
22693431,2012,LC,Least Concern,LC,0.0
22693431,2015,NT,Near Threatened,NT,0.2
22693431,2016,NT,Near Threatened,NT,0.2
22693452,1988,T,Threatened,EN,0.6
22693452,1994,VU,Vulnerable,VU,0.4
22693452,1996,VU,Vulnerable,VU,0.4
22693452,2000,VU,Vulnerable,VU,0.4
22693452,2004,EN,Endangered,EN,0.6
22693452,2008,CR,Critically Endangered,CR,0.8
22693452,2009,CR,Critically Endangered,CR,0.8
22693452,2010,CR,Critically Endangered,CR,0.8
22693452,2011,CR,Critically Endangered,CR,0.8
22693452,2012,CR,Critically Endangered,CR,0.8
22693452,2013,CR,Critically Endangered,CR,0.8
22693452,2015,CR,Critically Endangered,CR,0.8
22693452,2016,CR,Critically Endangered,CR,0.8
22693464,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693464,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693464,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693464,2004,LC,Least Concern,LC,0.0
22693464,2008,LC,Least Concern,LC,0.0
22693464,2009,LC,Least Concern,LC,0.0
22693464,2012,LC,Least Concern,LC,0.0
22693464,2016,LC,Least Concern,LC,0.0
22693468,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693468,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693468,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693468,2004,LC,Least Concern,LC,0.0
22693468,2008,LC,Least Concern,LC,0.0
22693468,2009,LC,Least Concern,LC,0.0
22693468,2012,LC,Least Concern,LC,0.0
22693468,2015,LC,Least Concern,LC,0.0
22693468,2016,LC,Least Concern,LC,0.0
22693472,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693472,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693472,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693472,2004,LC,Least Concern,LC,0.0
22693472,2008,LC,Least Concern,LC,0.0
22693472,2009,LC,Least Concern,LC,0.0
22693472,2012,LC,Least Concern,LC,0.0
22693472,2016,LC,Least Concern,LC,0.0
22693490,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693490,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693490,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693490,2004,LC,Least Concern,LC,0.0
22693490,2008,LC,Least Concern,LC,0.0
22693490,2009,LC,Least Concern,LC,0.0
22693490,2012,LC,Least Concern,LC,0.0
22693490,2016,LC,Least Concern,LC,0.0
22693494,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693494,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693494,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693494,2004,LC,Least Concern,LC,0.0
22693494,2008,LC,Least Concern,LC,0.0
22693494,2009,LC,Least Concern,LC,0.0
22693494,2012,LC,Least Concern,LC,0.0
22693494,2016,LC,Least Concern,LC,0.0
22693520,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693520,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693520,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693520,2004,LC,Least Concern,LC,0.0
22693520,2008,LC,Least Concern,LC,0.0
22693520,2009,LC,Least Concern,LC,0.0
22693520,2012,LC,Least Concern,LC,0.0
22693520,2016,LC,Least Concern,LC,0.0
22693528,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693528,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693528,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693528,2004,LC,Least Concern,LC,0.0
22693528,2008,LC,Least Concern,LC,0.0
22693528,2009,LC,Least Concern,LC,0.0
22693528,2012,LC,Least Concern,LC,0.0
22693528,2016,LC,Least Concern,LC,0.0
22693556,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693556,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693556,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693556,2004,LC,Least Concern,LC,0.0
22693556,2008,LC,Least Concern,LC,0.0
22693556,2009,LC,Least Concern,LC,0.0
22693556,2012,LC,Least Concern,LC,0.0
22693556,2015,LC,Least Concern,LC,0.0
22693556,2016,LC,Least Concern,LC,0.0
22693567,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693567,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693567,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693567,2004,LC,Least Concern,LC,0.0
22693567,2008,LC,Least Concern,LC,0.0
22693567,2009,LC,Least Concern,LC,0.0
22693567,2012,LC,Least Concern,LC,0.0
22693567,2016,LC,Least Concern,LC,0.0
22693570,1988,NT,Near Threatened,NT,0.2
22693570,1994,LR/nt,Lower Risk/near threatened,NT,0.2
22693570,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22693570,2004,NT,Near Threatened,NT,0.2
22693570,2006,NT,Near Threatened,NT,0.2
22693570,2008,NT,Near Threatened,NT,0.2
22693570,2012,NT,Near Threatened,NT,0.2
22693570,2016,NT,Near Threatened,NT,0.2
22693584,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693584,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693584,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693584,2004,LC,Least Concern,LC,0.0
22693584,2008,LC,Least Concern,LC,0.0
22693584,2009,LC,Least Concern,LC,0.0
22693584,2012,LC,Least Concern,LC,0.0
22693584,2016,LC,Least Concern,LC,0.0
22693604,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693604,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693604,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693604,2004,LC,Least Concern,LC,0.0
22693604,2008,LC,Least Concern,LC,0.0
22693604,2009,LC,Least Concern,LC,0.0
22693604,2012,LC,Least Concern,LC,0.0
22693604,2013,NT,Near Threatened,NT,0.2
22693604,2016,NT,Near Threatened,NT,0.2
22693621,1988,T,Threatened,EN,0.6
22693621,1994,EX,Extinct,EX,1.0
22693621,1996,EX,Extinct,EX,1.0
22693621,2000,EX,Extinct,EX,1.0
22693621,2004,EX,Extinct,EX,1.0
22693621,2008,EX,Extinct,EX,1.0
22693621,2012,EX,Extinct,EX,1.0
22693621,2016,EX,Extinct,EX,1.0
22693627,1988,NT,Near Threatened,NT,0.2
22693627,1994,LR/nt,Lower Risk/near threatened,NT,0.2
22693627,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22693627,2004,NT,Near Threatened,NT,0.2
22693627,2006,NT,Near Threatened,NT,0.2
22693627,2008,NT,Near Threatened,NT,0.2
22693627,2012,NT,Near Threatened,NT,0.2
22693627,2015,NT,Near Threatened,NT,0.2
22693627,2016,NT,Near Threatened,NT,0.2
22693644,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693644,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693644,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693644,2004,LC,Least Concern,LC,0.0
22693644,2008,LC,Least Concern,LC,0.0
22693644,2009,LC,Least Concern,LC,0.0
22693644,2012,LC,Least Concern,LC,0.0
22693644,2016,LC,Least Concern,LC,0.0
22693647,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693647,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693647,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693647,2004,LC,Least Concern,LC,0.0
22693647,2008,LC,Least Concern,LC,0.0
22693647,2009,LC,Least Concern,LC,0.0
22693647,2012,LC,Least Concern,LC,0.0
22693647,2016,LC,Least Concern,LC,0.0
22693651,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693651,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693651,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693651,2004,LC,Least Concern,LC,0.0
22693651,2008,LC,Least Concern,LC,0.0
22693651,2009,LC,Least Concern,LC,0.0
22693651,2012,LC,Least Concern,LC,0.0
22693651,2013,LC,Least Concern,LC,0.0
22693651,2016,LC,Least Concern,LC,0.0
22693656,1988,T,Threatened,EN,0.6
22693656,1994,EN,Endangered,EN,0.6
22693656,2000,EN,Endangered,EN,0.6
22693656,2004,EN,Endangered,EN,0.6
22693656,2006,EN,Endangered,EN,0.6
22693656,2008,EN,Endangered,EN,0.6
22693656,2012,EN,Endangered,EN,0.6
22693656,2016,EN,Endangered,EN,0.6
22693663,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693663,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693663,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693663,2004,LC,Least Concern,LC,0.0
22693663,2008,LC,Least Concern,LC,0.0
22693663,2009,LC,Least Concern,LC,0.0
22693663,2012,LC,Least Concern,LC,0.0
22693663,2016,LC,Least Concern,LC,0.0
22693669,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693669,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693669,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693669,2004,LC,Least Concern,LC,0.0
22693669,2008,LC,Least Concern,LC,0.0
22693669,2009,LC,Least Concern,LC,0.0
22693669,2012,LC,Least Concern,LC,0.0
22693669,2016,LC,Least Concern,LC,0.0
22693690,1988,T,Threatened,EN,0.6
22693690,1994,CR,Critically Endangered,CR,0.8
22693690,1996,CR,Critically Endangered,CR,0.8
22693690,2000,CR,Critically Endangered,CR,0.8
22693690,2004,CR,Critically Endangered,CR,0.8
22693690,2006,CR,Critically Endangered,CR,0.8
22693690,2007,CR,Critically Endangered,CR,0.8
22693690,2008,CR,Critically Endangered,CR,0.8
22693690,2009,CR,Critically Endangered,CR,0.8
22693690,2012,CR,Critically Endangered,CR,0.8
22693690,2013,CR,Critically Endangered,CR,0.8
22693690,2015,CR,Critically Endangered,CR,0.8
22693690,2016,CR,Critically Endangered,CR,0.8
22693709,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693709,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693709,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693709,2004,LC,Least Concern,LC,0.0
22693709,2008,LC,Least Concern,LC,0.0
22693709,2009,LC,Least Concern,LC,0.0
22693709,2012,LC,Least Concern,LC,0.0
22693709,2016,LC,Least Concern,LC,0.0
22693712,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693712,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693712,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693712,2004,LC,Least Concern,LC,0.0
22693712,2008,LC,Least Concern,LC,0.0
22693712,2009,LC,Least Concern,LC,0.0
22693712,2012,LC,Least Concern,LC,0.0
22693712,2016,LC,Least Concern,LC,0.0
22693717,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693717,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693717,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693717,2004,LC,Least Concern,LC,0.0
22693717,2008,LC,Least Concern,LC,0.0
22693717,2009,LC,Least Concern,LC,0.0
22693717,2012,LC,Least Concern,LC,0.0
22693717,2016,LC,Least Concern,LC,0.0
22693720,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693720,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693720,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693720,2004,LC,Least Concern,LC,0.0
22693720,2008,LC,Least Concern,LC,0.0
22693720,2009,LC,Least Concern,LC,0.0
22693720,2012,LC,Least Concern,LC,0.0
22693720,2016,LC,Least Concern,LC,0.0
22693727,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693727,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693727,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693727,2004,LC,Least Concern,LC,0.0
22693727,2008,LC,Least Concern,LC,0.0
22693727,2009,LC,Least Concern,LC,0.0
22693727,2012,LC,Least Concern,LC,0.0
22693727,2016,LC,Least Concern,LC,0.0
22693735,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693735,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693735,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693735,2004,LC,Least Concern,LC,0.0
22693735,2008,LC,Least Concern,LC,0.0
22693735,2009,LC,Least Concern,LC,0.0
22693735,2012,LC,Least Concern,LC,0.0
22693735,2016,LC,Least Concern,LC,0.0
22693740,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693740,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693740,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693740,2004,LC,Least Concern,LC,0.0
22693740,2008,LC,Least Concern,LC,0.0
22693740,2009,LC,Least Concern,LC,0.0
22693740,2012,LC,Least Concern,LC,0.0
22693740,2016,LC,Least Concern,LC,0.0
22693749,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693749,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693749,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693749,2004,LC,Least Concern,LC,0.0
22693749,2008,LC,Least Concern,LC,0.0
22693749,2009,LC,Least Concern,LC,0.0
22693749,2011,LC,Least Concern,LC,0.0
22693749,2012,LC,Least Concern,LC,0.0
22693749,2016,LC,Least Concern,LC,0.0
22693759,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693759,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693759,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693759,2004,LC,Least Concern,LC,0.0
22693759,2008,LC,Least Concern,LC,0.0
22693759,2009,LC,Least Concern,LC,0.0
22693759,2012,LC,Least Concern,LC,0.0
22693759,2016,LC,Least Concern,LC,0.0
22693764,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693764,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693764,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693764,2004,LC,Least Concern,LC,0.0
22693764,2008,LC,Least Concern,LC,0.0
22693764,2009,LC,Least Concern,LC,0.0
22693764,2012,LC,Least Concern,LC,0.0
22693764,2016,LC,Least Concern,LC,0.0
22693767,1988,NT,Near Threatened,NT,0.2
22693767,1994,LR/nt,Lower Risk/near threatened,NT,0.2
22693767,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693767,2004,LC,Least Concern,LC,0.0
22693767,2008,LC,Least Concern,LC,0.0
22693767,2009,LC,Least Concern,LC,0.0
22693767,2012,LC,Least Concern,LC,0.0
22693767,2016,LC,Least Concern,LC,0.0
22693770,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693770,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693770,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693770,2004,LC,Least Concern,LC,0.0
22693770,2008,LC,Least Concern,LC,0.0
22693770,2009,LC,Least Concern,LC,0.0
22693770,2012,LC,Least Concern,LC,0.0
22693770,2016,LC,Least Concern,LC,0.0
22693774,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693774,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693774,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693774,2004,LC,Least Concern,LC,0.0
22693774,2008,LC,Least Concern,LC,0.0
22693774,2009,LC,Least Concern,LC,0.0
22693774,2012,LC,Least Concern,LC,0.0
22693774,2016,LC,Least Concern,LC,0.0
22693777,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693777,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693777,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693777,2004,LC,Least Concern,LC,0.0
22693777,2008,LC,Least Concern,LC,0.0
22693777,2009,LC,Least Concern,LC,0.0
22693777,2012,LC,Least Concern,LC,0.0
22693777,2016,LC,Least Concern,LC,0.0
22693780,1988,T,Threatened,EN,0.6
22693780,1994,VU,Vulnerable,VU,0.4
22693780,1996,VU,Vulnerable,VU,0.4
22693780,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22693780,2004,VU,Vulnerable,VU,0.4
22693780,2006,VU,Vulnerable,VU,0.4
22693780,2008,VU,Vulnerable,VU,0.4
22693780,2012,VU,Vulnerable,VU,0.4
22693780,2016,VU,Vulnerable,VU,0.4
22693793,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693793,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693793,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693793,2004,LC,Least Concern,LC,0.0
22693793,2008,LC,Least Concern,LC,0.0
22693793,2009,LC,Least Concern,LC,0.0
22693793,2012,LC,Least Concern,LC,0.0
22693793,2016,LC,Least Concern,LC,0.0
22693811,1988,T,Threatened,EN,0.6
22693811,1994,VU,Vulnerable,VU,0.4
22693811,1996,VU,Vulnerable,VU,0.4
22693811,2000,VU,Vulnerable,VU,0.4
22693811,2001,NT,Near Threatened,NT,0.2
22693811,2004,VU,Vulnerable,VU,0.4
22693811,2005,NT,Near Threatened,NT,0.2
22693811,2006,NT,Near Threatened,NT,0.2
22693811,2008,NT,Near Threatened,NT,0.2
22693811,2012,NT,Near Threatened,NT,0.2
22693811,2016,NT,Near Threatened,NT,0.2
22693814,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693814,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693814,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693814,2004,LC,Least Concern,LC,0.0
22693814,2007,NT,Near Threatened,NT,0.2
22693814,2008,NT,Near Threatened,NT,0.2
22693814,2012,NT,Near Threatened,NT,0.2
22693814,2016,NT,Near Threatened,NT,0.2
22693828,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693828,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693828,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693828,2004,LC,Least Concern,LC,0.0
22693828,2008,LC,Least Concern,LC,0.0
22693828,2009,LC,Least Concern,LC,0.0
22693828,2012,LC,Least Concern,LC,0.0
22693828,2016,LC,Least Concern,LC,0.0
22693832,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693832,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693832,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693832,2004,LC,Least Concern,LC,0.0
22693832,2008,LC,Least Concern,LC,0.0
22693832,2009,LC,Least Concern,LC,0.0
22693832,2012,LC,Least Concern,LC,0.0
22693832,2016,LC,Least Concern,LC,0.0
22693836,1988,NT,Near Threatened,NT,0.2
22693836,1994,LR/nt,Lower Risk/near threatened,NT,0.2
22693836,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22693836,2004,NT,Near Threatened,NT,0.2
22693836,2006,NT,Near Threatened,NT,0.2
22693836,2008,NT,Near Threatened,NT,0.2
22693836,2012,NT,Near Threatened,NT,0.2
22693836,2016,NT,Near Threatened,NT,0.2
22693839,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693839,1994,LR/nt,Lower Risk/near threatened,NT,0.2
22693839,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22693839,2004,NT,Near Threatened,NT,0.2
22693839,2008,NT,Near Threatened,NT,0.2
22693839,2012,NT,Near Threatened,NT,0.2
22693839,2016,NT,Near Threatened,NT,0.2
22693842,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693842,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693842,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693842,2004,LC,Least Concern,LC,0.0
22693842,2008,LC,Least Concern,LC,0.0
22693842,2009,LC,Least Concern,LC,0.0
22693842,2012,LC,Least Concern,LC,0.0
22693842,2016,LC,Least Concern,LC,0.0
22693845,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693845,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693845,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693845,2004,LC,Least Concern,LC,0.0
22693845,2008,LC,Least Concern,LC,0.0
22693845,2009,LC,Least Concern,LC,0.0
22693845,2012,LC,Least Concern,LC,0.0
22693845,2013,LC,Least Concern,LC,0.0
22693845,2014,LC,Least Concern,LC,0.0
22693845,2016,LC,Least Concern,LC,0.0
22693852,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693852,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693852,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693852,2004,LC,Least Concern,LC,0.0
22693852,2008,LC,Least Concern,LC,0.0
22693852,2009,LC,Least Concern,LC,0.0
22693852,2012,LC,Least Concern,LC,0.0
22693852,2016,LC,Least Concern,LC,0.0
22693855,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693855,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693855,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693855,2004,LC,Least Concern,LC,0.0
22693855,2008,LC,Least Concern,LC,0.0
22693855,2009,LC,Least Concern,LC,0.0
22693855,2012,LC,Least Concern,LC,0.0
22693855,2016,LC,Least Concern,LC,0.0
22693862,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693862,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693862,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693862,2004,LC,Least Concern,LC,0.0
22693862,2008,LC,Least Concern,LC,0.0
22693862,2009,LC,Least Concern,LC,0.0
22693862,2012,LC,Least Concern,LC,0.0
22693862,2016,LC,Least Concern,LC,0.0
22693868,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693868,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693868,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693868,2004,LC,Least Concern,LC,0.0
22693868,2008,LC,Least Concern,LC,0.0
22693868,2009,LC,Least Concern,LC,0.0
22693868,2012,LC,Least Concern,LC,0.0
22693868,2016,LC,Least Concern,LC,0.0
22693872,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693872,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693872,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693872,2004,LC,Least Concern,LC,0.0
22693872,2008,LC,Least Concern,LC,0.0
22693872,2009,LC,Least Concern,LC,0.0
22693872,2011,LC,Least Concern,LC,0.0
22693872,2012,LC,Least Concern,LC,0.0
22693872,2016,LC,Least Concern,LC,0.0
22693879,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693879,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693879,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693879,2004,LC,Least Concern,LC,0.0
22693879,2008,LC,Least Concern,LC,0.0
22693879,2009,LC,Least Concern,LC,0.0
22693879,2012,LC,Least Concern,LC,0.0
22693879,2016,LC,Least Concern,LC,0.0
22693883,1988,T,Threatened,EN,0.6
22693883,1994,VU,Vulnerable,VU,0.4
22693883,1996,VU,Vulnerable,VU,0.4
22693883,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22693883,2004,NT,Near Threatened,NT,0.2
22693883,2006,NT,Near Threatened,NT,0.2
22693883,2008,NT,Near Threatened,NT,0.2
22693883,2012,VU,Vulnerable,VU,0.4
22693883,2014,VU,Vulnerable,VU,0.4
22693883,2016,VU,Vulnerable,VU,0.4
22693899,1988,T,Threatened,EN,0.6
22693899,1994,EN,Endangered,EN,0.6
22693899,1996,EN,Endangered,EN,0.6
22693899,2000,EN,Endangered,EN,0.6
22693899,2004,EN,Endangered,EN,0.6
22693899,2008,EN,Endangered,EN,0.6
22693899,2012,EN,Endangered,EN,0.6
22693899,2016,EN,Endangered,EN,0.6
22693928,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693928,1994,VU,Vulnerable,VU,0.4
22693928,1996,VU,Vulnerable,VU,0.4
22693928,2000,VU,Vulnerable,VU,0.4
22693928,2004,VU,Vulnerable,VU,0.4
22693928,2006,VU,Vulnerable,VU,0.4
22693928,2008,VU,Vulnerable,VU,0.4
22693928,2012,VU,Vulnerable,VU,0.4
22693928,2016,VU,Vulnerable,VU,0.4
22693949,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693949,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693949,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693949,2004,LC,Least Concern,LC,0.0
22693949,2008,LC,Least Concern,LC,0.0
22693949,2009,LC,Least Concern,LC,0.0
22693949,2012,LC,Least Concern,LC,0.0
22693949,2015,NT,Near Threatened,NT,0.2
22693949,2016,NT,Near Threatened,NT,0.2
22693978,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693978,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693978,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693978,2004,LC,Least Concern,LC,0.0
22693978,2008,LC,Least Concern,LC,0.0
22693978,2009,LC,Least Concern,LC,0.0
22693978,2012,LC,Least Concern,LC,0.0
22693978,2016,LC,Least Concern,LC,0.0
22693983,1988,LR/lc,Lower Risk/least concern,LC,0.0
22693983,1994,LR/lc,Lower Risk/least concern,LC,0.0
22693983,2000,LR/lc,Lower Risk/least concern,LC,0.0
22693983,2004,LC,Least Concern,LC,0.0
22693983,2008,LC,Least Concern,LC,0.0
22693983,2009,LC,Least Concern,LC,0.0
22693983,2012,LC,Least Concern,LC,0.0
22693983,2016,LC,Least Concern,LC,0.0
22694038,1988,LR/lc,Lower Risk/least concern,LC,0.0
22694038,1994,LR/lc,Lower Risk/least concern,LC,0.0
22694038,2000,LR/lc,Lower Risk/least concern,LC,0.0
22694038,2004,LC,Least Concern,LC,0.0
22694038,2008,LC,Least Concern,LC,0.0
22694038,2009,LC,Least Concern,LC,0.0
22694038,2012,LC,Least Concern,LC,0.0
22694038,2016,LC,Least Concern,LC,0.0
22694064,1988,LR/lc,Lower Risk/least concern,LC,0.0
22694064,1994,LR/lc,Lower Risk/least concern,LC,0.0
22694064,2000,LR/lc,Lower Risk/least concern,LC,0.0
22694064,2004,LC,Least Concern,LC,0.0
22694064,2008,LC,Least Concern,LC,0.0
22694064,2009,LC,Least Concern,LC,0.0
22694064,2012,LC,Least Concern,LC,0.0
22694064,2016,LC,Least Concern,LC,0.0
22694081,1988,LR/lc,Lower Risk/least concern,LC,0.0
22694081,1994,LR/lc,Lower Risk/least concern,LC,0.0
22694081,2000,LR/lc,Lower Risk/least concern,LC,0.0
22694081,2004,LC,Least Concern,LC,0.0
22694081,2008,LC,Least Concern,LC,0.0
22694081,2009,LC,Least Concern,LC,0.0
22694081,2012,LC,Least Concern,LC,0.0
22694081,2016,LC,Least Concern,LC,0.0
