"sciname","class","order","family","genus","species","authority","sid","modified.year","category","criteria","habitat"
"Prionurus laticlavius","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Prionurus","laticlavius","(Valenciennes, 1846)",183310,2012,"LC","","Marine"
"Prionurus maculatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Prionurus","maculatus","Ogilby, 1887",178025,2012,"LC","","Marine"
"Prionurus microlepidotus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Prionurus","microlepidotus","Lacepède, 1804",178016,2012,"LC","","Marine"
"Prionurus punctatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Prionurus","punctatus","Gill, 1862",183646,2012,"LC","","Marine"
"Prionurus scalprum","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Prionurus","scalprum","Valenciennes, 1835",177952,2012,"DD","","Marine"
"Prionurus scalprus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Prionurus","scalprus","Valenciennes, 1835",177952,2012,"DD","","Marine"
"Priopis lungi","ACTINOPTERYGII","PERCIFORMES","AMBASSIDAE","Priopis","lungi","Bleeker, 1852",155201,2012,"LC","","Marine"
"Pristigaster argenteus","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Pristigaster","argenteus","(Günther 1868)",183922,2010,"LC","","Marine"
"Pristigaster dovii","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Pristigaster","dovii","(Günther 1868)",183922,2010,"LC","","Marine"
"Pristigaster effulgens","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Pristigaster","effulgens","(Regan 1903)",183670,2010,"VU","D2","Marine"
"Pristigaster lutipinnis","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Pristigaster","lutipinnis","(Jordan &amp; Gilbert, 1882)",183416,2010,"LC","","Marine"
"Pristigaster macrops","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Pristigaster","macrops","(Günther, 1867)",183414,2010,"LC","","Marine"
"Pristigaster panamensis","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Pristigaster","panamensis","(Steindachner, 1876)",183387,2010,"LC","","Marine"
"Pristigenys serrula","ACTINOPTERYGII","PERCIFORMES","PRIACANTHIDAE","Pristigenys","serrula","(Gilbert, 1891)",178102,2010,"LC","","Marine"
"Pristiophorus cirratus","CHONDRICHTHYES","PRISTIOPHORIFORMES","PRISTIOPHORIDAE","Pristiophorus","cirratus","(Latham, 1794)",39327,2003,"LC","","Marine"
"Pristiophorus delicatus","CHONDRICHTHYES","PRISTIOPHORIFORMES","PRISTIOPHORIDAE","Pristiophorus","delicatus","Yearsley, Last &amp; White, 2008",42720,2003,"LC","","Marine"
"Pristiophorus japonicus","CHONDRICHTHYES","PRISTIOPHORIFORMES","PRISTIOPHORIDAE","Pristiophorus","japonicus","Günther, 1870",161634,2009,"DD","","Marine"
"Pristiophorus nudipinnis","CHONDRICHTHYES","PRISTIOPHORIFORMES","PRISTIOPHORIDAE","Pristiophorus","nudipinnis","Günther, 1870",41846,2003,"LC","","Marine"
"Pristiophorus schroederi","CHONDRICHTHYES","PRISTIOPHORIFORMES","PRISTIOPHORIDAE","Pristiophorus","schroederi","Springer &amp; Bullis, 1960",60226,2006,"DD","","Marine"
"Pristiophorus sp. nov. B","CHONDRICHTHYES","PRISTIOPHORIFORMES","PRISTIOPHORIDAE","Pristiophorus","sp. nov. B","Yearsley, Last &amp; White, 2008",42720,2003,"LC","","Marine"
"Pristipoma axillare","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","axillare","(Steindachner, 1869)",183507,2010,"LC","","Marine"
"Pristipoma bennetti","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","bennetti","(Bowdich, 1825)",155182,2010,"LC","","Marine"
"Pristipoma bennettii","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","bennettii","(Bowdich, 1825)",155182,2010,"LC","","Marine"
"Pristipoma branickii","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","branickii","(Steindachner, 1879)",183795,2010,"LC","","Marine"
"Pristipoma brevipinne","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","brevipinne","(Steindachner, 1869)",183328,2010,"LC","","Marine"
"Pristipoma cantharinum","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","cantharinum","(Jenyns, 1840)",183937,2010,"DD","","Marine"
"Pristipoma cantharinus","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","cantharinus","(Jenyns, 1840)",183937,2010,"DD","","Marine"
"Pristipoma caripa","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","caripa","(Bloch, 1793)",155330,2010,"LC","","Marine"
"Pristipoma chalceum","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","chalceum","(Günther, 1864)",183714,2010,"LC","","Marine"
"Pristipoma chrysobalion","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","chrysobalion","(Forsskål, 1775)",172404,2012,"LC","","Marine"
"Pristipoma conceptionis","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","conceptionis","(Cuvier, 1830)",155309,2010,"LC","","Marine"
"Pristipoma davidsonii","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","davidsonii","(Steindachner, 1876)",183736,2010,"LC","","Marine"
"Pristipoma dovii","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","dovii","(Günther, 1864)",183680,2010,"LC","","Marine"
"Pristipoma leuciscus","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","leuciscus","(Günther, 1864)",183833,2010,"LC","","Marine"
"Pristipoma leuciscus elongata","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","leuciscus elongata","(Steindachner, 1879)",184021,2010,"LC","","Marine"
"Pristipoma leucurum","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","leucurum","(Lacepède, 1802)",196408,2012,"LC","","Marine"
"Pristipoma macracanthum","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","macracanthum","(Günther, 1864)",183313,2010,"LC","","Marine"
"Pristipoma macracanthus","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","macracanthus","(Günther, 1864)",183313,2010,"LC","","Marine"
"Pristipoma manadense","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","manadense","(Forsskål, 1775)",172404,2012,"LC","","Marine"
"Pristipoma nageb","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","nageb","(Forsskål, 1775)",172404,2012,"LC","","Marine"
"Pristipoma nigrum","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","nigrum","(Lacepède, 1802)",196408,2012,"LC","","Marine"
"Pristipoma nitidum","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","nitidum","(Steindachner, 1869)",183956,2010,"LC","","Marine"
"Pristipoma nitidus","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","nitidus","(Steindachner, 1869)",183956,2010,"LC","","Marine"
"Pristipoma panamense","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","panamense","(Steindachner, 1876)",155293,2010,"LC","","Marine"
"Pristipoma ronchus","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","ronchus","(Bowdich, 1825)",155182,2010,"LC","","Marine"
"Pristipoma scapulare","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pristipoma","scapulare","(Tschudi, 1846)",183256,2010,"LC","","Marine"
"Pristipoma sexlineatum","ACTINOPTERYGII","PERCIFORMES","TERAPONTIDAE","Pristipoma","sexlineatum","(Quoy &amp; Gaimard, 1825)",155026,2010,"LC","","Marine"
"Pristipomoides freemani","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Pristipomoides","freemani","Anderson, 1966",154682,2010,"LC","","Marine"
"Pristis clavata","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","clavata","Garman, 1906",39390,2013,"EN","A2cd","Marine"
"Pristis cuspidatus","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","cuspidatus","(Latham, 1794)",39389,2013,"EN","A2cd","Marine"
"Pristis microdon","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","microdon","(Linnaeus, 1758)",18584848,2013,"CR","A2cd","Marine"
"Pristis microdon","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","microdon","",43508905,2013,"CR","A2cd","Marine"
"Pristis pectinata","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pectinata","",43398244,2013,"CR","A2cd","Marine"
"Pristis pectinata","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pectinata","Latham, 1794",18175,2013,"CR","A2cd","Marine"
"Pristis pectinata","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pectinata",,43398250,2013,"CR","A2cd","Marine"
"Pristis perotteti","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","perotteti","",43508949,2013,"CR","A2cd","Marine"
"Pristis perotteti","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","perotteti","(Linnaeus, 1758)",18584848,2013,"CR","A2cd","Marine"
"Pristis  perotteti ","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis ","perotteti ","",43508845,2013,"CR","A2cd","Marine"
"Pristis perotteti ","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","perotteti ","",43508842,2013,"CR","A2cd","Marine"
"Pristis pristis","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pristis","(Linnaeus, 1758)",18584848,2013,"CR","A2cd","Marine"
"Pristis pristis","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pristis","",43508842,2013,"CR","A2cd","Marine"
"Pristis pristis","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pristis","",43508949,2013,"CR","A2cd","Marine"
"Pristis pristis","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pristis","",43508905,2013,"CR","A2cd","Marine"
"Pristis pristis","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","pristis","",43508845,2013,"CR","A2cd","Marine"
"Pristis zephyreus","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","zephyreus","(Linnaeus, 1758)",18584848,2013,"CR","A2cd","Marine"
"Pristis zijsron","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","zijsron","Bleeker, 1851",39393,2013,"CR","A2cd","Marine"
"Pristiurus arae","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Pristiurus","arae","(Nichols, 1927)",161479,2009,"LC","","Marine"
"Pristiurus atlanticus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Pristiurus","atlanticus","(Vaillant, 1888)",63149,2007,"NT","","Marine"
"Pristiurus boardmani","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Pristiurus","boardmani","(Whitley, 1928)",41811,2003,"LC","","Marine"
"Pristiurus eastmani","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Pristiurus","eastmani","(Jordan &amp; Snyder, 1904)",161364,2009,"LC","","Marine"
"Pristiurus murinus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Pristiurus","murinus","(Collett, 1904)",161705,2009,"LC","","Marine"
"Pristiurus sauteri","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Pristiurus","sauteri","(Jordan &amp; Richardson, 1909)",161406,2009,"DD","","Marine"
"Pristotis jordani","ACTINOPTERYGII","PERCIFORMES","POMACENTRIDAE","Pristotis","jordani","(Rutter, 1897)",154915,2010,"LC","","Marine"
"Procellaria aequinoctialis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","aequinoctialis","Linnaeus, 1758",22698140,2012,"VU","A4bcde","Marine"
"Procellaria cinerea","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","cinerea","Gmelin, 1789",22698159,2012,"NT","","Marine"
"Procellaria conspicillata","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","conspicillata","Gould, 1844",22728437,2013,"VU","D2","Marine"
"Procellaria parkinsoni","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","parkinsoni","Gray, 1862",22698150,2012,"VU","D2","Marine"
"Procellaria westlandica","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","westlandica","Falla, 1946",22698155,2012,"VU","D2","Marine"
"Procelsterna albivitta","AVES","CHARADRIIFORMES","LARIDAE","Procelsterna","albivitta","Bonaparte, 1856",22733705,2014,"LC","","Marine"
"Procelsterna cerulea","AVES","CHARADRIIFORMES","LARIDAE","Procelsterna","cerulea","(Bennett, 1840)",22727746,2014,"LC","","Marine"
"Prognathodes aculeatus","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","aculeatus","(Poey, 1860)",165627,2010,"LC","","Marine"
"Prognathodes aya","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","aya","(Jordan, 1886)",165621,2010,"LC","","Marine"
"Prognathodes brasiliensis","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","brasiliensis","Burgess, 2001",165613,2010,"LC","","Marine"
"Prognathodes carlhubbsi","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","carlhubbsi","Nalbant, 1995",165658,2010,"NT","","Marine"
"Prognathodes dichrous","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","dichrous","(Günther, 1869)",165690,2010,"LC","","Marine"
"Prognathodes falcifer","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","falcifer","(Hubbs &amp; Rechnitzer, 1958)",165701,2010,"LC","","Marine"
"Prognathodes guezei","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","guezei","(Maugé &amp; Bauchot, 1976)",165644,2010,"DD","","Marine"
"Prognathodes guyanensis","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","guyanensis","(Durand, 1960)",165646,2010,"LC","","Marine"
"Prognathodes guyotensis","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","guyotensis","(Yamamoto &amp; Tameka, 1982)",165645,2010,"DD","","Marine"
"Prognathodes longirostris","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","longirostris","(Broussonet, 1782)",165667,2010,"LC","","Marine"
"Prognathodes marcellae","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","marcellae","(Poll, 1950)",165674,2010,"LC","","Marine"
"Prognathodes obliquus","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Prognathodes","obliquus","(Lubbock &amp; Edwards, 1980)",4363,2010,"DD","","Marine"
"Prognatholiparis ptychomandibularis","ACTINOPTERYGII","SCORPAENIFORMES","LIPARIDAE","Prognatholiparis","ptychomandibularis","Orr &amp; Busby, 2001",155150,2010,"DD","","Marine"
"Prognichthys rondeletii","ACTINOPTERYGII","BELONIFORMES","EXOCOETIDAE","Prognichthys","rondeletii","(Valenciennes, 1847)",183776,2010,"LC","","Marine"
"Prognichthys sealei","ACTINOPTERYGII","BELONIFORMES","EXOCOETIDAE","Prognichthys","sealei","Abe 1955",183868,2010,"LC","","Marine"
"Prognichthys tringa","ACTINOPTERYGII","BELONIFORMES","EXOCOETIDAE","Prognichthys","tringa","Breder 1928",183891,2010,"LC","","Marine"
"Projasus bahamondei","MALACOSTRACA","DECAPODA","PALINURIDAE","Projasus","bahamondei","George, 1976",170051,2013,"LC","","Marine"
"Projasus parkeri","MALACOSTRACA","DECAPODA","PALINURIDAE","Projasus","parkeri","(Stebbing, 1902)",170042,2013,"LC","","Marine"
"Promachoteuthis megaptera","CEPHALOPODA","OEGOPSIDA","PROMACHOTEUTHIDAE","Promachoteuthis","megaptera","Hoyle, 1885",163309,2014,"DD","","Marine"
"Promachoteuthis sloani","CEPHALOPODA","OEGOPSIDA","PROMACHOTEUTHIDAE","Promachoteuthis","sloani","Young, Vecchione &amp; Piatkowski, 2006",176086,2014,"DD","","Marine"
"Promachoteuthis sulcus","CEPHALOPODA","OEGOPSIDA","PROMACHOTEUTHIDAE","Promachoteuthis","sulcus","Young, Vecchione &amp; Roper, 2007",176087,2014,"DD","","Marine"
"Promicrops ditobo","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Promicrops","ditobo","(Lichtenstein, 1822)",195409,2011,"CR","A2d","Marine"
"Promicrops esonue","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Promicrops","esonue","(Lichtenstein, 1822)",195409,2011,"CR","A2d","Marine"
"Promicropterus decoratus","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Promicropterus","decoratus","Gill 1861",183938,2010,"LC","","Marine"
"Pronotogrammus multifasciatus","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pronotogrammus","multifasciatus","Gill 1863",183283,2010,"LC","","Marine"
"Proscyllium habereri","CHONDRICHTHYES","CARCHARHINIFORMES","PROSCYLLIIDAE","Proscyllium","habereri","Hilgendorf, 1904",161733,2009,"DD","","Marine"
"Proscymnodon macracanthus","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Proscymnodon","macracanthus","(Regan, 1906)",44569,2004,"DD","","Marine"
"Proscymnodon plunketi","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Proscymnodon","plunketi","(Waite, 1910)",46865,2003,"NT","","Marine"
"Prosobonia cancellata","AVES","CHARADRIIFORMES","SCOLOPACIDAE","Prosobonia","cancellata","(Gmelin, 1789)",62289108,2014,"EX","","Marine"
"Prosobonia parvirostris","AVES","CHARADRIIFORMES","SCOLOPACIDAE","Prosobonia","parvirostris","(Peale, 1848)",62289271,2014,"EN","B1ab(ii,iii,iv,v)","Marine"
"Protemblemaria bicirris","ACTINOPTERYGII","PERCIFORMES","CHAENOPSIDAE","Protemblemaria","bicirris","(Hildebrand, 1946)",183479,2010,"LC","","Marine"
"Protemblemaria bicirrus","ACTINOPTERYGII","PERCIFORMES","CHAENOPSIDAE","Protemblemaria","bicirrus","(Hildebrand, 1946)",183479,2010,"LC","","Marine"
"Protemblemaria lucasana","ACTINOPTERYGII","PERCIFORMES","CHAENOPSIDAE","Protemblemaria","lucasana","(Stephens, 1963)",183548,2010,"LC","","Marine"
"Protemblemaria perla","ACTINOPTERYGII","PERCIFORMES","CHAENOPSIDAE","Protemblemaria","perla","Hastings, 2001",183732,2010,"DD","","Marine"
"Protemblemaria punctata","ACTINOPTERYGII","PERCIFORMES","CHAENOPSIDAE","Protemblemaria","punctata","Cervigón 1966",18374,2014,"DD","","Marine"
"Proterorhinus marmoratus","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Proterorhinus","marmoratus","(Pallas, 1814)",18376,2014,"LC","","Marine"
"Protomyctophum anderssoni","ACTINOPTERYGII","MYCTOPHIFORMES","MYCTOPHIDAE","Protomyctophum","anderssoni","(Lönnberg, 1905)",154789,2010,"LC","","Marine"
"Protomyctophum luciferum","ACTINOPTERYGII","MYCTOPHIFORMES","MYCTOPHIDAE","Protomyctophum","luciferum","Hulley, 1981",154620,2010,"LC","","Marine"
" Protosalanx  brevirostris","ACTINOPTERYGII","OSMERIFORMES","SALANGIDAE"," Protosalanx ","brevirostris","(Pellegrin, 1923)",181158,2012,"DD","","Marine"
"Protosalanx chinensis","ACTINOPTERYGII","OSMERIFORMES","SALANGIDAE","Protosalanx","chinensis","(Basilewsky, 1855)",180684,2012,"DD","","Marine"
"Protosalanx tangkahkeii","ACTINOPTERYGII","OSMERIFORMES","SALANGIDAE","Protosalanx","tangkahkeii","(Wu, 1931) ",166945,2011,"LC","","Marine"
"Prototroctes maraena","ACTINOPTERYGII","OSMERIFORMES","RETROPINNIDAE","Prototroctes","maraena","Günther, 1864",18383,2009,"NT","","Marine"
"Prototroctes oxyrhynchus","ACTINOPTERYGII","OSMERIFORMES","RETROPINNIDAE","Prototroctes","oxyrhynchus","Günther, 1870",18384,2014,"EX","","Marine"
"Protozygaena taylori","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Protozygaena","taylori","(Ogilby, 1915)",41852,2003,"LC","","Marine"
"Psammobatis bergi","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","bergi","Marini, 1932",44582,2004,"LC","","Marine"
"Psammobatis brevicaudatus","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","brevicaudatus","(Cope, 1877)",44596,2004,"DD","","Marine"
"Psammobatis extenta","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","extenta","(Garman, 1913)",44583,2004,"LC","","Marine"
"Psammobatis glansdissimilis","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","glansdissimilis","(Garman, 1913)",44583,2004,"LC","","Marine"
"Psammobatis lentiginosa","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","lentiginosa","McEachran, 1983",63121,2007,"DD","","Marine"
"Psammobatis normani","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","normani","McEachran, 1983",44640,2004,"DD","","Marine"
"Psammobatis parvacauda","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","parvacauda","McEachran, 1983",63134,2007,"DD","","Marine"
"Psammobatis rudis","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","rudis","Günther, 1870",44641,2004,"DD","","Marine"
"Psammobatis rutrum","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","rutrum","Jordan, 1891",63101,2007,"DD","","Marine"
"Psammobatis scobina","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","scobina","(Philippi, 1857)",63140,2007,"DD","","Marine"
"Psammobatis spinosissima","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","spinosissima","(Beebe &amp; Tee-Van, 1941)",161486,2009,"LC","","Marine"
"Psammobatis waitii","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","waitii","(McCulloch, 1911)",161655,2009,"LC","","Marine"
"Psammocora albopicta","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","albopicta","Benzoni, 2007",133346,2008,"DD","","Marine"
"Psammocora brighami","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","brighami","Verrill 1868",132860,2014,"VU","A4ce","Marine"
"Psammocora contigua","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","contigua","Esper 1797",133208,2014,"NT","","Marine"
"Psammocora decussata","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","decussata","Yabe and Sugiyama 1937",133275,2008,"DD","","Marine"
"Psammocora digitata","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","digitata","Milne Edwards and Haime 1851",133043,2014,"NT","","Marine"
"Psammocora explanulata","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","explanulata","Horst 1922",133589,2008,"LC","","Marine"
"Psammocora haimeana","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","haimeana","Milne Edwards and Haime 1851",133406,2014,"LC","","Marine"
"Psammocora interstinctus","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","interstinctus","Claereboudt 2006",132989,2008,"DD","","Marine"
"Psammocora nierstraszi","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","nierstraszi","Horst 1921",133094,2008,"LC","","Marine"
"Psammocora obtusangula","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","obtusangula","Lamarck 1816",133353,2014,"NT","","Marine"
"Psammocora profundacella","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","profundacella","Gardiner 1898",133570,2014,"LC","","Marine"
"Psammocora ramosa","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","ramosa","Claereboudt 2006",133514,2008,"DD","","Marine"
"Psammocora sp. nov. subspecies","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","sp. nov.","Benzoni, 2007",133346,2008,"DD","","Marine"
"Psammocora stellata","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","stellata","Verrill 1868",132860,2014,"VU","A4ce","Marine"
"Psammocora superficialis","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","superficialis","Gardiner 1898",133502,2014,"LC","","Marine"
"Psammocora vaughani","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","vaughani","Yabe and Sugiyama 1936",133676,2014,"NT","","Marine"
"Psammocora verrilli","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Psammocora","verrilli","Vaughan 1907",133328,2008,"DD","","Marine"
"Psammogobius biocellatus","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Psammogobius","biocellatus","(Valenciennes, 1837)",9266,2012,"LC","","Marine"
"Psednoblennius hypacanthus","ACTINOPTERYGII","PERCIFORMES","CHAENOPSIDAE","Psednoblennius","hypacanthus","(Jenkins &amp; Evermann, 1889)",183699,2010,"LC","","Marine"
"Psednos andriashevi","ACTINOPTERYGII","SCORPAENIFORMES","LIPARIDAE","Psednos","andriashevi","Chernova, 2001",154821,2010,"DD","","Marine"
"Psednos harteli","ACTINOPTERYGII","SCORPAENIFORMES","LIPARIDAE","Psednos","harteli","Chernova, 2001",154887,2010,"DD","","Marine"
"Psednos spirohira","ACTINOPTERYGII","SCORPAENIFORMES","LIPARIDAE","Psednos","spirohira","Chernova &amp; Stein, 2002",18237775,2014,"DD","","Marine"
"Psenes sio","ACTINOPTERYGII","PERCIFORMES","NOMEIDAE","Psenes","sio","Haedrich 1970",178097,2010,"LC","","Marine"
"Psenopsis anomala","ACTINOPTERYGII","PERCIFORMES","CENTROLOPHIDAE","Psenopsis","anomala","(Temminck &amp; Schlegel, 1844)",155177,2010,"LC","","Marine"
"Psephurus gladius","ACTINOPTERYGII","ACIPENSERIFORMES","POLYODONTIDAE","Psephurus","gladius","(Martens, 1862)",18428,2010,"CR","A2cd; C2a(i); D","Marine"
"Psettina hainanensis","ACTINOPTERYGII","PLEURONECTIFORMES","BOTHIDAE","Psettina","hainanensis","(Wu &amp; Tang, 1935)",155158,2010,"DD","","Marine"
"Psettus panamensis","ACTINOPTERYGII","PERCIFORMES","EPHIPPIDAE","Psettus","panamensis","(Steindachner, 1876)",178074,2010,"LC","","Marine"
"Pseudamnicola lanceolata","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","lanceolata","(J.E. Gray, 1843)",155980,2013,"LC","","Marine"
"Pseudanthias caudalis","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","caudalis","Kamohara &amp; Katayama, 1959",155067,2010,"LC","","Marine"
