"ScientificName","season.year","SpeciesCode","EnglishName","Catch","LH","min.year"
"Parachaenichthys georgianus",2010,"PGE","Bathydraconidae",10.85900014,NA,1994
"Parachaenichthys georgianus",2011,"PGE","Bathydraconidae",49.22900003,NA,1994
"Parachaenichthys georgianus",2012,"PGE","Bathydraconidae",0.2,NA,1994
"Paradiplospinus gracilis",2004,"PDG","Splendor escolor",0.17,NA,2004
"Paradiplospinus gracilis",2005,NA,NA,0,NA,2004
"Paradiplospinus gracilis",2006,NA,NA,0,NA,2004
"Paradiplospinus gracilis",2007,"PDG","Splendor escolor",0.166,NA,2004
"Paradiplospinus gracilis",2008,"PDG","Splendor escolor",0.029999999,NA,2004
"Paradiplospinus gracilis",2009,"PDG","Splendor escolor",4.073000005,NA,2004
"Paradiplospinus gracilis",2010,"PDG","Splendor escolor",0.029999999,NA,2004
"Paradiplospinus gracilis",2011,"PDG","Splendor escolor",0.403000003,NA,2004
"Paradiplospinus gracilis",2012,"PDG","Splendor escolor",0.4,NA,2004
"Paralomis formosa",1999,"KCF","Antarctic king crab",1963,"I",1999
"Paralomis formosa",2000,"KCF","Antarctic king crab",1524,"I",1999
"Paralomis formosa",2001,"KCF","Antarctic king crab",10626,"I",1999
"Paralomis formosa",2002,"KCF","Antarctic king crab",56452,"I",1999
"Paralomis formosa",2003,"KCF","Antarctic king crab",185,"I",1999
"Paralomis formosa",2004,"KCF","Antarctic king crab",274,"I",1999
"Paralomis formosa",2005,NA,NA,0,NA,1999
"Paralomis formosa",2006,NA,NA,0,NA,1999
"Paralomis formosa",2007,"KCF","Antarctic king crab",270.382999937,"I",1999
"Paralomis formosa",2008,"KCF","Antarctic king crab",6.054999962,"I",1999
"Paralomis formosa",2009,"KCF","Antarctic king crab",1.019000053,"I",1999
"Paralomis formosa",2010,"KCF","Antarctic king crab",9151.895000011,"I",1999
"Paralomis formosa",2011,"KCF","Antarctic king crab",0.625,"I",1999
"Paralomis formosa",2012,"KCF","Antarctic king crab",0.3,"I",1999
"Paralomis spinosissima",1992,"KCV","Antarctic king crab",299343,"I",1992
"Paralomis spinosissima",1993,NA,NA,0,NA,1992
"Paralomis spinosissima",1994,NA,NA,0,NA,1992
"Paralomis spinosissima",1995,"KCV","Antarctic king crab",283000,"I",1992
"Paralomis spinosissima",1996,"KCV","Antarctic king crab",213629,"I",1992
"Paralomis spinosissima",1997,"KCV","Antarctic king crab",433,"I",1992
"Paralomis spinosissima",1998,NA,NA,0,NA,1992
"Paralomis spinosissima",1999,"KCV","Antarctic king crab",196,"I",1992
"Paralomis spinosissima",2000,"KCV","Antarctic king crab",294,"I",1992
"Paralomis spinosissima",2001,"KCV","Antarctic king crab",3541,"I",1992
"Paralomis spinosissima",2002,"KCV","Antarctic king crab",55524,"I",1992
"Paralomis spinosissima",2003,"KCV","Antarctic king crab",59,"I",1992
"Paralomis spinosissima",2004,"KCV","Antarctic king crab",661,"I",1992
"Paralomis spinosissima",2005,"KCV","Antarctic king crab",22,"I",1992
"Paralomis spinosissima",2006,NA,NA,0,NA,1992
"Paralomis spinosissima",2007,"KCV","Antarctic king crab",131.87099955,"I",1992
"Paralomis spinosissima",2008,"KCV","Antarctic king crab",935.832999,"I",1992
"Paralomis spinosissima",2009,"KCV","Antarctic king crab",36.53279995,"I",1992
"Paralomis spinosissima",2010,"KCV","Antarctic king crab",52843.61299995,"I",1992
"Paralomis spinosissima",2011,"KCV","Antarctic king crab",42.87499999,"I",1992
"Paralomis spinosissima",2012,"KCV","Antarctic king crab",8.9,"I",1992
"Patagonotothen brevicauda",1979,"NOT","Patagonian rockcod",15011000,NA,1979
"Patagonotothen brevicauda",1980,"NOT","Patagonian rockcod",7381000,NA,1979
"Patagonotothen brevicauda",1981,"NOT","Patagonian rockcod",36758000,NA,1979
"Patagonotothen brevicauda",1982,"NOT","Patagonian rockcod",31351000,NA,1979
"Patagonotothen brevicauda",1983,"NOT","Patagonian rockcod",5029000,NA,1979
"Patagonotothen brevicauda",1984,"NOT","Patagonian rockcod",16869000,NA,1979
"Patagonotothen brevicauda",1985,"NOT","Patagonian rockcod",6836000,NA,1979
"Patagonotothen brevicauda",1986,"NOT","Patagonian rockcod",15059050,NA,1979
"Patagonotothen brevicauda",1987,"NOT","Patagonian rockcod",8816001,NA,1979
"Patagonotothen brevicauda",1988,"NOT","Patagonian rockcod",15952048,NA,1979
"Patagonotothen brevicauda",1989,"NOT","Patagonian rockcod",10420000,NA,1979
"Patagonotothen brevicauda",1990,"NOT","Patagonian rockcod",145060,NA,1979
"Patagonotothen brevicauda",1991,"NOT","Patagonian rockcod",110,NA,1979
"Patagonotothen brevicauda",1992,NA,NA,0,NA,1979
"Patagonotothen brevicauda",1993,NA,NA,0,NA,1979
"Patagonotothen brevicauda",1994,"NOT","Patagonian rockcod",1018,NA,1979
"Patagonotothen brevicauda",1995,"NOT","Patagonian rockcod",590,NA,1979
"Patagonotothen brevicauda",1996,NA,NA,0,NA,1979
"Patagonotothen brevicauda",1997,NA,NA,0,NA,1979
"Patagonotothen brevicauda",1998,NA,NA,0,NA,1979
"Patagonotothen brevicauda",1999,"NOT","Patagonian rockcod",3137,NA,1979
"Patagonotothen brevicauda",2000,"NOT","Patagonian rockcod",604,NA,1979
"Patagonotothen brevicauda",2001,NA,NA,0,NA,1979
"Patagonotothen brevicauda",2002,"NOT","Patagonian rockcod",390,NA,1979
"Patagonotothen brevicauda",2003,NA,NA,0,NA,1979
"Patagonotothen brevicauda",2004,NA,NA,0,NA,1979
"Patagonotothen brevicauda",2005,NA,NA,0,NA,1979
"Patagonotothen brevicauda",2006,NA,NA,0,NA,1979
"Patagonotothen brevicauda",2007,"NOT","Patagonian rockcod",89.8919995,NA,1979
"Patagonotothen brevicauda",2008,"NOT","Patagonian rockcod",323.9500026,NA,1979
"Patagonotothen brevicauda",2009,"NOT","Patagonian rockcod",730.8089971,NA,1979
"Patagonotothen brevicauda",2010,"NOT","Patagonian rockcod",1164.779983,NA,1979
"Patagonotothen brevicauda",2011,"NOT","Patagonian rockcod",8197.254843,NA,1979
"Patagonotothen brevicauda",2012,"NOT","Patagonian rockcod",76539,NA,1979
"Pleuragramma antarcticum",1978,"ANS","Antarctic silverfish",307050,"SP",1978
"Pleuragramma antarcticum",1979,"ANS","Antarctic silverfish",35300,"SP",1978
"Pleuragramma antarcticum",1980,"ANS","Antarctic silverfish",30600,"SP",1978
"Pleuragramma antarcticum",1981,"ANS","Antarctic silverfish",1517005,"SP",1978
"Pleuragramma antarcticum",1982,"ANS","Antarctic silverfish",136004,"SP",1978
"Pleuragramma antarcticum",1983,"ANS","Antarctic silverfish",511991,"SP",1978
"Pleuragramma antarcticum",1984,"ANS","Antarctic silverfish",1148585,"SP",1978
"Pleuragramma antarcticum",1985,"ANS","Antarctic silverfish",984280,"SP",1978
"Pleuragramma antarcticum",1986,"ANS","Antarctic silverfish",595800,"SP",1978
"Pleuragramma antarcticum",1987,"ANS","Antarctic silverfish",33500,"SP",1978
"Pleuragramma antarcticum",1988,"ANS","Antarctic silverfish",67278,"SP",1978
"Pleuragramma antarcticum",1989,"ANS","Antarctic silverfish",29222,"SP",1978
"Pleuragramma antarcticum",1990,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1991,"ANS","Antarctic silverfish",402,"SP",1978
"Pleuragramma antarcticum",1992,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1993,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1994,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1995,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1996,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1997,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1998,NA,NA,0,NA,1978
"Pleuragramma antarcticum",1999,NA,NA,0,NA,1978
"Pleuragramma antarcticum",2000,NA,NA,0,NA,1978
"Pleuragramma antarcticum",2001,"ANS","Antarctic silverfish",1,"SP",1978
"Pleuragramma antarcticum",2002,NA,NA,0,NA,1978
"Pleuragramma antarcticum",2003,NA,NA,0,NA,1978
"Pleuragramma antarcticum",2004,NA,NA,0,NA,1978
"Pleuragramma antarcticum",2005,"ANS","Antarctic silverfish",184,"SP",1978
"Pleuragramma antarcticum",2006,"ANS","Antarctic silverfish",14200.298,"SP",1978
"Pleuragramma antarcticum",2007,"ANS","Antarctic silverfish",4.049,"SP",1978
"Pleuragramma antarcticum",2008,"ANS","Antarctic silverfish",592,"SP",1978
"Pleuragramma antarcticum",2009,NA,NA,0,NA,1978
"Pleuragramma antarcticum",2010,NA,NA,0,NA,1978
"Pleuragramma antarcticum",2011,"ANS","Antarctic silverfish",28,"SP",1978
"Pleuragramma antarcticum",2012,"ANS","Antarctic silverfish",32.5,"SP",1978
"Pogonophryne marmorata",2006,"PGM","Marbled plunderfish",0.587,NA,2006
"Pogonophryne marmorata",2007,NA,NA,0,NA,2006
"Pogonophryne marmorata",2008,NA,NA,0,NA,2006
"Pogonophryne marmorata",2009,NA,NA,0,NA,2006
"Pogonophryne marmorata",2010,NA,NA,0,NA,2006
"Pogonophryne marmorata",2011,NA,NA,0,NA,2006
"Pogonophryne marmorata",2012,"PGM","Marbled plunderfish",0.2,NA,2006
"Pogonophryne permitini",2000,"PGR","Plunderfish",10,"D",2000
"Pogonophryne permitini",2001,"PGR","Plunderfish",40,"D",2000
"Pogonophryne permitini",2002,"PGR","Plunderfish",20,"D",2000
"Pogonophryne permitini",2003,"PGR","Plunderfish",6,"D",2000
"Pogonophryne permitini",2004,"PGR","Plunderfish",15,"D",2000
"Pogonophryne permitini",2005,"PGR","Plunderfish",14.12,"D",2000
"Pogonophryne permitini",2006,"PGR","Plunderfish",3.15,"D",2000
"Pogonophryne permitini",2007,"PGR","Plunderfish",39.68,"D",2000
"Pogonophryne permitini",2008,"PGR","Plunderfish",5.8,"D",2000
"Pogonophryne permitini",2009,"PGR","Plunderfish",2.95,"D",2000
"Pogonophryne permitini",2010,"PGR","Plunderfish",1,"D",2000
"Pogonophryne permitini",2011,"PGR","Plunderfish",0.93,"D",2000
"Pogonophryne permitini",2012,"PGR","Plunderfish",34.3,"D",2000
"Pogonophryne phyllopogon",2007,"PZJ","",0.011,NA,2007
"Pogonophryne phyllopogon",2008,NA,NA,0,NA,2007
"Pogonophryne phyllopogon",2009,NA,NA,0,NA,2007
"Pogonophryne phyllopogon",2010,NA,NA,0,NA,2007
"Pogonophryne phyllopogon",2011,NA,NA,0,NA,2007
"Pogonophryne phyllopogon",2012,NA,NA,0,NA,2007
"Pogonophryne scotti",2008,"SZT","",13,NA,2008
"Pogonophryne scotti",2009,"SZT","",3.3,NA,2008
"Pogonophryne scotti",2010,"SZT","",2.2,NA,2008
"Pogonophryne scotti",2011,NA,NA,0,NA,2008
"Pogonophryne scotti",2012,"SZT","",5.4,NA,2008
"Prionodraco evansii",2007,"PEV","Dragonfish spp.",0.022,NA,2007
"Prionodraco evansii",2008,NA,NA,0,NA,2007
"Prionodraco evansii",2009,NA,NA,0,NA,2007
"Prionodraco evansii",2010,NA,NA,0,NA,2007
"Prionodraco evansii",2011,NA,NA,0,NA,2007
"Prionodraco evansii",2012,NA,NA,0,NA,2007
"Protomyctophum bolini",2011,"PRM","lanternfish",152,NA,2011
"Protomyctophum bolini",2012,NA,NA,0,NA,2011
"Protomyctophum choriodon",2008,"PRY","Lanternfish",0.027000001,NA,2008
"Protomyctophum choriodon",2009,NA,NA,0,NA,2008
"Protomyctophum choriodon",2010,NA,NA,0,NA,2008
"Protomyctophum choriodon",2011,NA,NA,0,NA,2008
"Protomyctophum choriodon",2012,NA,NA,0,NA,2008
"Pseudochaenichthys georgianus",1977,"SGI","South Georgia icefish",2785000,"LP",1977
"Pseudochaenichthys georgianus",1978,"SGI","South Georgia icefish",13405000,"LP",1977
"Pseudochaenichthys georgianus",1979,"SGI","South Georgia icefish",1741000,"LP",1977
"Pseudochaenichthys georgianus",1980,"SGI","South Georgia icefish",3749000,"LP",1977
"Pseudochaenichthys georgianus",1981,"SGI","South Georgia icefish",518056,"LP",1977
"Pseudochaenichthys georgianus",1982,"SGI","South Georgia icefish",956002,"LP",1977
"Pseudochaenichthys georgianus",1983,"SGI","South Georgia icefish",16000,"LP",1977
"Pseudochaenichthys georgianus",1984,"SGI","South Georgia icefish",1967000,"LP",1977
"Pseudochaenichthys georgianus",1985,"SGI","South Georgia icefish",23600,"LP",1977
"Pseudochaenichthys georgianus",1986,"SGI","South Georgia icefish",135000,"LP",1977
"Pseudochaenichthys georgianus",1987,"SGI","South Georgia icefish",305313,"LP",1977
"Pseudochaenichthys georgianus",1988,"SGI","South Georgia icefish",214623,"LP",1977
"Pseudochaenichthys georgianus",1989,"SGI","South Georgia icefish",1250,"LP",1977
"Pseudochaenichthys georgianus",1990,"SGI","South Georgia icefish",680,"LP",1977
"Pseudochaenichthys georgianus",1991,"SGI","South Georgia icefish",6992,"LP",1977
"Pseudochaenichthys georgianus",1992,"SGI","South Georgia icefish",1700,"LP",1977
"Pseudochaenichthys georgianus",1993,NA,NA,0,NA,1977
"Pseudochaenichthys georgianus",1994,"SGI","South Georgia icefish",950,"LP",1977
"Pseudochaenichthys georgianus",1995,NA,NA,0,NA,1977
"Pseudochaenichthys georgianus",1996,NA,NA,0,NA,1977
"Pseudochaenichthys georgianus",1997,NA,NA,0,NA,1977
"Pseudochaenichthys georgianus",1998,NA,NA,0,NA,1977
"Pseudochaenichthys georgianus",1999,"SGI","South Georgia icefish",2717,"LP",1977
"Pseudochaenichthys georgianus",2000,"SGI","South Georgia icefish",376,"LP",1977
"Pseudochaenichthys georgianus",2001,"SGI","South Georgia icefish",6183,"LP",1977
"Pseudochaenichthys georgianus",2002,"SGI","South Georgia icefish",6083,"LP",1977
"Pseudochaenichthys georgianus",2003,"SGI","South Georgia icefish",5000,"LP",1977
"Pseudochaenichthys georgianus",2004,"SGI","South Georgia icefish",1558,"LP",1977
"Pseudochaenichthys georgianus",2005,"SGI","South Georgia icefish",25108.445,"LP",1977
"Pseudochaenichthys georgianus",2006,"SGI","South Georgia icefish",8913.9,"LP",1977
"Pseudochaenichthys georgianus",2007,"SGI","South Georgia icefish",890.3630011,"LP",1977
"Pseudochaenichthys georgianus",2008,"SGI","South Georgia icefish",890.1880038,"LP",1977
"Pseudochaenichthys georgianus",2009,"SGI","South Georgia icefish",1676.5570025,"LP",1977
"Pseudochaenichthys georgianus",2010,"SGI","South Georgia icefish",1891.186,"LP",1977
"Pseudochaenichthys georgianus",2011,"SGI","South Georgia icefish",682.4269983,"LP",1977
"Pseudochaenichthys georgianus",2012,"SGI","South Georgia icefish",195.1,"LP",1977
"Psilodraco breviceps",2007,"PSR","Dragonfish spp.",1.670000043,NA,2007
"Psilodraco breviceps",2008,"PSR","Dragonfish spp.",2.601999989,NA,2007
"Psilodraco breviceps",2009,"PSR","Dragonfish spp.",16.08600011,NA,2007
"Psilodraco breviceps",2010,"PSR","Dragonfish spp.",1.754999951,NA,2007
"Psilodraco breviceps",2011,"PSR","Dragonfish spp.",1.453000039,NA,2007
"Psilodraco breviceps",2012,NA,NA,0,NA,2007
"Racovitzia glacialis",2006,"RGG","Dragonfish spp.",0.198,NA,2006
"Racovitzia glacialis",2007,"RGG","Dragonfish spp.",0.22,NA,2006
"Racovitzia glacialis",2008,NA,NA,0,NA,2006
"Racovitzia glacialis",2009,NA,NA,0,NA,2006
"Racovitzia glacialis",2010,NA,NA,0,NA,2006
"Racovitzia glacialis",2011,NA,NA,0,NA,2006
"Racovitzia glacialis",2012,"RGG","Dragonfish spp.",0.6,NA,2006
"Raja georgiana",1994,"SRR","",53,NA,1994
"Raja georgiana",1995,NA,NA,0,NA,1994
"Raja georgiana",1996,NA,NA,0,NA,1994
"Raja georgiana",1997,NA,NA,0,NA,1994
"Raja georgiana",1998,NA,NA,0,NA,1994
"Raja georgiana",1999,"SRR","",11300,NA,1994
"Raja georgiana",2000,"SRR","",36296,NA,1994
"Raja georgiana",2001,"SRR","",6970,NA,1994
"Raja georgiana",2002,"SRR","",24235,NA,1994
"Raja georgiana",2003,"SRR","",17859,NA,1994
"Raja georgiana",2004,"SRR","",12707,NA,1994
"Raja georgiana",2005,"SRR","",54594.83,NA,1994
"Raja georgiana",2006,"SRR","",928.434,NA,1994
"Raja georgiana",2007,"SRR","",15933.62000057,NA,1994
"Raja georgiana",2008,"SRR","",3927.8880005,NA,1994
"Raja georgiana",2009,"SRR","",6167.1709989,NA,1994
"Raja georgiana",2010,"SRR","",5720.5669973,NA,1994
"Raja georgiana",2011,"SRR","",2677.2999969,NA,1994
"Raja georgiana",2012,"SRR","",170.5,NA,1994
"Raja georgiana var.",2004,"SR2","Raja georgiana variant",251,NA,2004
"Raja georgiana var.",2005,NA,NA,0,NA,2004
"Raja georgiana var.",2006,NA,NA,0,NA,2004
"Raja georgiana var.",2007,NA,NA,0,NA,2004
"Raja georgiana var.",2008,NA,NA,0,NA,2004
"Raja georgiana var.",2009,NA,NA,0,NA,2004
"Raja georgiana var.",2010,NA,NA,0,NA,2004
"Raja georgiana var.",2011,NA,NA,0,NA,2004
"Raja georgiana var.",2012,NA,NA,0,NA,2004
"Raja taaf",2004,"RFA","",55,NA,2004
"Raja taaf",2005,"RFA","",356.7,NA,2004
"Raja taaf",2006,NA,NA,0,NA,2004
"Raja taaf",2007,NA,NA,0,NA,2004
"Raja taaf",2008,"RFA","",55905.598452,NA,2004
"Raja taaf",2009,"RFA","",187153.45179,NA,2004
"Raja taaf",2010,"RFA","",55864.501051,NA,2004
"Raja taaf",2011,"RFA","",28868.7316104,NA,2004
"Raja taaf",2012,"RFA","",106784,NA,2004
"Salilota australis",2007,"SAO","",47.2,"D",2007
"Salilota australis",2008,NA,NA,0,NA,2007
"Salilota australis",2009,NA,NA,0,NA,2007
"Salilota australis",2010,NA,NA,0,NA,2007
"Salilota australis",2011,NA,NA,0,NA,2007
"Salilota australis",2012,NA,NA,0,NA,2007
"Somniosus microcephalus",2002,"GSK","Greenland Shark",945,"D",2002
"Somniosus microcephalus",2003,NA,NA,0,NA,2002
"Somniosus microcephalus",2004,NA,NA,0,NA,2002
"Somniosus microcephalus",2005,"GSK","Greenland Shark",300,"D",2002
"Somniosus microcephalus",2006,NA,NA,0,NA,2002
"Somniosus microcephalus",2007,NA,NA,0,NA,2002
"Somniosus microcephalus",2008,NA,NA,0,NA,2002
"Somniosus microcephalus",2009,NA,NA,0,NA,2002
"Somniosus microcephalus",2010,NA,NA,0,NA,2002
"Somniosus microcephalus",2011,NA,NA,0,NA,2002
"Somniosus microcephalus",2012,"GSK","Greenland Shark",13,"D",2002
"Somniosus pacificus",1999,"SON","Pacific Sleeper Shark",1000,NA,1999
"Somniosus pacificus",2000,NA,NA,0,NA,1999
"Somniosus pacificus",2001,NA,NA,0,NA,1999
"Somniosus pacificus",2002,"SON","Pacific Sleeper Shark",2800,NA,1999
"Somniosus pacificus",2003,"SON","Pacific Sleeper Shark",2610,NA,1999
"Somniosus pacificus",2004,"SON","Pacific Sleeper Shark",8352,NA,1999
"Somniosus pacificus",2005,"SON","Pacific Sleeper Shark",2082,NA,1999
"Somniosus pacificus",2006,"SON","Pacific Sleeper Shark",1.11,NA,1999
"Somniosus pacificus",2007,"SON","Pacific Sleeper Shark",1842,NA,1999
"Somniosus pacificus",2008,NA,NA,0,NA,1999
"Somniosus pacificus",2009,"SON","Pacific Sleeper Shark",1014.27,NA,1999
"Somniosus pacificus",2010,"SON","Pacific Sleeper Shark",1336,NA,1999
"Somniosus pacificus",2011,"SON","Pacific Sleeper Shark",2224,NA,1999
"Somniosus pacificus",2012,NA,NA,0,NA,1999
"Stomias boa boa",2009,"SBB","dragonfish",0.22,NA,2009
"Stomias boa boa",2010,NA,NA,0,NA,2009
"Stomias boa boa",2011,NA,NA,0,NA,2009
"Stomias boa boa",2012,NA,NA,0,NA,2009
"Trematomus bernacchii",2006,"TMH","Emerald rockcod",6.79,NA,2006
"Trematomus bernacchii",2007,"TMH","Emerald rockcod",4.358,NA,2006
"Trematomus bernacchii",2008,NA,NA,0,NA,2006
"Trematomus bernacchii",2009,NA,NA,0,NA,2006
"Trematomus bernacchii",2010,NA,NA,0,NA,2006
"Trematomus bernacchii",2011,NA,NA,0,NA,2006
"Trematomus bernacchii",2012,"TMH","Emerald rockcod",6.8,NA,2006
"Trematomus eulepidotus",1985,"TRL","Antarctic rockcod",562,"D",1985
"Trematomus eulepidotus",1986,"TRL","Antarctic rockcod",538,"D",1985
"Trematomus eulepidotus",1987,NA,NA,0,NA,1985
"Trematomus eulepidotus",1988,NA,NA,0,NA,1985
"Trematomus eulepidotus",1989,"TRL","Antarctic rockcod",224011,"D",1985
"Trematomus eulepidotus",1990,"TRL","Antarctic rockcod",1464201,"D",1985
"Trematomus eulepidotus",1991,NA,NA,0,NA,1985
"Trematomus eulepidotus",1992,NA,NA,0,NA,1985
"Trematomus eulepidotus",1993,NA,NA,0,NA,1985
"Trematomus eulepidotus",1994,NA,NA,0,NA,1985
"Trematomus eulepidotus",1995,NA,NA,0,NA,1985
"Trematomus eulepidotus",1996,NA,NA,0,NA,1985
"Trematomus eulepidotus",1997,NA,NA,0,NA,1985
"Trematomus eulepidotus",1998,NA,NA,0,NA,1985
"Trematomus eulepidotus",1999,NA,NA,0,NA,1985
"Trematomus eulepidotus",2000,NA,NA,0,NA,1985
"Trematomus eulepidotus",2001,NA,NA,0,NA,1985
"Trematomus eulepidotus",2002,NA,NA,0,NA,1985
"Trematomus eulepidotus",2003,NA,NA,0,NA,1985
"Trematomus eulepidotus",2004,NA,NA,0,NA,1985
"Trematomus eulepidotus",2005,NA,NA,0,NA,1985
"Trematomus eulepidotus",2006,"TRL","Antarctic rockcod",156.647,"D",1985
"Trematomus eulepidotus",2007,"TRL","Antarctic rockcod",66.57,"D",1985
"Trematomus eulepidotus",2008,NA,NA,0,NA,1985
"Trematomus eulepidotus",2009,NA,NA,0,NA,1985
"Trematomus eulepidotus",2010,NA,NA,0,NA,1985
"Trematomus eulepidotus",2011,NA,NA,0,NA,1985
"Trematomus eulepidotus",2012,"TRL","Antarctic rockcod",52.4,"D",1985
"Trematomus lepidorhinus",2010,"TRD","Slender scalyhead",0.5,NA,2010
"Trematomus lepidorhinus",2011,NA,NA,0,NA,2010
"Trematomus lepidorhinus",2012,NA,NA,0,NA,2010
"Trematomus loennbergii",2006,"TLO","Scaly rockcod",0.257,NA,2006
"Trematomus loennbergii",2007,"TLO","Scaly rockcod",0.009,NA,2006
"Trematomus loennbergii",2008,NA,NA,0,NA,2006
"Trematomus loennbergii",2009,NA,NA,0,NA,2006
"Trematomus loennbergii",2010,"TLO","Scaly rockcod",1,NA,2006
"Trematomus loennbergii",2011,NA,NA,0,NA,2006
"Trematomus loennbergii",2012,NA,NA,0,NA,2006
"Trematomus newnesi",2006,"TRW","Dusky rockcod",159.544,NA,2006
"Trematomus newnesi",2007,"TRW","Dusky rockcod",17.73,NA,2006
"Trematomus newnesi",2008,NA,NA,0,NA,2006
"Trematomus newnesi",2009,NA,NA,0,NA,2006
"Trematomus newnesi",2010,NA,NA,0,NA,2006
"Trematomus newnesi",2011,NA,NA,0,NA,2006
"Trematomus newnesi",2012,"TRW","Dusky rockcod",1.7,NA,2006
"Trematomus nicolai",2007,"TRN","rockcod",2.928,NA,2007
"Trematomus nicolai",2008,NA,NA,0,NA,2007
"Trematomus nicolai",2009,NA,NA,0,NA,2007
"Trematomus nicolai",2010,NA,NA,0,NA,2007
"Trematomus nicolai",2011,NA,NA,0,NA,2007
"Trematomus nicolai",2012,NA,NA,0,NA,2007
"Trematomus pennellii",2006,"PTC","Sharp-spined rockcod",4.413,NA,2006
"Trematomus pennellii",2007,NA,NA,0,NA,2006
"Trematomus pennellii",2008,NA,NA,0,NA,2006
"Trematomus pennellii",2009,NA,NA,0,NA,2006
"Trematomus pennellii",2010,NA,NA,0,NA,2006
"Trematomus pennellii",2011,NA,NA,0,NA,2006
"Trematomus pennellii",2012,NA,NA,0,NA,2006
"Trematomus scotti",2006,"TRM","Rockcod",0.493,NA,2006
"Trematomus scotti",2007,"TRM","Rockcod",0.705,NA,2006
"Trematomus scotti",2008,NA,NA,0,NA,2006
"Trematomus scotti",2009,NA,NA,0,NA,2006
"Trematomus scotti",2010,NA,NA,0,NA,2006
"Trematomus scotti",2011,NA,NA,0,NA,2006
"Trematomus scotti",2012,"TRM","Rockcod",0.3,NA,2006
"Trematomus tokarevi",2006,"TTK","rockcod",4.211,NA,2006
"Trematomus tokarevi",2007,NA,NA,0,NA,2006
"Trematomus tokarevi",2008,NA,NA,0,NA,2006
"Trematomus tokarevi",2009,NA,NA,0,NA,2006
"Trematomus tokarevi",2010,NA,NA,0,NA,2006
"Trematomus tokarevi",2011,NA,NA,0,NA,2006
"Trematomus tokarevi",2012,NA,NA,0,NA,2006
"Trematomus vicarius",2009,"TMW","Orange notothen",0.101999998,NA,2009
"Trematomus vicarius",2010,NA,NA,0,NA,2009
"Trematomus vicarius",2011,NA,NA,0,NA,2009
"Trematomus vicarius",2012,NA,NA,0,NA,2009
"Vomeridens infuscipinnis",2012,"VOI","",0.1,NA,2012
"Zanclorhynchus spinifer",1997,"ZSP","Spiny horsefish",51,"D",1997
"Zanclorhynchus spinifer",1998,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",1999,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2000,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2001,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2002,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2003,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2004,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2005,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2006,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2007,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2008,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2009,"ZSP","Spiny horsefish",0.006,"D",1997
"Zanclorhynchus spinifer",2010,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2011,NA,NA,0,NA,1997
"Zanclorhynchus spinifer",2012,NA,NA,0,NA,1997
