Country (Country),Species (ASFIS species),Aquaculture area (FAO major fishing area),Environment (Environment),1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Slovenia,Warty venus,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13.93,...,13.91,...
Slovenia,Wels(=Som) catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,0,5,0,2.5,0,0,0,0,0,2.6,5.2,0,0,0,2.6,0,0,0,0,...,...
Solomon Islands,Eucheuma seaweeds nei,"Pacific, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.23,10.66,57.19,86.59,33.33,21.17,57.63,189.95,297.6,314.53,530.24
Solomon Islands,Giant river prawn,Oceania - Inland waters,Freshwater,204.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Solomon Islands,Giant tiger prawn,"Pacific, Western Central",Marine,...,...,...,60,75,54,125,150,120,150,208,208,195,195,195,195,210,210,...,...,...,...,...,14,14,...,...,...,...
Solomon Islands,Mozambique tilapia,Oceania - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,2,4
South Africa,Aquatic plants nei,"Atlantic, Southeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,476.95,982.17,1152.73,1234.09,1164.48,1112.22,508.11,484.79,578.02,1078.16,659.05
South Africa,Carpet shells nei,"Atlantic, Southeast",Marine,...,...,...,...,15,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Common carp,Africa - Inland waters,Freshwater,...,...,...,...,4.5,9,19,33.25,48,20,20,20,13.2,60.76,97.74,39.29,43.44,39.03,13.74,12.78,6.05,0,0,0,55.21,53.86,1.64,...,...
South Africa,Cyprinids nei,Africa - Inland waters,Freshwater,...,0.91,0.88,1.97,4.42,3.82,4.8,5.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Euro-American crayfishes nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,22.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,European flat oyster,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Giant tiger prawn,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,390,367.2,112.8,82.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Gracilaria seaweeds,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,0,0,0,41.4,127.3,43.4,82.54,16.37,60.82,48.79,47.7,82.44,99.26,106.07,100.09,95.6,247.69,322.23,166.21,...,...
South Africa,Indian white prawn,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,0,110.16,451.2,724.5,807.5,658.81,923.1,736.67,1103.48,975.7,1055.01,1497.94,419.18,224.59,0,0,0,0,0,...,...
South Africa,Kuruma prawn,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,0,0,11.28,4.14,4.5,9.55,43.44,147.33,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Largemouth black bass,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,3.59,5.4,8.68,16.29,22.92,40.55,36.59,30.05,26.63,6.21,0,0,0,180,180,0,...,...
South Africa,Marine fishes nei,"Atlantic, Southeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30,230,...,77.32,414
South Africa,Marron crayfish,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,18.36,33.84,16.56,30,15.19,54.3,39.29,26.07,38.33,31.48,43.94,38.81,42.55,42.56,42.56,170.24,170.24,17.6,17.6,630
South Africa,Mediterranean mussel,"Atlantic, Southeast",Marine,44.5,78.5,75.82,378,318,789.6,1357.2,2109.6,1357.5,1836,1945.8,1852.79,1698,2441.25,2877.9,1882.6,506.85,487.85,286.46,414.76,496.8,409.16,471.54,405.42,641.19,593.34,1149.07,1736.17,2308.5
South Africa,Mozambique tilapia,Africa - Inland waters,Freshwater,...,...,15.87,18.87,30.07,26.68,40.5,56,79.75,73.44,67.68,44.16,33,43.4,105.88,68.76,60.82,162.62,133.55,339.53,55.89,59.1,70.8,23.6,...,...,10.26,304.51,628.62
South Africa,Mullets nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,3.59,5.4,8.68,32.58,41.91,37.07,27.88,22.89,0,0,0,0,0,240,240,0,0,0
South Africa,Mullets nei,"Atlantic, Southeast",Marine,...,6.39,6.17,6,6,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
South Africa,Nile tilapia,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,36.72,33.84,11.04,0,0,58.83,126.05,162.19,162.62,133.55,139.81,335.34,591.04,590,236,377.6,377.6,10.26,...,...
South Africa,North African catfish,Africa - Inland waters,Freshwater,0,0,0,27.03,333.25,465.5,1955,2875,1125,76.5,70.5,6.9,20,60.76,86.88,29.47,39.97,32.52,26.71,479.34,558.9,252.18,252,378,126,126,492.46,442.92,0
South Africa,Pacific cupped oyster,"Atlantic, Southeast",Marine,...,344.57,332.82,440,635.8,1177.5,1490,1582.5,1252.5,1468.8,1466.4,1366.03,1356,2119.01,2579.25,1326.01,858.45,524.09,622.71,814.88,819.72,945.66,1058.4,597.24,858.06,846.72,1661.23,1640.31,1295.68
South Africa,Perlemoen abalone,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,0,36.72,67.68,22.08,140,434,1075.14,994.5,6683.84,10831.45,10230.58,18465.14,25114.17,28287.72,28388.64,26684.64,35340.96,31149.12,48596.23,40867.36,49509.37
South Africa,Rainbow trout,Africa - Inland waters,Freshwater,2433.76,2008.12,2962.31,3833,3715.07,3554.27,5443.5,7076,5742,3745.44,3451.68,2656.5,2765,3075.98,4479.75,3660.35,5175.91,3629.84,3577.13,5126.28,3260.25,3294.05,3470,3470,4511,4511,3898.64,6917.8,7322.77
South Africa,Red bait,"Atlantic, Southeast",Marine,...,...,...,...,10,20,50,87.5,75,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
South Africa,Rhinofishes nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,8,6.8,10.76,10.8,15.19,23.53,21.28,24.47,21.33,8.76,0,0,0,0,0,0,0,0,0,0
South Africa,Sea mussels nei,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,1134.08,316.71,338.4,326.51,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
South Africa,Smooth mactra,"Atlantic, Southeast",Marine,...,...,0.5,0,6.25,2.5,1.25,1.25,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Turbot,"Atlantic, Southeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,18,133,20,9.3,0,0,0,0,0,0,0
South Africa,Whiteleg shrimp,"Atlantic, Southeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,134.95,215.46,...,...,...
South Sudan,Nile tilapia,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Spain,Adriatic sturgeon,Europe - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,231,3885.33,224.74,431.19,0,339
Spain,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,...,456,720,1199,564,2370,3580,208,247,247,0,195,1078,495,5850,10050,11470,13350,14700,11100,19200,10050,7650,12300,12593.17,6693.46,6649.33,12688.94,11415.89
Spain,Atlantic salmon,"Atlantic, Northeast",Marine,975,975,975,975,1050,1050,2445.95,3204.52,3594.96,2166.35,3615.79,3018.11,2849.77,2880.89,2713.2,2163,904,1292,600,60,48,0,0,0,0,626.62,473.01,0,19.2
Spain,Atlantic salmon,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,48,12,0,8,0,0,0,0,0,0
Spain,Banded carpet shell,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,3025.25,4500,3500,3500,...,...,...,...,...,0,0,0,0,0,0,0,0
Spain,Big-scale sand smelt,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.49,2.52,3.38
Spain,Bighead carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,...,0,0,0,0,0,0,0,0
Spain,Blackspot(=red) seabream,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,110,500,590,670,970,2207.57,1968.39,2472.44,2690.14,1992.88
Spain,Brown meagre,Europe - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15,30,...,...,0,0,0,0,0,0,0
Spain,Caramote prawn,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.18,6.8,1.54
Spain,Coho(=Silver) salmon,Europe - Inland waters,Freshwater,22,22,22,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Common carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,12,15,6,6,24,0,28.08,26.54,1.88,0
Spain,Common dentex,Mediterranean and Black Sea,Marine,0,0,0,0,0,0,0,0,0,0,0,0,13.82,13.82,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Spain,Common edible cockle,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,0,3158,5029.88,1366.94,3422.1,4002.26,1791.62
Spain,Common edible cockle,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,4618.25,3315,6661.3,4905.92,6786,5580.3,7054.7,5897.6,3136,...,...,...,24,4,12,...,204.49,203.46,293.16,261.97
Spain,Common edible cockle,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,33.34,100.1,0
Spain,Common edible cockle,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,33.86,2.95,...,3.21
Spain,Common prawn,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,305,490,660,410,...,3.06,3.98,5.33,4.22
Spain,Common sole,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,29.88,1390.12,1010.37,0
Spain,Common sole,Mediterranean and Black Sea,Marine,...,70,100,60,60,80,70,121.34,132.4,122.4,120,237.5,252.86,163.73,109.2,126,117,387,32,140,490,0,0,77,0,0,0,0,0
Spain,Cupped oysters nei,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.6,25.2,19.6,86.8,33.6,58.8,...,0,0,0,0
Spain,Cupped oysters nei,"Atlantic, Northeast",Marine,150,145,170,155,145,136,108,152.81,153.07,72.47,89.37,117.08,152.27,104,106.4,114.8,100.8,92.4,2.8,30.8,67.2,0,0,8.4,...,0,0,0,0
Spain,Cyprinids nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21,24,12,0,0,0,0,0,0
Spain,Donax clams,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,662.4,451.5,584.5,...,...,...,0,0,0,0,0,0,0,0,0
Spain,Euro-American crayfishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,11.81,9.66,9.8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Spain,European eel,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,189,184,224,312,152,128,135.37,105.18,72.18,46.11,0
Spain,European eel,"Atlantic, Northeast",Marine,75,100,130,145,155,427,875,847.1,997.5,1575,1206,1377,2325.66,2550,2170,2142,2718,2382.8,117,80,128,24,16,16,0,15.82,19.12,9.55,7.72
Spain,European eel,Europe - Inland waters,Freshwater,...,...,...,25,25,35,35,0,0,0,0,549,738.31,800,1300,1305,981,736,3510,2448,3040,3080,3056,3688,6198.86,5355.49,4803.13,5727.42,4642.79
Spain,European flat oyster,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1204,322,...,0,5.6,0,0,0,0,0.42,71.77
Spain,European flat oyster,"Atlantic, Northeast",Marine,10500,11425,11100,11050,11450,9200,8000,8885.55,8897.08,5507.97,5901.82,7699.02,9897.77,6661.66,7126,9374.4,9472.4,10824.8,11606,8724.8,7646.8,8344,9004.8,9002,7303.38,5612.05,5423.94,4769.94,3494.98
Spain,European flat oyster,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,214.43,171.58,69.27,59.78,30.85
Spain,European seabass,"Atlantic, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21249.44,30121.7,21343.52,28449.13,25058.5
Spain,European seabass,"Atlantic, Northeast",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697.5,5166,5824,4459,7511,10535,14692.5,10804.39,12992.84,11031.69,11767.89
Spain,European seabass,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1341.62,2365.63,1095.26,...,2442.78
Spain,European seabass,Mediterranean and Black Sea,Marine,...,348,434,570,478.5,480,633.95,1264.39,1970.77,4258.27,3354.02,4977.1,7388.97,7153.71,11232,12270,14696,17302.5,21345,21714,20790,35532,46830,53529,40629.33,46949.07,53311,81896.94,79898.54
Spain,Flathead grey mullet,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15,...,...,0,0,0,0,0,0,0,0
Spain,Flathead grey mullet,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,...,0,0,0,0,0,0,0,0
Spain,Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,12,...,0,0,0,0.12,...,...,...
Spain,Gastropods nei,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30.48,13,16.22,3.09
Spain,Gilthead seabream,"Atlantic, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15951.93,17429.26,12002.25,14535.95,8271.36
Spain,Gilthead seabream,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6103.86,6286.6,5910.23,5159.34
Spain,Gilthead seabream,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,7545,7810,12625,10240,11840,10424.3,5668.66,4561.44,...,2242.71
Spain,Gilthead seabream,Mediterranean and Black Sea,Marine,...,1905,1860,1635,2400,6438,8830.95,14280.26,17485.54,17594.9,15938.66,25630.86,31752.76,26763.98,32064.5,36702,49452,56292,48675,61585,70045,64540,72630,89935.01,91515.45,91038.65,95864.94,83620.47,84019.76
Spain,Great Atlantic scallop,"Atlantic, Northeast",Marine,...,600,600,600,600,900,836.4,869.22,882.18,651.67,552,468,1069.22,1096.07,804.6,842.4,49.5,594,...,...,0,0,0,0,0,0,0,0,0
Spain,Greater amberjack,Mediterranean and Black Sea,Marine,...,104,72,160,104,170,210,394.01,283.79,39,78,13.5,9.48,9.48,0,0,0,0,0,0,0,0,0,10,0,13.86,40.5,33.75,0
Spain,Grooved carpet shell,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2568,340,410,820,1020,1070,3430.93,2135.37,3805.57,3354.77,2369.27
Spain,Grooved carpet shell,"Atlantic, Northeast",Marine,1917.5,4589,4504.5,2762.5,23016.5,27195,33256,38863.52,36133.74,36884.3,46140,49390.5,11477.26,14520,13152,12624,10692,9747.8,432,2210,1250,190,570,680,...,806.61,2529.3,995.41,1236.23
Spain,Grooved carpet shell,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,35.87,...,0
Spain,Grooved carpet shell,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,91.89,146.37,82.02,113.35,47.61
Spain,Groundfishes nei,"Atlantic, Northeast",Marine,...,...,...,...,45,450,0,0,0,0,0,0,80.56,117.5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
Spain,Japanese carpet shell,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3816,1500,1415,3945,2270,5946,12400.11,5931.66,6321,6784.49,5248.02
Spain,Japanese carpet shell,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,592.11,966,9780,10956,16422,7923.6,1590,3410,2350,1265,1315,1554,147.17,1863.52,2629.02,1953.26,1551.76
Spain,Japanese carpet shell,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12.87,...,0
Spain,Japanese carpet shell,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27.73,62.78,28.18,42.55,4.95
Spain,Kuruma prawn,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1689.85,1462.17,1290.59,1148.01
Spain,Kuruma prawn,Mediterranean and Black Sea,Marine,...,160,160,300,1100,1566,738,803.55,1172.89,1129.99,1302.49,1581.06,2061.38,1517.57,484,840,...,693,819,420,660,825,1155,600,1542.47,...,...,...,0
Spain,Mackerels nei,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,256,360,0,0,0,0,0,0,0,0,0
Spain,Marine fishes nei,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,4,0,0,0,0,0,0,2.31,0
Spain,Marine molluscs nei,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,1265.26,1978,0,0,0,0,0,0,0,0,0,0,8.58,3.64,4.38,0.82,0
Spain,Marine molluscs nei,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,50.38,56.76,1.59,3.57,0
Spain,Meagre,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,65.34,281.82,126.77,43.92,2.7
Spain,Meagre,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.21,82.45,...,181.12
Spain,Meagre,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,4,20,8,...,...,...,...,0
Spain,Meagre,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12,56,1384,1936,996,6575.62,6130.05,8677.61,5164.44,3318.95
Spain,Mullets nei,"Atlantic, Northeast",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,294,333,315,366,366,719.8,658.12,507.11,521.88,599.35
Spain,Mullets nei,"Atlantic, Northeast",Marine,...,380,660,360,300,236,472,162.25,317.58,330,403.2,342,415.63,561,468.6,299.2,372.9,379.5,252,87,51,6,30,21,0,59.75,75.71,70.84,54.44
Spain,Octopuses nei,"Atlantic, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.7,18.58,0,0
Spain,Octopuses nei,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,128,128,112,61.5,56,32,48,64,44,108,254.31,72.16,42.96,22.8,24.92
Spain,Pacific cupped oyster,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,232.4,224,1282.4,851.2,845.6,907.2,...,598.72,559.59,...,313.16
Spain,Pacific cupped oyster,"Atlantic, Northeast",Marine,4350,4750,4600,4575,4750,3820,3320,3678.73,3683.2,2275.66,2438.92,3193.14,4111.38,2754.61,2920.4,1974.9,1699.4,1864.8,1562.4,1388.8,4662,4415.6,2660,3903.2,1729.26,1274.06,882.23,1251.69,971.51
Spain,Pacific cupped oyster,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39.65,196.09,0
Spain,Pacific cupped oyster,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,715.81,819.26,65.23,1492.02,695.16
Spain,Pacific salmons nei,Europe - Inland waters,Freshwater,...,...,...,1787.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Palaemonid shrimps nei,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,215.28,369,434.52
Spain,Palaemonid shrimps nei,"Atlantic, Northeast",Marine,...,120,0,120,42,52.5,560,217.31,388.5,455,345,412.5,379.26,607.5,440.1,294,330,262.4,278.4,320,6.4,0,0,0,270.12,346.73,3.98,9.48,5.3
Spain,Palinurid spiny lobsters nei,"Atlantic, Northeast",Marine,...,...,...,492,492,228,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Spain,Pod razor shell,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100.78,356.73,4.63
Spain,Pollack,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,160,33.03,1.02,0,0,0
Spain,Pullet carpet shell,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,514.8,115,380,1325,545,265,29.43,1955.05,1730.44,2349.13,1363.07
Spain,Pullet carpet shell,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,16103.65,24840,19264,18640,15464,16247.4,351,1325,235,175,485,475,3072.42,530.56,4306.16,1354.87,714
Spain,Queen scallop,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.83,2.16
Spain,Rainbow trout,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,35.32,0,39.81,41.74,34.71
Spain,Rainbow trout,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,49.22,11.6,0,0
Spain,Rainbow trout,Europe - Inland waters,Freshwater,41436,48000,49500,51000,61250,63000,63000,57890.06,36234.07,31104.68,44971.91,52978.2,57260.5,63465.92,66000,66000,72892.6,77844.8,74452.41,74340.2,64477.6,57109.8,55415.8,55429,74233.88,58856.52,61659.48,61028.16,50899.04
Spain,Rainbow trout,Mediterranean and Black Sea,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,...,286,0,330,0,0,0,0,0,0
Spain,Red swamp crawfish,Europe - Inland waters,Freshwater,...,...,...,31000,32268,45730,42500,38727.5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Spain,Sea belt,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.91,14.11,3.12,...,0.2,0.77
Spain,Sea mussels nei,"Atlantic, Northeast",Marine,149500,159675.75,160546.77,159545.75,157956.5,183359.52,173300.02,162147.4,85780.54,39734.78,56544.15,71683.12,68469.76,59393.15,78318.6,78590.71,86705.51,86094.76,67685.11,71972.6,81071.56,55358.1,80090.5,73371.56,124679.42,126596.2,118345.77,147878.3,122656.09
Spain,Sea mussels nei,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1586.69,0.52,0
Spain,Sea mussels nei,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6770.8,6710.29,6111.18,7244.39,6305.24
Spain,Sea trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,738,426,711,519,609,477,22.08,2.34,10.62,13.91,51.42
Spain,Seabasses nei,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3619,0,0,0,0,0,0,0,0
Spain,Seaweeds nei,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,678.05,925.18,993.41,940.14,746.38,988.43,899.08
Spain,Senegalese sole,"Atlantic, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,356.37
Spain,Senegalese sole,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,110.48,102.83,30.48,30.39
Spain,Senegalese sole,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,716.05,764.8,859.9,1269.96,946.34
Spain,Senegalese sole,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,224,252,76.82,5.4,14.59,...,...
Spain,Siberian sturgeon,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,840,7,63,56,840,427,0,163.85,466.02,254.39,517.77
Spain,Signal crayfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,20,20,20,20,0,0,0,0,0,0,7.52,2.39,2.88,2.31
