"","sciname","common","TaxonKey","Resilience","SpecCode"
"1279","Cheilopogon unicolor","Limpidwing flyingfish",623049,"High",23049
"1280","Odontanthias borbonius","Checked swallowtail",623333,"High",23333
"1281","Eptatretus cirrhatus","Broadgilled hagfish",623878,"Low",23878
"1282","Lepidopsetta bilineata","Rock sole",624237,"Low",24237
"1283","Cirrhilabrus balteatus","Girdled wrasse",625760,"High",25760
"1284","Cryptocentrus caeruleomaculatus","Bluespeckled prawngoby",625798,"High",25798
"1285","Liza klunzingeri","Klunzingers mullet",646376,"High",46376
"1286","Rioraja agassizii","Rio skate",650857,"Low",50857
"1287","Bathyraja brachyurops","Broadnose skate",651184,"Low",51184
"1288","Zearaja chilensis","Yellownose skate",651636,"Low",51636
"1289","Bathyraja macloviana","Patagonian skate",652474,"Low",52474
"1290","Cynoscion guatucupa","Stripped weakfish",652918,"Medium",52918
"1291","Sympterygia bonapartii","Smallnose fanskate",654031,"Low",54031
"1292","Sympterygia acuta","Bignose fanskate",654032,"Low",54032
"1293","Scomber colias","Atlantic chub mackerel",654736,"High",54736
"1294","Brama australis","Southern rays bream",654793,"Low",54793
"1295","Paralichthys microps","Paralichthys microps",654963,"Medium",54963
"1296","Chrysiptera brownriggii","Surge damselfish",656326,"High",5697
"1297","Bathyraja irrasa","Kerguelen sandpaper skate",657505,"Low",6949
"1298","Cephalopholis aurantia","Golden hind",658000,"Medium",6443
"1299","Coris gaimard","African coris",658001,"Medium",5625
"1300","Plectranthias kamii","Basslet",658002,"Medium",59805
"1301","Sebastes melanops","Black rockfish",603979,"Low",3979
"1302","Trachyscorpia cristulata cristulata","Atlantic thornyhead",604011,"Very low",4011
"1303","Myoxocephalus quadricornis","Fourhorn sculpin",604122,"Low",4122
"1304","Citharichthys sordidus","Pacific sanddab",604215,"Medium",4215
"1305","Paralichthys californicus","California flounder",604228,"Low",4228
"1306","Microstomus pacificus","Dover sole",604247,"Low",4247
"1307","Cephalopholis cruentata","Graysby",600012,"Medium",12
"1308","Epinephelus adscensionis","Rock hind",600014,"Low",14
"1309","Pleuronichthys decurrens","Curlfin sole",604252,"Medium",4252
"1310","Aluterus scriptus","Scribbled leatherjacket filefish",604275,"Medium",4275
"1311","Canthidermis maculata","Rough triggerfish",604278,"Medium",4278
"1312","Epinephelus fuscoguttatus","Brownmarbled grouper",604460,"Medium",4460
"1313","Gazza minuta","Toothpony",604462,"High",4462
"1314","Gnathanodon speciosus","Golden trevally",604464,"Medium",4464
"1315","Acanthopagrus bifasciatus","Twobar seabream",604543,"Medium",4543
"1316","Labrus merula","Brown wrasse",604582,"Medium",4582
"1317","Siganus sutor","Shoemaker spinefoot",604615,"High",4615
"1318","Siganus punctatissimus","Peppered spinefoot",604620,"High",4620
"1319","Siganus punctatus","Goldspotted spinefoot",604621,"High",4621
"1320","Micromesistius poutassou","Blue whiting",600031,"Medium",31
"1321","Microchirus variegatus","Thickback sole",600032,"Medium",32
"1322","Molva molva","Ling",600033,"Low",33
"1323","Capros aper","Boarfish",600054,"Low",54
"1324","Cepola macrophthalma","Red bandfish",600056,"Medium",56
"1325","Grammistes sexlineatus","Goldenstriped soapfish",604925,"Medium",4925
"1326","Citharus linguatula","Spotted flounder",604943,"Medium",4943
"1327","Epinephelus goreensis","Dungat grouper",604961,"Medium",4961
"1328","Symphodus melops","Corkwing wrasse",600059,"Medium",59
"1329","Ctenolabrus rupestris","Goldsinny wrasse",600061,"Medium",61
"1330","Scarus schlegeli","Yellowband parrotfish",604975,"Medium",4975
"1331","Macropharyngodon meleagris","Blackspotted wrasse",604984,"High",4984
"1332","Lophius vaillanti","Shortspine African angler",604988,"Medium",4988
"1333","Polydactylus quadrifilis","Giant African threadfin",605002,"Medium",5002
"1334","Pomadasys incisus","Bastard grunt",605003,"Medium",5003
"1335","Pontinus kuhlii","Offshore rockfish",605007,"Low",5007
"1336","Pseudotolithus senegallus","Law croaker",605009,"Low",5009
"1337","Raja miraletus","Brown ray",605014,"Low",5014
"1338","Psettodes bennettii","Spiny turbot",605068,"Medium",5068
"1339","Alepocephalus rostratus","Rissos smooth-head",605071,"Very low",5071
"1340","Borostomias antarcticus","Snaggletooth",605098,"Medium",5098
"1341","Labrichthys unilineatus","Tubelip wrasse",605109,"High",5109
"1342","Pseudopercis semifasciata","Argentinian sandperch",650136,"Low",50136
"1343","Conger cinereus","Longfin African conger",658004,"Very low",6654
"1344","Notothenia neglecta","Yellowbelly rockcod",658010,"Low",58010
"1345","Iniistius geisha","Japanese razorfish",658754,"Medium",58754
"1346","Nototheniops nybelini","Rockcod",659654,"Medium",59654
"1347","Lobotes pacificus","Pacific tripletail",660984,"High",60984
"1348","Odontanthias katayamai","Fairy basslet",661829,"High",64625
"1349","Epinephelus coioides","Orangespotted grouper",606465,"Low",6465
"1350","Epinephelus corallicola","Coral grouper",606466,"Medium",6466
"1351","Epinephelus lanceolatus","Giant grouper",606468,"Very low",6468
"1352","Gracila albomarginata","Masked grouper",606477,"Medium",6477
"1353","Variola albimarginata","White-edged lyretail",606478,"Low",6478
"1354","Aeoliscus strigatus","Razorfish",606503,"High",6503
"1355","Pomacanthus imperator","Emperor angelfish",606504,"Medium",6504
"1356","Myripristis vittata","Whitetip soldierfish",606505,"High",6505
"1357","Arothron stellatus","Stellate puffer",606526,"Low",6526
"1358","Acanthopagrus schlegelii","Blackhead seabream",606531,"Medium",6531
"1359","Sebastes schlegelii","Korean rockfish",606534,"Very low",6534
"1360","Girella punctata","Girella punctata",606537,"Low",6537
"1361","Chaetodon ornatissimus","Ornate butterflyfish",606550,"High",6550
"1362","Oxymonacanthus longirostris","Harlequin filefish",606559,"Medium",6559
"1363","Parapercis clathrata","Latticed sandperch",606561,"Medium",6561
"1364","Pygoplites diacanthus","Regal angelfish",606572,"Medium",6572
"1365","Valenciennea strigata","Blueband goby",606575,"High",6575
"1366","Canthigaster solandri","Spotted sharpnose",606578,"High",6578
"1367","Neoniphon opercularis","Black squirrelfish",606582,"High",6582
"1368","Abudefduf vaigiensis","Indo-Pacific sergeant",606630,"High",6630
"1369","Cantherhines pardalis","Honeycomb filefish",606635,"Medium",6635
"1370","Epinephelus macrospilos","Snubnose grouper",606661,"Medium",6661
"1371","Parapercis millepunctata","Blackdotted sand perch",606670,"Medium",6670
"1372","Amanses scopas","Broom filefish",606672,"Medium",6672
"1373","Katsuwonus pelamis","Skipjack tuna",600107,"Medium",107
"1374","Naso thynnoides","Oneknife unicornfish",606932,"Medium",6932
"1375","Plectorhinchus lineatus","Yellowbanded sweetlips",606940,"Medium",6940
"1376","Bathyraja maccaini","McCains skate",606950,"Low",6950
"1377","Bathyraja meridionalis","Darkbelly skate",606951,"Low",6951
"1378","Bathyraja murrayi","Murrays skate",606952,"Low",6952
"1379","Amblyraja georgiana","Antarctic starry skate",606953,"Low",6953
"1380","Diastobranchus capensis","Basketwork eel",606957,"Low",6957
"1381","Gobionotothen acuta","Triangular rockcod",607040,"Medium",7040
"1382","Nototheniops larseni","Painted notie",607048,"Medium",7048
"1383","Chionobathyscus dewitti","Chionobathyscus dewitti",607108,"Medium",7108
"1384","Chionodraco myersi","Myers' icefish",607110,"Medium",7110
"1385","Cryodraco antarcticus","Longfingered icefish",607111,"Medium",7111
"1386","Paradiplospinus gracilis","Slender escolar",607117,"Medium",7117
"1387","Mancopsetta maculata","Antarctic armless flounder",607120,"Medium",7121
"1388","Stellifer rastrifer","Rake stardrum",601196,"High",1196
"1389","Sphyraena guachancho","Guachanche barracuda",601236,"Very low",1236
"1390","Harengula jaguana","Scaled herring",601480,"Medium",1480
"1391","Pellona harroweri","American coastal pellona",601643,"High",1643
"1392","Trachinotus cayennensis","Cayenne pompano",601009,"Medium",1009
"1393","Trinectes paulistanus","Slipper sole",607580,"High",7580
"1394","Bodianus pulchellus","Spotfin hogfish",601066,"Medium",1066
"1395","Lutjanus lutjanus","Bigeye snapper",600159,"Medium",159
"1396","Selar boops","Oxeye scad",601954,"High",1954
"1397","Pterocaesio trilineata","Three-stripe fusilier",601886,"High",1886
"1398","Caranx sexfasciatus","Bigeye trevally",601917,"Medium",1917
"1399","Carangoides ferdau","Blue trevally",601921,"Medium",1921
"1400","Carangoides bajad","Orangespotted trevally",601923,"High",1923
"1401","Carangoides coeruleopinnatus","Coastal trevally",601924,"High",1924
"1402","Carangoides fulvoguttatus","Yellowspotted trevally",601926,"Low",1926
"1403","Caranx lugubris","Black jack",601936,"Low",1936
"1404","Decapterus macrosoma","Shortfin scad",601938,"High",1938
"1405","Megalops cyprinoides","Indo-Pacific tarpon",600227,"Medium",227
"1406","Parona signata","Parona leatherjacket",600386,"Medium",386
"1407","Mene maculata","Moonfish",600390,"High",390
"1408","Emmelichthys nitidus nitidus","Cape bonnetmouth",600395,"Medium",395
"1409","Nemipterus virgatus","Golden threadfin bream",600396,"Medium",396
"1410","Pomadasys argenteus","Silver grunt",600399,"Medium",399
"1411","Cynoscion analis","Peruvian weakfish",600403,"Medium",403
"1412","Cynoscion nebulosus","Spotted weakfish",600405,"Medium",405
"1413","Cynoscion regalis","Squeteague",600406,"Medium",406
"1414","Menticirrhus littoralis","Gulf kingcroaker",600411,"Medium",411
"1415","Umbrina canosai","Argentine croaker",600413,"Medium",413
"1416","Paralonchurus peruanus","Peruvian banded croaker",600424,"Medium",424
"1417","Pogonias cromis","Black drum",600425,"Medium",425
"1418","Epinephelus aeneus","White grouper",600426,"Medium",426
"1419","Tripterophycis gilchristi","Grenadier cod",602023,"Low",2023
"1420","Notacanthus chemnitzii","Spiny eel",602661,"Low",2661
"1421","Coregonus autumnalis","Arctic cisco",602669,"Low",2669
"1422","Coregonus nasus","Broad whitefish",602674,"Low",2674
"1423","Somniosus antarcticus","Southern sleeper shark",665976,"Very low",65976
"1424","Leiostomus xanthurus","Spot croaker",600429,"High",429
"1425","Pseudotolithus senegalensis","Cassava croaker",600432,"Medium",432
"1426","Pagellus bellottii","Red pandora",600436,"Medium",436
"1427","Argyrops spinifer","King soldierbream",600442,"Low",442
"1428","Cheimerius nufar","Santer seabream",600444,"Low",444
"1429","Pseudupeneus prayensis","West African goatfish",600453,"High",453
"1430","Parapercis colias","New Zealand blue cod",600464,"Medium",464
"1431","Percophis brasiliensis","Brazilian flathead",600465,"Medium",465
"1432","Dascyllus aruanus","Whitetail dascyllus",605110,"Medium",5110
"1433","Dascyllus trimaculatus","Threespot dascyllus",605112,"High",5112
"1434","Cypselurus poecilopterus","Yellowing flyingfish",605122,"High",5122
"1435","Champsocephalus esox","Pike icefish",605133,"Medium",5133
"1436","Epinephelus akaara","Hong Kong grouper",605158,"Medium",5158
"1437","Pterois volitans","Red lionfish",605195,"Low",5195
"1438","Sargocentron melanospilos","Blackblotch squirrelfish",605345,"High",5345
"1439","Variola louti","Yellow-edged lyretail",605354,"Medium",5354
"1440","Cephalopholis igarashiensis","Garish hind",605366,"Medium",5366
"1441","Epinephelus areolatus","Areolate grouper",605367,"Low",5367
"1442","Lactoria cornuta","Longhorn cowfish",606399,"High",6399
"1443","Cyclopterus lumpus","Lumpfish",600062,"Low",62
"1444","Rhabdosargus sarba","Goldlined seabream",605368,"Medium",5368
"1445","Oxyeleotris marmorata","Marble goby",605376,"High",5376
"1446","Synodus variegatus","Variegated lizardfish",605398,"High",5398
"1447","Antennatus coccineus","Scarlet frogfish",605402,"High",5402
"1448","Sargocentron cornutum","Threespot squirrelfish",605406,"High",5406
"1449","Myripristis murdjan","Pinecone soldierfish",605408,"Medium",5408
"1450","Arothron hispidus","White-spotted puffer",605425,"Medium",5425
"1451","Halobatrachus didactylus","Lusitanian toadfish",605429,"Medium",5429
"1452","Centropyge flavissima","Lemonpeel angelfish",605457,"High",5457
"1453","Labroides dimidiatus","Bluestreak cleaner wrasse",605459,"Medium",5459
"1454","Amblyglyphidodon curacao","Staghorn damselfish",605477,"High",5477
"1455","Cheilodipterus quinquelineatus","Fivelined cardinalfish",605482,"High",5482
"1456","Bodianus axillaris","Axilspot hogfish",605498,"Medium",5498
"1457","Rhynchobatus djiddensis","Giant guitarfish",605503,"Low",5503
"1458","Chelidonichthys capensis","Cape gurnard",605504,"Low",5504
"1459","Epinephelus chlorostigma","Brownspotted grouper",605524,"Low",5524
"1460","Bolbometopon muricatum","Green humphead parrotfish",605537,"Low",5537
"1461","Scarus altipinnis","Filamentfinned parrotfish",605540,"Medium",5540
"1462","Scarus festivus","Festive parrotfish",605544,"Medium",5544
"1463","Scarus forsteni","Forstens parrotfish",605545,"Medium",5545
"1464","Scarus frenatus","Bridled parrotfish",605546,"Medium",5546
"1465","Dicentrarchus labrax","European seabass",600063,"Low",63
"1466","Engraulis encrasicolus","European anchovy",600066,"Medium",66
"1467","Chlorurus frontalis","Pacific slopehead parrotfish",605547,"Medium",5547
"1468","Scarus niger","Dusky parrotfish",605550,"High",5550
"1469","Scarus psittacus","Common parrotfish",605553,"High",5553
"1470","Scarus rubroviolaceus","Ember parrotfish",605555,"Medium",5555
"1471","Coelorinchus marinii","Marinis grenadier",607132,"Medium",7132
"1472","Cynomacrurus piriei","Dogtooth grenadier",607136,"Low",7136
"1473","Pseudocyttus maculatus","Smooth oreo dory",607151,"Very low",7151
"1474","Arothron manilensis","Narrowlined puffer",607187,"High",7187
"1475","Ctenogobiops tangaroai","Tangaroa shrimpgoby",607211,"High",7211
"1476","Synodus binotatus","Two-spot lizard fish",607292,"High",7292
"1477","Myripristis kuntee","Shoulderbar soldierfish",607306,"High",7306
"1478","Myripristis pralinia","Scarlet soldierfish",607308,"High",7308
"1479","Myripristis violacea","Lattice soldierfish",607309,"High",7309
"1480","Neoniphon argenteus","Clearfin squirrelfish",607310,"High",7310
"1481","Sargocentron tiereoides","Pink squirrelfish",607311,"High",7311
"1482","Epinephelus awoara","Yellow grouper",607329,"High",7329
"1483","Epinephelus howlandi","Blacksaddle grouper",607348,"Medium",7348
"1484","Hyporthodus octofasciatus","Eightbar grouper",607355,"Very low",7355
"1485","Epinephelus socialis","Surge grouper",607362,"Medium",7362
"1486","Epinephelus summana","Summan grouper",607366,"Medium",7366
"1487","Plectropomus pessuliferus","Roving coralgrouper",607430,"Very low",7430
"1488","Lepophidium brevibarbe","Shortbeard cusk-eel",607553,"Medium",7553
"1489","Leucoraja circularis","Sandy ray",607614,"Low",7614
"1490","Mobula mobular","Devil fish",607618,"Low",7618
"1491","Rastrelliger kanagurta","Indian mackerel",600111,"High",111
"1492","Sarda chiliensis","Eastern Pacific bonito",600113,"Medium",113
"1493","Sarda orientalis","Striped bonito",600114,"Medium",114
"1494","Plectorhinchus gaterinus","Blackspotted rubberlips",607703,"Medium",7703
"1495","Sarda sarda","Atlantic bonito",600115,"Medium",115
"1496","Plectorhinchus schotaf","Minstrel sweetlip",607706,"Low",7706
"1497","Pomadasys stridens","Striped piggy",607708,"High",7708
"1498","Myripristis amaena","Brick soldierfish",607773,"Medium",7773
"1499","Scomber australasicus","Blue mackerel",600116,"Medium",116
"1500","Scomber japonicus","Chub mackerel",600117,"Medium",117
"1501","Scomber scombrus","Atlantic mackerel",600118,"Medium",118
"1502","Scomberomorus brasiliensis","Serra Spanish mackerel",600119,"Medium",119
"1503","Pomacanthus maculosus","Yellowbar angelfish",607903,"Low",7903
"1504","Scomberomorus cavalla","King mackerel",600120,"Low",120
"1505","Parapristipoma octolineatum","African striped grunt",608092,"Medium",8092
"1506","Chlorurus microrhinos","Steephead parrotfish",608097,"Low",60479
"1507","Rhabdosargus haffara","Haffara seabream",608166,"Medium",8166
"1508","Pampus chinensis","Chinese silver pomfret",608187,"High",8187
"1509","Aphanopus intermedius","Intermediate scabbardfish",608540,"Low",8540
"1510","Cephalopholis fulva","Coney",608816,"Low",8816
"1511","Solea senegalensis","Senegalese sole",608852,"Medium",8852
"1512","Chaenocephalus aceratus","Blackfin icefish",600473,"Medium",473
"1513","Pseudochaenichthys georgianus","South Georgia icefish",600475,"Medium",475
"1514","Channichthys rhinoceratus","Unicorn icefish",600477,"Medium",477
"1515","Coregonus sardinella","Sardine cisco",602678,"Medium",2678
"1516","Stenodus leucichthys","Sheefish",602692,"Low",2692
"1517","Leuciscus idus","Ide",602801,"Low",2801
"1518","Zoarces americanus","Ocean pout",600480,"Low",480
"1519","Anarhichas minor","Spotted wolffish",603811,"Low",3811
"1520","Acanthurus achilles","Achilles tang",604306,"High",4306
"1521","Leucoraja naevus","Cuckoo ray",604326,"Low",4326
"1522","Raja montagui","Spotted ray",604329,"Low",4329
"1523","Myliobatis aquila","Common eagleray",604330,"Very low",4330
"1524","Lycodes esmarkii","Greater eelpout",604333,"Very low",4333
"1525","Stegastes albifasciatus","Whitebar gregory",604340,"High",4340
"1526","Stegastes lividus","Stegastes lividus",604351,"High",58951
"1527","Calotomus carolinus","Carolines parrotfish",604355,"Medium",4355
"1528","Calotomus spinidens","Spinytooth parrotfish",604357,"High",4357
"1529","Epinephelus itajara","Goliath grouper",600016,"Low",16
"1530","Chelidonichthys kumu","Bluefin gurnard",600507,"Medium",507
"1531","Deania hystricosa","Rough longnose dogfish",600671,"Low",671
"1532","Pterygotrigla polyommata","Latchet",600508,"Medium",508
"1533","Ophiodon elongatus","Lingcod",600509,"Low",509
"1534","Psettodes erumei","Indian halibut",600513,"Medium",513
"1535","Atheresthes stomias","Arrowtooth flounder",600517,"Low",517
"1536","Atheresthes evermanni","Kamchatka flounder",600518,"Low",518
"1537","Hippoglossoides elassodon","Flathead sole",600519,"Low",519
"1538","Limanda aspera","Yellowfin sole",600520,"Low",520
"1539","Carangoides malabaricus","Malabar trevally",604443,"High",4443
"1540","Dicologlossa cuneata","Wedge sole",600526,"High",526
"1541","Austroglossus microlepis","West coast sole",600527,"Low",527
"1542","Austroglossus pectoralis","Mud sole",600528,"Medium",528
"1543","Encrasicholina heteroloba","Shorthead anchovy",600556,"High",556
"1544","Encrasicholina punctifer","Buccaneer anchovy",600558,"High",558
"1545","Stolephorus insularis","Hardenbergs anchovy",600571,"High",571
"1546","Stolephorus pacificus","Pacific anchovy",600575,"High",575
"1547","Heptranchias perlo","Sharpnose sevengill shark",600636,"Very low",636
"1548","Siganus canaliculatus","White-spotted spinefoot",604456,"Medium",4456
"1549","Siganus spinus","Little spinefoot",604457,"High",4457
"1550","Centrophorus lusitanicus","Lowfin gulper shark",600650,"Very low",650
"1551","Centroscyllium fabricii","Black dogfish",600656,"Low",656
"1552","Orthopristis chrysoptera","Pigfish",600005,"Medium",5
"1553","Etmopterus granulosus","Southern lanternshark",600679,"Low",679
"1554","Somniosus rostratus","Little sleeper shark",600704,"Low",704
"1555","Diagramma pictum","Painted sweetlips",604465,"Medium",4465
"1556","Pseudobalistes fuscus","Yellow-spotted triggerfish",604466,"Medium",4466
"1557","Gymnocephalus cernua","Ruffe",604474,"Medium",4474
"1558","Dactyloptena orientalis","Oriental flying gurnard",604485,"High",4485
"1559","Sphyraena obtusata","Obtuse barracuda",604493,"High",4493
"1560","Psettodes belcheri","Spottail spiny turbot",604504,"Medium",4504
"1561","Clupea harengus","Atlantic herring",600024,NA,24
"1562","Oxynotus centrina","Angular roughshark",600718,"Very low",718
"1563","Oxynotus paradoxus","Sailfin roughshark",600719,"Low",719
"1564","Squatina argentina","Argentine angelshark",600727,"Very low",727
"1565","Carcharias taurus","Sand tiger shark",600747,"Very low",747
"1566","Galeus murinus","Mouse catshark",600808,"Low",808
"1567","Neotrygon kuhlii","Bluespotted stingray",604508,"Very low",4508
"1568","Saurida gracilis","Gracile lizardfish",604534,"High",4534
"1569","Dentex gibbosus","Pink dentex",604536,"Medium",4536
"1570","Dentex canariensis","Canary dentex",604539,"Medium",4539
"1571","Epinephelus tauvina","Greasy grouper",604461,"Low",4461
"1572","Sillago sihama","Silver sillago",604544,"High",4544
"1573","Umbrina canariensis","Canary drum",604548,"Medium",4548
"1574","Scyliorhinus stellaris","Nursehound",600854,"Low",854
"1575","Carcharhinus brachyurus","Copper shark",600864,"Very low",864
"1576","Carcharhinus plumbeus","Sandbar shark",600880,"Very low",880
"1577","Carcharhinus porosus","Smalltail shark",600881,"Very low",881
"1578","Carcharhinus sorrah","Spottail shark",600884,"Very low",884
"1579","Trachyrincus scabrus","Roughsnout grenadier",604556,"Medium",4556
"1580","Siganus vermiculatus","Vermiculated spinefoot",604561,"Medium",4561
"1581","Miichthys miiuy","Mi-iuy croaker",604569,"Medium",4569
"1582","Liza ramada","Thinlip grey mullet",604583,"Low",4583
"1583","Chelidonichthys spinosus","Spiny red gurnard",604598,"Medium",4598
"1584","Glyptocephalus cynoglossus","Witch flounder",600026,"Low",26
"1585","Lepidorhombus boscii","Fourspot megrim",600027,"Medium",27
"1586","Lepidorhombus whiffiagonis","Megrim",600028,"Low",28
"1587","Merlangius merlangus","Whiting",600029,"Medium",29
"1588","Triaenodon obesus","Whitetip reef shark",600907,"Very low",907
"1589","Sphyrna zygaena","Smooth hammerhead",600917,"Low",917
"1590","Caesio caerulaurea","Blue and gold fusilier",600918,"High",918
"1591","Pseudocaranx dentex","White trevally",601002,"Medium",1002
"1592","Seriola rivoliana","Longfin yellowtail",601007,"Low",1007
"1593","Hemiramphus bermudensis","Bermuda halfbeak",601058,"High",1058
