"sid","sciname","class","order","family","genus","species","authority","modified_year","category","criteria","habitat","popn_trend","shp_dbf","shp_grp","shp_cnt","src_distn","am_speciesid","TEXT","category_2012chg","popn_trend_2012chg"
161364,"Galeus eastmani","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Galeus","eastmani","(Jordan &amp; Snyder, 1904)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23132",NA,"LC","Unknown"
161366,"Bathyraja spinicauda","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","spinicauda","(Jensen, 1914)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-15353",NA,"NT","Unknown"
161370,"Pavoraja nitida","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Pavoraja","nitida","(Günther, 1880)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54800",NA,"NT","Unknown"
161371,"Rajella bigelowi","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","bigelowi","(Stehmann, 1978)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132544",NA,"LC","Unknown"
161375,"Bathyraja trachura","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","trachura","(Gilbert, 1892)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24315",NA,"LC","Unknown"
161376,"Carcharhinus sorrah","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","sorrah","(Müller &amp; Henle, 1839)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23070",NA,"NT","Unknown"
161381,"Bathyraja minispinosa","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","minispinosa","Ishiyama &amp; Ishihara, 1977",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-52118",NA,"LC","Unknown"
161382,"Bathyraja shuntovi","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","shuntovi","Dolganov, 1985",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-115474",NA,"DD","Unknown"
161388,"Etmopterus spinax","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","spinax","(Linnaeus, 1758)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23124",NA,"LC","Unknown"
161397,"Torpedo torpedo","CHONDRICHTHYES","RAJIFORMES","TORPEDINIDAE","Torpedo","torpedo","(Linnaeus, 1758)",2009,"DD",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-24377",NA,"DD","Stable"
161398,"Galeus melastomus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Galeus","melastomus","Rafinesque, 1810",2009,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-29397",NA,"LC","Stable"
161399,"Scyliorhinus canicula","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Scyliorhinus","canicula","(Linnaeus, 1758)",2009,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-23251",NA,"LC","Stable"
161401,"Dasyatis thetidis","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Dasyatis","thetidis","Ogilby, 1899",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32598",NA,"DD","Unknown"
161403,"Somniosus pacificus","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Somniosus","pacificus","Bigelow &amp; Schroeder, 1944",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30664",NA,"DD","Unknown"
161404,"Squalus montalbani","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE","Squalus","montalbani","Whitley, 1931",2009,"VU","A2bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-160378",NA,"VU","Decreasing"
161405,"Rhinobatos holcorhynchus","CHONDRICHTHYES","RAJIFORMES","RHINOBATIDAE","Rhinobatos","holcorhynchus","Norman, 1922",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-33777",NA,"DD","Unknown"
161407,"Etmopterus molleri","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","molleri","(Whitley, 1939)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54585",NA,"LC","Unknown"
161430,"Bathyraja lindbergi","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","lindbergi","Ishiyama &amp; Ishihara, 1977",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-52119",NA,"LC","Unknown"
161431,"Himantura granulata","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Himantura","granulata","(Macleay, 1883)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28555",NA,"NT","Unknown"
161432,"Somniosus rostratus","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Somniosus","rostratus","(Risso, 1827)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23260",NA,"DD","Unknown"
161433,"Squalus japonicus","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE","Squalus","japonicus","Ishikawa, 1908",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29534",NA,"DD","Unknown"
161436,"Myliobatis goodei","CHONDRICHTHYES","RAJIFORMES","MYLIOBATIDAE","Myliobatis","goodei","Garman, 1885",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30332",NA,"DD","Unknown"
161439,"Mobula kuhlii","CHONDRICHTHYES","RAJIFORMES","MOBULIDAE","Mobula","kuhlii","(Müller &amp; Henle, 1841)",2009,"DD",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-61508",NA,"DD","Decreasing"
161442,"Centrophorus lusitanicus","CHONDRICHTHYES","SQUALIFORMES","CENTROPHORIDAE","Centrophorus","lusitanicus","Barbosa du Bocage &amp; de Brito Capello, 1864",2009,"VU","A2bd+4bd","Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29320",NA,"VU","Unknown"
161443,"Etmopterus pusillus","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","pusillus","(Lowe, 1839)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23123",NA,"LC","Unknown"
161445,"Narcine timlei","CHONDRICHTHYES","RAJIFORMES","NARCINIDAE","Narcine","timlei","(Bloch &amp; Schneider, 1801)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26903",NA,"DD","Unknown"
161453,"Dasyatis pastinaca","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Dasyatis","pastinaca","(Linnaeus, 1758)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23995",NA,"DD","Unknown"
161461,"Leucoraja fullonica","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Leucoraja","fullonica","(Linnaeus, 1758)",2009,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-132546",NA,"NT","Decreasing"
161464,"Leucoraja circularis","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Leucoraja","circularis","(Couch, 1838)",2009,"VU","A2bcd+3bcd+4bcd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-132547",NA,"VU","Decreasing"
161466,"Raja inornata","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Raja","inornata","Jordan &amp; Gilbert, 1881",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30566",NA,"DD","Unknown"
161468,"Eridacnis radcliffei","CHONDRICHTHYES","CARCHARHINIFORMES","PROSCYLLIIDAE","Eridacnis","radcliffei","Smith, 1913",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31585",NA,"LC","Unknown"
161471,"Bathyraja parmifera","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","parmifera","(Bean, 1881)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24311",NA,"LC","Unknown"
161477,"Malacoraja senta","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Malacoraja","senta","(Garman, 1885)",2009,"EN","A2bcd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-58997",NA,"EN","Decreasing"
161484,"Scyliorhinus stellaris","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Scyliorhinus","stellaris","(Linnaeus, 1758)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23256",NA,"NT","Unknown"
161488,"Halaelurus boesemani","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Halaelurus","boesemani","Springer &amp; D'Aubrey, 1972",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29406",NA,"DD","Unknown"
161489,"Dentiraja lemprieri","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dentiraja","lemprieri","(Richardson, 1845)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-164471",NA,"LC","Unknown"
161491,"Amblyraja jenseni","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Amblyraja","jenseni","(Bigelow &amp; Schroeder, 1950)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131855",NA,"LC","Unknown"
161492,"Leucoraja wallacei","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Leucoraja","wallacei","(Hulley, 1970)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132550",NA,"LC","Unknown"
161494,"Anacanthobatis longirostris","CHONDRICHTHYES","RAJIFORMES","ANACANTHOBATIDAE","Anacanthobatis","longirostris","Bigelow &amp; Schroeder, 1962",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-126299",NA,"DD","Unknown"
161498,"Galeus springeri","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Galeus","springeri","Konstantinou &amp; Cozzi, 1998",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-125905",NA,"DD","Unknown"
161501,"Iago omanensis","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Iago","omanensis","(Norman, 1939)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25903",NA,"LC","Unknown"
161511,"Torpedo macneilli","CHONDRICHTHYES","RAJIFORMES","TORPEDINIDAE","Torpedo","macneilli","(Whitley, 1932)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54864",NA,"DD","Unknown"
161512,"Rajella fuliginea","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","fuliginea","(Bigelow &amp; Schroeder, 1954)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131810",NA,"LC","Unknown"
161517,"Etmopterus lucifer","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","lucifer","Jordan &amp; Snyder, 1902",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29381",NA,"LC","Unknown"
161521,"Centroscyllium fabricii","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Centroscyllium","fabricii","(Reinhardt 1825)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23078",NA,"LC","Unknown"
161523,"Narcine lingula","CHONDRICHTHYES","RAJIFORMES","NARCINIDAE","Narcine","lingula","Richardson, 1846",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-47427",NA,"DD","Unknown"
161524,"Carcharhinus isodon","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","isodon","(Müller &amp; Henle, 1839)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23058",NA,"LC","Unknown"
161526,"Carcharhinus albimarginatus","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","albimarginatus","(Rüppell, 1837)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23044",NA,"NT","Unknown"
161527,"Breviraja colesi","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Breviraja","colesi","Bigelow &amp; Schroeder, 1948",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-115735",NA,"DD","Unknown"
161535,"Dipturus gudgeri","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","gudgeri","(Whitley 1940)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132520",NA,"NT","Unknown"
161536,"Squalus blainville","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE","Squalus","blainville","(Risso, 1827)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-51856",NA,"DD","Unknown"
161542,"Amblyraja radiata","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Amblyraja","radiata","(Donovan, 1808)",2009,"VU","A2b","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-131853",NA,"VU","Decreasing"
161551,"Deania profundorum","CHONDRICHTHYES","SQUALIFORMES","CENTROPHORIDAE","Deania","profundorum","(Smith &amp; Radcliffe, 1912)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23104",NA,"LC","Unknown"
161561,"Bathyraja smithii","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","smithii","(Müller &amp; Henle, 1841)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27677",NA,"DD","Unknown"
161564,"Carcharhinus altimus","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","altimus","(Springer, 1950)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23045",NA,"DD","Unknown"
161569,"Myliobatis aquila","CHONDRICHTHYES","RAJIFORMES","MYLIOBATIDAE","Myliobatis","aquila","(Linnaeus, 1758)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25062",NA,"DD","Unknown"
161574,"Holohalaelurus regani","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Holohalaelurus","regani","(Gilchrist, 1922)",2009,"LC",NA,"Marine","Increasing",NA,NA,NA,"AquaMaps","Fis-23159",NA,"LC","Increasing"
161577,"Arhynchobatis asperrimus","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Arhynchobatis","asperrimus","Waite, 1909",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-115472",NA,"DD","Unknown"
161580,"Torpedo nobiliana","CHONDRICHTHYES","RAJIFORMES","TORPEDINIDAE","Torpedo","nobiliana","Bonaparte, 1835",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30723",NA,"DD","Unknown"
161586,"Raja straeleni","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Raja","straeleni","Poll, 1951",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31188",NA,"DD","Unknown"
161587,"Rajella fyllae","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","fyllae","(Lütken, 1887)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131802",NA,"LC","Unknown"
161590,"Neotrygon kuhlii","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Neotrygon","kuhlii","(Müller &amp; Henle, 1841)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-161494",NA,"DD","Unknown"
161594,"Bathyraja violacea","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","violacea","(Suvorov, 1935)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-52110",NA,"DD","Unknown"
161597,"Alopias pelagicus","CHONDRICHTHYES","LAMNIFORMES","ALOPIIDAE","Alopias","pelagicus","Nakamura, 1935",2009,"VU","A2d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-31568",NA,"VU","Decreasing"
161599,"Raja miraletus","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Raja","miraletus","Linnaeus, 1758",2009,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-31187",NA,"LC","Stable"
161601,"Dipturus doutrei","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","doutrei","(Cadenat, 1960)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131831",NA,"DD","Unknown"
161607,"Narke dipterygia","CHONDRICHTHYES","RAJIFORMES","NARKIDAE","Narke","dipterygia","(Bloch &amp; Schneider, 1801)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28947",NA,"DD","Unknown"
161610,"Dipturus teevani","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","teevani","(Bigelow &amp; Schroeder, 1951)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131846",NA,"DD","Unknown"
161615,"Himantura fai","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Himantura","fai","Jordan &amp; Seale, 1906",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-35264",NA,"LC","Unknown"
161626,"Leucoraja naevus","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Leucoraja","naevus","(Müller &amp; Henle, 1841)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132548",NA,"LC","Unknown"
161628,"Narcine tasmaniensis","CHONDRICHTHYES","RAJIFORMES","NARCINIDAE","Narcine","tasmaniensis","Richardson, 1841",2009,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-54855",NA,"LC","Stable"
161629,"Raja stellulata","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Raja","stellulata","Jordan &amp; Gilbert, 1880",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24314",NA,"LC","Unknown"
161633,"Mustelus manazo","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","manazo","Bleeker, 1855",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31600",NA,"DD","Unknown"
161635,"Deania quadrispinosa","CHONDRICHTHYES","SQUALIFORMES","CENTROPHORIDAE","Deania","quadrispinosa","(McCulloch, 1915)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23105",NA,"NT","Unknown"
161641,"Bathyraja hesperafricana","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","hesperafricana","Stehmann, 1995",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54385",NA,"DD","Unknown"
161642,"Fenestraja plutonia","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Fenestraja","plutonia","(Garman, 1881)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131788",NA,"DD","Unknown"
161649,"Etmopterus brachyurus","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","brachyurus","Smith &amp; Radcliffe, 1912",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29377",NA,"DD","Unknown"
161653,"Dipturus springeri","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","springeri","(Wallace, 1967)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131843",NA,"DD","Unknown"
161661,"Bathyraja aleutica","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","aleutica","(Gilbert 1896)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24308",NA,"LC","Unknown"
161666,"Neoraja caerulea","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Neoraja","caerulea","(Stehmann, 1976)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131718",NA,"DD","Unknown"
161674,"Hexatrygon bickelli","CHONDRICHTHYES","RAJIFORMES","HEXATRYGONIDAE","Hexatrygon","bickelli","Heemstra &amp; Smith, 1980",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30995",NA,"LC","Unknown"
161675,"Holohalaelurus punctatus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Holohalaelurus","punctatus","(Gilchrist, 1914)",2009,"EN","A2abcd+3bcd+4abcd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23158",NA,"EN","Decreasing"
161682,"Cruriraja rugosa","CHONDRICHTHYES","RAJIFORMES","ANACANTHOBATIDAE","Cruriraja","rugosa","Bigelow &amp; Schroeder, 1958",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-126306",NA,"DD","Unknown"
161691,"Raja brachyura","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Raja","brachyura","Lafont, 1871",2009,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-31017",NA,"NT","Decreasing"
161692,"Himantura uarnak","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Himantura","uarnak","(Gmelin, 1789)",2009,"VU","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26148",NA,"VU","Decreasing"
161693,"Fenestraja cubensis","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Fenestraja","cubensis","(Bigelow &amp; Schroeder, 1950)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131789",NA,"DD","Unknown"
161696,"Alopias superciliosus","CHONDRICHTHYES","LAMNIFORMES","ALOPIIDAE","Alopias","superciliosus","Lowe, 1841",2009,"VU","A2bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23898",NA,"VU","Decreasing"
161705,"Galeus murinus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Galeus","murinus","(Collett, 1904)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23133",NA,"LC","Unknown"
161708,"Breviraja spinosa","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Breviraja","spinosa","Bigelow &amp; Schroeder, 1950",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-63232",NA,"DD","Unknown"
161711,"Cruriraja poeyi","CHONDRICHTHYES","RAJIFORMES","ANACANTHOBATIDAE","Cruriraja","poeyi","Bigelow &amp; Schroeder, 1948",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-115739",NA,"DD","Unknown"
161717,"Scymnodon ringens","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Scymnodon","ringens","Barbosa du Bocage &amp; de Brito Capello, 1864",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29521",NA,"DD","Unknown"
161728,"Himantura imbricata","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Himantura","imbricata","(Bloch &amp; Schneider, 1801)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28787",NA,"DD","Unknown"
161729,"Dipturus nidarosiensis","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","nidarosiensis","(Storm, 1881)",2009,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-132537",NA,"NT","Decreasing"
161731,"Pteroplatytrygon violacea","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Pteroplatytrygon","violacea","(Bonaparte, 1832)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-20033",NA,"LC","Unknown"
161744,"Himantura jenkinsii","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Himantura","jenkinsii","(Annandale, 1909)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-35265",NA,"LC","Unknown"
162502,"Stoloteuthis leucoptera","CEPHALOPODA","SEPIOLOIDA","SEPIOLIDAE","Stoloteuthis","leucoptera","(Verrill, 1878)",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-82355",NA,"DD","Unknown"
162505,"Sepia latimanus","CEPHALOPODA","SEPIOLOIDA","SEPIIDAE","Sepia","latimanus","Quoy &amp; Gaimard, 1832",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-556372",NA,"DD","Unknown"
162509,"Sepia trygonina","CEPHALOPODA","SEPIOLOIDA","SEPIIDAE","Sepia","trygonina","(Rochebrune, 1884)",2012,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-556431",NA,"LC","Unknown"
162523,"Rossia macrosoma","CEPHALOPODA","SEPIOLOIDA","SEPIOLIDAE","Rossia","macrosoma","(Chiaie, 1830)",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-82343",NA,"DD","Unknown"
162549,"Sepia orbignyana","CEPHALOPODA","SEPIOLOIDA","SEPIIDAE","Sepia","orbignyana","Férussac in d'Orbigny, 1826",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-82364",NA,"DD","Unknown"
162552,"Rossia palpebrosa","CEPHALOPODA","SEPIOLOIDA","SEPIOLIDAE","Rossia","palpebrosa","Owen, 1834",2012,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-82348",NA,"LC","Unknown"
162556,"Sepia prashadi","CEPHALOPODA","SEPIOLOIDA","SEPIIDAE","Sepia","prashadi","Winckworth, 1936",2012,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-556634",NA,"LC","Unknown"
162557,"Sepietta oweniana","CEPHALOPODA","SEPIOLOIDA","SEPIOLIDAE","Sepietta","oweniana","(d'Orbigny, 1839-41 in Férussac &amp; d'Orbigny 1834-1848)",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-82359",NA,"DD","Unknown"
162564,"Sepia bertheloti","CEPHALOPODA","SEPIOLOIDA","SEPIIDAE","Sepia","bertheloti","d'Orbigny, 1835 (in Férussac &amp; d'Orbigny 1834-1848)",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-556096",NA,"DD","Unknown"
162566,"Sepia hieronis","CEPHALOPODA","SEPIOLOIDA","SEPIIDAE","Sepia","hieronis","(Robson, 1924)",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-556402",NA,"DD","Unknown"
162575,"Rossia megaptera","CEPHALOPODA","SEPIOLOIDA","SEPIOLIDAE","Rossia","megaptera","Verrill, 1881",2012,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-82353",NA,"LC","Unknown"
162581,"Sepia confusa","CEPHALOPODA","SEPIOLOIDA","SEPIIDAE","Sepia","confusa","Smith, 1916",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","ITS-556506",NA,"DD","Unknown"
