"am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend"
"Fis-23321",177965,"Acanthurus triostegus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-23374",170156,"Archosargus rhomboidalis",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23396",187570,"Bodianus pulchellus",NA,NA,"WRASSES","LC","Unknown"
"Fis-23397",187672,"Bodianus rufus",NA,NA,"WRASSES","LC","Unknown"
"Fis-23403",170190,"Calamus bajonado",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23404",170249,"Calamus calamus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23405",170207,"Calamus penna",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23451",178012,"Ctenochaetus striatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-23475",170260,"Diplodus annularis",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-23478",170262,"Diplodus puntazzo",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23480",170261,"Diplodus vulgaris",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23532",187736,"Halichoeres radiatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-23577",11130,"Lachnolaimus maximus",NA,NA,"WRASSES","VU","Decreasing"
"Fis-23579",190380,"Lagocephalus laevigatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-23647",132724,"Mycteroperca bonaci",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-23648",64410,"Mycteroperca interstitialis",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-23649",14050,"Mycteroperca microlepis",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-23650",14054,"Mycteroperca rubra",NA,NA,"GROUPERS","LC","Unknown"
"Fis-23651",44682,"Mycteroperca tigris",NA,NA,"GROUPERS","LC","Unknown"
"Fis-23652",44683,"Mycteroperca venenosa",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-23657",178002,"Naso hexacanthus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-23658",177950,"Naso lituratus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-23659",177970,"Naso unicornis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-23707",15873,"Pagrus pagrus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23708",185193,"Parablennius sanguinolentus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-23709",185185,"Parablennius tentacularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-23713",132727,"Paranthias furcifer",NA,NA,"GROUPERS","LC","Stable"
"Fis-23732",165887,"Pomacanthus arcuatus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-23733",165898,"Pomacanthus paru",NA,NA,"ANGELFISH","LC","Stable"
"Fis-23814",190738,"Sparisoma chrysopterum",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-23815",190721,"Sparisoma rubripinne",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-23816",190734,"Sparisoma viride",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-23817",190246,"Sphoeroides maculatus",NA,NA,"PUFFERFISH","LC","Decreasing"
"Fis-23818",193762,"Sphoeroides nephelus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-23819",193630,"Sphoeroides spengleri",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-23820",193813,"Sphoeroides testudineus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-23826",170258,"Spondyliosoma cantharus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23845",187714,"Symphodus cinereus",NA,NA,"WRASSES","LC","Stable"
"Fis-23846",187653,"Symphodus roissali",NA,NA,"WRASSES","LC","Stable"
"Fis-23847",187805,"Symphodus tinca",NA,NA,"WRASSES","LC","Stable"
"Fis-24372",187418,"Thalassoma pavo",NA,NA,"WRASSES","LC","Stable"
"Fis-24473",47137465,"Calamus brachysomus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-24480",193793,"Canthigaster rostrata",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-24491",47140942,"Chasmodes bosquianus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-24499",165910,"Chromis cyanea",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-24501",154831,"Chromis punctipinnis",NA,NA,"DAMSELFISH","LC","Stable"
"Fis-24509",187546,"Clepticus parrae",NA,NA,"WRASSES","LC","Unknown"
"Fis-24556",39303,"Dermatolepis inermis",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-24648",132771,"Gonioplectrus hispanus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-24655",187482,"Halichoeres bivittatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-24656",187405,"Halichoeres caudalis",NA,NA,"WRASSES","LC","Unknown"
"Fis-24657",187512,"Halichoeres cyanocephalus",NA,NA,"WRASSES","LC","Unknown"
"Fis-24658",187724,"Halichoeres garnoti",NA,NA,"WRASSES","LC","Unknown"
"Fis-24659",187549,"Halichoeres maculipinna",NA,NA,"WRASSES","LC","Unknown"
"Fis-24660",187444,"Halichoeres pictus",NA,NA,"WRASSES","LC","Unknown"
"Fis-24661",187584,"Halichoeres poeyi",NA,NA,"WRASSES","LC","Unknown"
"Fis-24662",183817,"Halichoeres semicinctus",NA,NA,"WRASSES","LC","Stable"
"Fis-24677",165883,"Holacanthus ciliaris",NA,NA,"ANGELFISH","LC","Stable"
"Fis-24678",165879,"Holacanthus tricolor",NA,NA,"ANGELFISH","LC","Stable"
"Fis-24687",185141,"Hypleurochilus aequipinnis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-24688",47141089,"Hypleurochilus geminatus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-24694",183611,"Hypsoblennius gentilis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-24701",183367,"Hypsypops rubicundus",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-24727",170250,"Lagodon rhomboides",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-24803",14049,"Mycteroperca jordani",NA,NA,"GROUPERS","EN","Decreasing"
"Fis-24847",46104109,"Parablennius marmoreus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-24942",198632,"Scartella cristata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-24997",190768,"Sparisoma atomarium",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-24998",190712,"Sparisoma radians",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-24999",183652,"Sphoeroides annulatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25000",183276,"Sphoeroides lobatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25001",190193,"Sphoeroides pachygaster",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25027",187448,"Tautogolabrus adspersus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25028",187652,"Thalassoma bifasciatum",NA,NA,"WRASSES","LC","Unknown"
"Fis-25078",190688,"Calotomus carolinus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25080",190685,"Calotomus spinidens",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25083",190756,"Leptoscarus vaigiensis",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25097",48342277,"Cirripectes alboapicalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25098",48342513,"Cirripectes castaneus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25099",155186,"Cirripectes filamentosus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-25101",48342248,"Cirripectes polyzona",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25102",48342428,"Cirripectes quagga",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25104",48342402,"Cirripectes variolosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25105",187562,"Suezichthys gracilis",NA,NA,"WRASSES","LC","Unknown"
"Fis-25130",44673,"Epinephelus fuscoguttatus",NA,NA,"GROUPERS","NT","Unknown"
"Fis-25172",170186,"Dentex gibbosus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-25173",170159,"Pagrus caeruleostictus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-25174",170252,"Argyrops filamentosus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-25176",170239,"Acanthopagrus bifasciatus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-2518",191823,"Megalops atlanticus",NA,NA,"BONEFISH_TARPONS","VU","Decreasing"
"Fis-25196",187475,"Symphodus mediterraneus",NA,NA,"WRASSES","LC","Stable"
"Fis-25197",187573,"Symphodus rostratus",NA,NA,"WRASSES","LC","Stable"
"Fis-25198",187696,"Xyrichtys novacula",NA,NA,"WRASSES","LC","Stable"
"Fis-25271",193792,"Contusus richei",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25281",177961,"Acanthurus nubilus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-25282",178008,"Acanthurus thompsoni",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25283",178011,"Acanthurus leucopareius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25284",178019,"Acanthurus nigrofuscus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25285",177987,"Acanthurus sohal",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25286",177957,"Acanthurus maculiceps",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-25293",166947,"Lagocephalus sceleratus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25341",44684,"Plectropomus leopardus",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-25351",187451,"Halichoeres argus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25352",187677,"Halichoeres melanurus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25353",187810,"Halichoeres chloropterus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25354",187407,"Wetmorella nigropinnata",NA,NA,"WRASSES","LC","Unknown"
"Fis-25365",132818,"Plectropomus maculatus",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-25382",132787,"Anyperodon leucogrammicus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-25401",193758,"Ephippion guttifer",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25402",132817,"Epinephelus goreensis",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-25405",190713,"Scarus spinus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25406",155290,"Scarus schlegeli",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25409",187692,"Macropharyngodon meleagris",NA,NA,"WRASSES","LC","Unknown"
"Fis-25425",190703,"Scarus hoefleri",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25458",165674,"Prognathodes marcellae",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-25463",187517,"Diproctacanthus xanthurus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25464",187631,"Labrichthys unilineatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25493",43974,"Epinephelus akaara",NA,NA,"GROUPERS","EN","Decreasing"
"Fis-25570",132817,"Epinephelus fasciatus",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-25571",132815,"Epinephelus cyanopodus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-25572",132723,"Epinephelus maculatus",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-25575",132745,"Epinephelus morrhua",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-25576",132738,"Variola louti",NA,NA,"GROUPERS","LC","Stable"
"Fis-25586",132774,"Epinephelus areolatus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-25587",170198,"Rhabdosargus sarba",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-25593",170226,"Sparodon durbanensis",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing"
"Fis-25618",193632,"Sphoeroides greeleyi",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25619",193699,"Arothron hispidus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-25632",165902,"Centropyge bicolor",NA,NA,"ANGELFISH","LC","Stable"
"Fis-25637",187396,"Labroides dimidiatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25650",165659,"Chelmon rostratus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-25659",187715,"Bodianus anthioides",NA,NA,"WRASSES","LC","Unknown"
"Fis-25660",187516,"Bodianus axillaris",NA,NA,"WRASSES","LC","Unknown"
"Fis-25662",187646,"Bodianus mesothorax",NA,NA,"WRASSES","LC","Unknown"
"Fis-25663",187578,"Choerodon anchorago",NA,NA,"WRASSES","LC","Unknown"
"Fis-25671",172363,"Elops machnata",NA,NA,"BONEFISH_TARPONS","LC","Unknown"
"Fis-25679",132823,"Epinephelus chlorostigma",NA,NA,"GROUPERS","LC","Stable"
"Fis-25680",170266,"Acanthopagrus berda",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-25681",170194,"Chrysoblephus anglicus",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing"
"Fis-25683",170259,"Chrysoblephus puniceus",NA,NA,"SEABREAMS_PORGIES","LC","Increasing"
"Fis-25684",170204,"Cymatoceps nasutus",NA,NA,"SEABREAMS_PORGIES","VU","Decreasing"
"Fis-25685",170208,"Pachymetopon grande",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing"
"Fis-25687",170203,"Rhabdosargus holubi",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-25688",170172,"Spondyliosoma emarginatum",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-25689",63571,"Bolbometopon muricatum",NA,NA,"PARROTFISH","VU","Decreasing"
"Fis-25690",190690,"Cetoscarus bicolor",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25691",190745,"Hipposcarus longiceps",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25692",190726,"Scarus altipinnis",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25694",190747,"Scarus forsteni",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25696",190731,"Scarus rubroviolaceus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25697",165651,"Chaetodon lunula",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-25698",165702,"Coradion chrysozonus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-25699",165667,"Forcipiger longirostris",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-25700",165672,"Hemitaurichthys polylepis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-25701",165626,"Heniochus acuminatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-25702",165652,"Heniochus varius",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-25703",187713,"Pseudodax moluccanus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25704",187523,"Oxycheilinus bimaculatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25705",187384,"Cheilinus chlorourus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25707",187739,"Cheilinus fasciatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25708",187674,"Oxycheilinus unifasciatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25709",187722,"Epibulus insidiator",NA,NA,"WRASSES","LC","Unknown"
"Fis-25710",187681,"Cymolutes praetextatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25711",187530,"Cymolutes torquatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25713",187441,"Novaculichthys taeniourus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25716",187477,"Pseudocheilinus hexataenia",NA,NA,"WRASSES","LC","Unknown"
"Fis-25717",187625,"Pteragogus guttatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25718",187383,"Cheilio inermis",NA,NA,"WRASSES","LC","Unknown"
"Fis-25720",187783,"Halichoeres hartzfeldii",NA,NA,"WRASSES","LC","Unknown"
"Fis-25722",187443,"Halichoeres margaritaceus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25723",187454,"Halichoeres scapularis",NA,NA,"WRASSES","LC","Unknown"
"Fis-25724",187474,"Halichoeres trimaculatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25725",187373,"Hemigymnus fasciatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25726",187476,"Hemigymnus melapterus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25727",187698,"Hologymnosus annulatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25728",187527,"Hologymnosus doliatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-25729",187547,"Pseudocoris yamashiroi",NA,NA,"WRASSES","LC","Unknown"
"Fis-25730",187424,"Stethojulis bandanensis",NA,NA,"WRASSES","LC","Unknown"
"Fis-25731",187489,"Stethojulis strigiventer",NA,NA,"WRASSES","LC","Unknown"
"Fis-25732",187490,"Thalassoma amblycephalum",NA,NA,"WRASSES","LC","Unknown"
"Fis-25734",187780,"Thalassoma jansenii",NA,NA,"WRASSES","LC","Unknown"
"Fis-25735",187381,"Thalassoma lunare",NA,NA,"WRASSES","LC","Stable"
"Fis-25736",187685,"Thalassoma lutescens",NA,NA,"WRASSES","LC","Unknown"
"Fis-25737",187746,"Thalassoma purpureum",NA,NA,"WRASSES","LC","Unknown"
"Fis-25738",187733,"Thalassoma quinquevittatum",NA,NA,"WRASSES","LC","Unknown"
"Fis-25739",187707,"Thalassoma trilobatum",NA,NA,"WRASSES","LC","Unknown"
"Fis-25748",165884,"Chaetodontoplus mesoleucus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-25749",165867,"Pomacanthus navarchus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-25750",165829,"Pomacanthus xanthometopon",NA,NA,"ANGELFISH","LC","Stable"
"Fis-25751",165851,"Pomacanthus semicirculatus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-25907",178005,"Zebrasoma scopas",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25943",170201,"Pachymetopon aeneum",NA,NA,"SEABREAMS_PORGIES","LC","Increasing"
"Fis-25944",132736,"Epinephelus rivulatus",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-25945",170183,"Chrysoblephus cristiceps",NA,NA,"SEABREAMS_PORGIES","CR","Decreasing"
"Fis-25946",170256,"Chrysoblephus gibbiceps",NA,NA,"SEABREAMS_PORGIES","EN","Decreasing"
"Fis-25952",177969,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25952",177953,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25952",154818,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-25953",177964,"Ctenochaetus marginatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-25954",177949,"Ctenochaetus strigosus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25955",177972,"Paracanthurus hepatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-25956",178005,"Zebrasoma flavescens",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25956",178015,"Zebrasoma flavescens",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25957",177988,"Naso annulatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25958",177983,"Naso brachycentron",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25959",177990,"Naso brevirostris",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25960",155120,"Naso vlamingii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Decreasing"
"Fis-25968",48342137,"Exallias brevis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25969",48342385,"Ecsenius bicolor",NA,NA,"COMBTOOTHBLENNIES","LC","Decreasing"
"Fis-25970",48342451,"Ecsenius yaeyamaensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25971",48342521,"Entomacrodus caudofasciatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25972",48342389,"Entomacrodus decussatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25974",48342213,"Entomacrodus striatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25975",48342265,"Entomacrodus thalassinus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25979",46079801,"Istiblennius edentulus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25980",48342321,"Istiblennius lineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25986",48342519,"Rhabdoblennius rhabdotrachelus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25987",48342471,"Rhabdoblennius snowi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25988",48342111,"Salarias fasciatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25990",154643,"Parenchelyurus hepburni",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25991",48342525,"Aspidontus dussumieri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25992",48342093,"Meiacanthus atrodorsalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25993",48342154,"Meiacanthus grammistes",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25994",48342530,"Plagiotremus laudandus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25995",48342477,"Plagiotremus rhinorhynchos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25996",48342366,"Plagiotremus tapeinosoma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25997",48342225,"Petroscirtes breviceps",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25999",187754,"Cymolutes lecluse",NA,NA,"WRASSES","LC","Unknown"
"Fis-26097",193804,"Arothron nigropunctatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26098",193662,"Arothron meleagris",NA,NA,"PUFFERFISH","LC","Stable"
"Fis-26113",61338,"Epinephelus malabaricus",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26116",132825,"Cephalopholis aurantia",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26117",39773,"Cephalopholis boenak",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26118",132808,"Cephalopholis cyanostigma",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26119",132743,"Cephalopholis formosa",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26120",132759,"Cephalopholis hemistiktos",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26121",132737,"Cephalopholis leopardus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26122",132789,"Cephalopholis microprion",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26123",132732,"Cephalopholis miniata",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-26124",132805,"Cephalopholis polleni",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26125",132741,"Cephalopholis sexmaculata",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-26126",132757,"Cephalopholis sonnerati",NA,NA,"GROUPERS","LC","Stable"
"Fis-26127",132825,"Cephalopholis spiloparaea",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26128",132783,"Cephalopholis urodeta",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26129",39774,"Cromileptes altivelis",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-26136",44674,"Epinephelus coioides",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26139",7858,"Epinephelus lanceolatus",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-26140",7859,"Epinephelus marginatus",NA,NA,"GROUPERS","EN","Decreasing"
"Fis-26141",132804,"Epinephelus ongus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26142",61339,"Epinephelus polyphekadion",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26144",132799,"Epinephelus quoyanus",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-26145",132830,"Epinephelus undulosus",NA,NA,"GROUPERS","LC","Stable"
"Fis-26162",165862,"Pomacanthus imperator",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26169",165835,"Apolemichthys trimaculatus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26177",193656,"Canthigaster bennetti",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26178",193669,"Canthigaster compressa",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26179",193766,"Canthigaster janthinoptera",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26180",193796,"Canthigaster valentini",NA,NA,"PUFFERFISH","LC","Decreasing"
"Fis-26181",165901,"Centropyge tibicen",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26182",165876,"Centropyge multispinis",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26189",165840,"Pomacanthus sexstriatus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26195",165885,"Pygoplites diacanthus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26199",193775,"Canthigaster solandri",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26201",187554,"Bodianus bilunulatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-26205",187446,"Thalassoma cupido",NA,NA,"WRASSES","LC","Unknown"
"Fis-26210",193716,"Arothron reticularis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26212",187612,"Choerodon jordani",NA,NA,"WRASSES","LC","Unknown"
"Fis-26219",172416,"Chelonodon patoca",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26221",165888,"Genicanthus lamarck",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26222",187634,"Halichoeres miniatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-26224",187689,"Stethojulis trilineata",NA,NA,"WRASSES","LC","Unknown"
"Fis-26230",187563,"Stethojulis interrupta",NA,NA,"WRASSES","LC","Unknown"
"Fis-26239",165868,"Centropyge nox",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26244",132778,"Epinephelus hexagonatus",NA,NA,"GROUPERS","LC","Stable"
"Fis-26245",132766,"Epinephelus macrospilos",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26247",187548,"Halichoeres nebulosus",NA,NA,"WRASSES","LC","Unknown"
"Fis-26248",154904,"Halichoeres ornatissimus",NA,NA,"WRASSES","LC","Unknown"
"Fis-26249",193705,"Canthigaster rivulata",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26337",187747,"Choerodon robustus",NA,NA,"WRASSES","LC","Unknown"
"Fis-26339",177980,"Naso thynnoides",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
